dataset	cell	class	biotype	reads
VASA published, mouse	114	multi	ProteinCoding	25855
VASA published, mouse	114	multi	ProcessedPseudogene	9809
VASA published, mouse	114	multi	MiscRna	8135
VASA published, mouse	114	multi	lncRNA	1624
VASA published, mouse	114	multi	TranscribedProcessedPseudogene	1458
VASA published, mouse	114	multi	UnprocessedPseudogene	1455
VASA published, mouse	114	multi	miRNA	734
VASA published, mouse	114	multi	snoRNA	519
VASA published, mouse	114	multi	snRNA	372
VASA published, mouse	114	multi	TranscribedUnprocessedPseudogene	358
VASA published, mouse	114	multi	ribozyme	45
VASA published, mouse	114	multi	TEC	38
VASA published, mouse	114	multi	TranscribedUnitaryPseudogene	25
VASA published, mouse	114	multi	pseudogene	18
VASA published, mouse	114	multi	tRNA	17
VASA published, mouse	114	multi	MtTrna	8
VASA published, mouse	114	multi	UnitaryPseudogene	5
VASA published, mouse	114	multi	rRNA	2
VASA published, mouse	114	single	ProteinCoding	95799
VASA published, mouse	114	single	lncRNA	3429
VASA published, mouse	114	single	ribozyme	556
VASA published, mouse	114	single	snoRNA	401
VASA published, mouse	114	single	ProcessedPseudogene	397
VASA published, mouse	114	single	miRNA	202
VASA published, mouse	114	single	TEC	200
VASA published, mouse	114	single	TranscribedProcessedPseudogene	176
VASA published, mouse	114	single	TranscribedUnprocessedPseudogene	69
VASA published, mouse	114	single	snRNA	69
VASA published, mouse	114	single	UnprocessedPseudogene	59
VASA published, mouse	114	single	TranscribedUnitaryPseudogene	51
VASA published, mouse	114	single	scaRNA	38
VASA published, mouse	114	single	MiscRna	37
VASA published, mouse	114	single	tRNA	23
VASA published, mouse	114	single	PolymorphicPseudogene	10
VASA published, mouse	114	single	MtRrna	7
VASA published, mouse	114	single	MtTrna	7
VASA published, mouse	114	single	UnitaryPseudogene	1
VASA published, mouse	114	single	pseudogene	1
VASA published, mouse	116	multi	ProteinCoding	42129
VASA published, mouse	116	multi	ProcessedPseudogene	17853
VASA published, mouse	116	multi	UnprocessedPseudogene	4347
VASA published, mouse	116	multi	lncRNA	4138
VASA published, mouse	116	multi	MiscRna	3825
VASA published, mouse	116	multi	TranscribedProcessedPseudogene	2787
VASA published, mouse	116	multi	miRNA	1257
VASA published, mouse	116	multi	TranscribedUnprocessedPseudogene	1009
VASA published, mouse	116	multi	snoRNA	602
VASA published, mouse	116	multi	TEC	144
VASA published, mouse	116	multi	snRNA	127
VASA published, mouse	116	multi	TranscribedUnitaryPseudogene	80
VASA published, mouse	116	multi	ribozyme	79
VASA published, mouse	116	multi	pseudogene	26
VASA published, mouse	116	multi	PolymorphicPseudogene	14
VASA published, mouse	116	multi	IgVGene	8
VASA published, mouse	116	multi	IgVPseudogene	8
VASA published, mouse	116	multi	UnitaryPseudogene	8
VASA published, mouse	116	multi	tRNA	8
VASA published, mouse	116	multi	MtTrna	3
VASA published, mouse	116	multi	MtRrna	2
VASA published, mouse	116	multi	rRNA	2
VASA published, mouse	116	single	ProteinCoding	343959
VASA published, mouse	116	single	lncRNA	10512
VASA published, mouse	116	single	TEC	930
VASA published, mouse	116	single	ribozyme	922
VASA published, mouse	116	single	ProcessedPseudogene	890
VASA published, mouse	116	single	snoRNA	702
VASA published, mouse	116	single	miRNA	415
VASA published, mouse	116	single	TranscribedUnprocessedPseudogene	305
VASA published, mouse	116	single	TranscribedUnitaryPseudogene	182
VASA published, mouse	116	single	TranscribedProcessedPseudogene	162
VASA published, mouse	116	single	UnprocessedPseudogene	161
VASA published, mouse	116	single	MiscRna	123
VASA published, mouse	116	single	snRNA	86
VASA published, mouse	116	single	PolymorphicPseudogene	60
VASA published, mouse	116	single	scaRNA	48
VASA published, mouse	116	single	UnitaryPseudogene	38
VASA published, mouse	116	single	tRNA	28
VASA published, mouse	116	single	MtTrna	18
VASA published, mouse	116	single	MtRrna	13
VASA published, mouse	116	single	rRNA	8
VASA published, mouse	116	single	TrCGene	1
VASA published, mouse	118	multi	ProteinCoding	5105
VASA published, mouse	118	multi	ProcessedPseudogene	2053
VASA published, mouse	118	multi	UnprocessedPseudogene	621
VASA published, mouse	118	multi	lncRNA	492
VASA published, mouse	118	multi	MiscRna	488
VASA published, mouse	118	multi	TranscribedProcessedPseudogene	206
VASA published, mouse	118	multi	miRNA	188
VASA published, mouse	118	multi	TranscribedUnprocessedPseudogene	110
VASA published, mouse	118	multi	snoRNA	78
VASA published, mouse	118	multi	snRNA	41
VASA published, mouse	118	multi	TEC	24
VASA published, mouse	118	multi	ribozyme	11
VASA published, mouse	118	multi	TranscribedUnitaryPseudogene	8
VASA published, mouse	118	multi	MtRrna	4
VASA published, mouse	118	multi	tRNA	3
VASA published, mouse	118	multi	pseudogene	2
VASA published, mouse	118	multi	rRNA	2
VASA published, mouse	118	single	ProteinCoding	41302
VASA published, mouse	118	single	lncRNA	1512
VASA published, mouse	118	single	ribozyme	188
VASA published, mouse	118	single	TEC	114
VASA published, mouse	118	single	ProcessedPseudogene	105
VASA published, mouse	118	single	snoRNA	70
VASA published, mouse	118	single	miRNA	51
VASA published, mouse	118	single	MiscRna	47
VASA published, mouse	118	single	TranscribedUnprocessedPseudogene	35
VASA published, mouse	118	single	TranscribedProcessedPseudogene	34
VASA published, mouse	118	single	TranscribedUnitaryPseudogene	19
VASA published, mouse	118	single	scaRNA	14
VASA published, mouse	118	single	UnprocessedPseudogene	10
VASA published, mouse	118	single	snRNA	8
VASA published, mouse	118	single	tRNA	5
VASA published, mouse	118	single	MtTrna	4
VASA published, mouse	118	single	PolymorphicPseudogene	4
VASA published, mouse	118	single	MtRrna	2
VASA published, mouse	118	single	pseudogene	1
VASA published, mouse	118	single	rRNA	1
VASA published, mouse	122	multi	ProteinCoding	16865
VASA published, mouse	122	multi	ProcessedPseudogene	8060
VASA published, mouse	122	multi	UnprocessedPseudogene	1922
VASA published, mouse	122	multi	lncRNA	1654
VASA published, mouse	122	multi	TranscribedProcessedPseudogene	1149
VASA published, mouse	122	multi	MiscRna	708
VASA published, mouse	122	multi	TranscribedUnprocessedPseudogene	407
VASA published, mouse	122	multi	miRNA	378
VASA published, mouse	122	multi	snoRNA	106
VASA published, mouse	122	multi	TEC	56
VASA published, mouse	122	multi	TranscribedUnitaryPseudogene	40
VASA published, mouse	122	multi	snRNA	33
VASA published, mouse	122	multi	pseudogene	19
VASA published, mouse	122	multi	ribozyme	18
VASA published, mouse	122	multi	UnitaryPseudogene	5
VASA published, mouse	122	multi	MtTrna	2
VASA published, mouse	122	multi	PolymorphicPseudogene	2
VASA published, mouse	122	multi	rRNA	2
VASA published, mouse	122	multi	tRNA	2
VASA published, mouse	122	single	ProteinCoding	115611
VASA published, mouse	122	single	lncRNA	3620
VASA published, mouse	122	single	ProcessedPseudogene	398
VASA published, mouse	122	single	TEC	284
VASA published, mouse	122	single	miRNA	219
VASA published, mouse	122	single	ribozyme	212
VASA published, mouse	122	single	snoRNA	185
VASA published, mouse	122	single	TranscribedProcessedPseudogene	151
VASA published, mouse	122	single	TranscribedUnitaryPseudogene	113
VASA published, mouse	122	single	TranscribedUnprocessedPseudogene	67
VASA published, mouse	122	single	UnprocessedPseudogene	64
VASA published, mouse	122	single	snRNA	31
VASA published, mouse	122	single	scaRNA	29
VASA published, mouse	122	single	PolymorphicPseudogene	22
VASA published, mouse	122	single	MiscRna	16
VASA published, mouse	122	single	MtRrna	5
VASA published, mouse	122	single	MtTrna	5
VASA published, mouse	122	single	UnitaryPseudogene	5
VASA published, mouse	122	single	rRNA	1
VASA published, mouse	122	single	tRNA	1
VASA published, mouse	124	multi	ProteinCoding	29637
VASA published, mouse	124	multi	ProcessedPseudogene	13958
VASA published, mouse	124	multi	MiscRna	3384
VASA published, mouse	124	multi	lncRNA	2962
VASA published, mouse	124	multi	UnprocessedPseudogene	2468
VASA published, mouse	124	multi	TranscribedProcessedPseudogene	1979
VASA published, mouse	124	multi	miRNA	1071
VASA published, mouse	124	multi	TranscribedUnprocessedPseudogene	503
VASA published, mouse	124	multi	snoRNA	496
VASA published, mouse	124	multi	snRNA	94
VASA published, mouse	124	multi	TEC	79
VASA published, mouse	124	multi	TranscribedUnitaryPseudogene	55
VASA published, mouse	124	multi	ribozyme	49
VASA published, mouse	124	multi	pseudogene	27
VASA published, mouse	124	multi	UnitaryPseudogene	13
VASA published, mouse	124	multi	tRNA	4
VASA published, mouse	124	multi	MtRrna	3
VASA published, mouse	124	multi	PolymorphicPseudogene	2
VASA published, mouse	124	multi	MtTrna	1
VASA published, mouse	124	single	ProteinCoding	240706
VASA published, mouse	124	single	lncRNA	7484
VASA published, mouse	124	single	ribozyme	915
VASA published, mouse	124	single	TEC	669
VASA published, mouse	124	single	ProcessedPseudogene	636
VASA published, mouse	124	single	snoRNA	455
VASA published, mouse	124	single	miRNA	337
VASA published, mouse	124	single	TranscribedProcessedPseudogene	167
VASA published, mouse	124	single	TranscribedUnprocessedPseudogene	154
VASA published, mouse	124	single	MiscRna	119
VASA published, mouse	124	single	UnprocessedPseudogene	89
VASA published, mouse	124	single	scaRNA	67
VASA published, mouse	124	single	PolymorphicPseudogene	55
VASA published, mouse	124	single	snRNA	32
VASA published, mouse	124	single	TranscribedUnitaryPseudogene	30
VASA published, mouse	124	single	tRNA	21
VASA published, mouse	124	single	UnitaryPseudogene	20
VASA published, mouse	124	single	MtRrna	14
VASA published, mouse	124	single	MtTrna	9
VASA published, mouse	124	single	pseudogene	7
VASA published, mouse	124	single	rRNA	6
VASA published, mouse	126	multi	ProteinCoding	2830
VASA published, mouse	126	multi	ProcessedPseudogene	1328
VASA published, mouse	126	multi	lncRNA	282
VASA published, mouse	126	multi	TranscribedProcessedPseudogene	215
VASA published, mouse	126	multi	UnprocessedPseudogene	210
VASA published, mouse	126	multi	MiscRna	138
VASA published, mouse	126	multi	miRNA	56
VASA published, mouse	126	multi	TranscribedUnprocessedPseudogene	55
VASA published, mouse	126	multi	snoRNA	29
VASA published, mouse	126	multi	TranscribedUnitaryPseudogene	12
VASA published, mouse	126	multi	TEC	11
VASA published, mouse	126	multi	snRNA	7
VASA published, mouse	126	multi	ribozyme	6
VASA published, mouse	126	multi	pseudogene	5
VASA published, mouse	126	single	ProteinCoding	19460
VASA published, mouse	126	single	lncRNA	610
VASA published, mouse	126	single	ProcessedPseudogene	64
VASA published, mouse	126	single	miRNA	42
VASA published, mouse	126	single	TEC	40
VASA published, mouse	126	single	snoRNA	24
VASA published, mouse	126	single	TranscribedProcessedPseudogene	21
VASA published, mouse	126	single	ribozyme	20
VASA published, mouse	126	single	TranscribedUnprocessedPseudogene	16
VASA published, mouse	126	single	TranscribedUnitaryPseudogene	8
VASA published, mouse	126	single	scaRNA	6
VASA published, mouse	126	single	MiscRna	5
VASA published, mouse	126	single	snRNA	4
VASA published, mouse	126	single	PolymorphicPseudogene	3
VASA published, mouse	126	single	tRNA	3
VASA published, mouse	126	single	MtRrna	2
VASA published, mouse	126	single	MtTrna	1
VASA published, mouse	126	single	UnitaryPseudogene	1
VASA published, mouse	126	single	UnprocessedPseudogene	1
VASA published, mouse	128	multi	ProteinCoding	33510
VASA published, mouse	128	multi	ProcessedPseudogene	13889
VASA published, mouse	128	multi	lncRNA	3633
VASA published, mouse	128	multi	UnprocessedPseudogene	3604
VASA published, mouse	128	multi	MiscRna	3396
VASA published, mouse	128	multi	TranscribedProcessedPseudogene	2159
VASA published, mouse	128	multi	miRNA	1203
VASA published, mouse	128	multi	TranscribedUnprocessedPseudogene	1023
VASA published, mouse	128	multi	snoRNA	443
VASA published, mouse	128	multi	TEC	241
VASA published, mouse	128	multi	snRNA	213
VASA published, mouse	128	multi	ribozyme	72
VASA published, mouse	128	multi	TranscribedUnitaryPseudogene	35
VASA published, mouse	128	multi	pseudogene	31
VASA published, mouse	128	multi	MtTrna	19
VASA published, mouse	128	multi	tRNA	6
VASA published, mouse	128	multi	TrVGene	5
VASA published, mouse	128	multi	UnitaryPseudogene	5
VASA published, mouse	128	multi	PolymorphicPseudogene	4
VASA published, mouse	128	multi	MtRrna	3
VASA published, mouse	128	single	ProteinCoding	267724
VASA published, mouse	128	single	lncRNA	8053
VASA published, mouse	128	single	ribozyme	878
VASA published, mouse	128	single	ProcessedPseudogene	721
VASA published, mouse	128	single	TEC	688
VASA published, mouse	128	single	snoRNA	577
VASA published, mouse	128	single	miRNA	300
VASA published, mouse	128	single	TranscribedUnprocessedPseudogene	207
VASA published, mouse	128	single	TranscribedProcessedPseudogene	179
VASA published, mouse	128	single	TranscribedUnitaryPseudogene	177
VASA published, mouse	128	single	UnprocessedPseudogene	105
VASA published, mouse	128	single	PolymorphicPseudogene	99
VASA published, mouse	128	single	snRNA	98
VASA published, mouse	128	single	MiscRna	62
VASA published, mouse	128	single	scaRNA	57
VASA published, mouse	128	single	UnitaryPseudogene	28
VASA published, mouse	128	single	tRNA	21
VASA published, mouse	128	single	MtRrna	10
VASA published, mouse	128	single	rRNA	5
VASA published, mouse	128	single	IgVPseudogene	3
VASA published, mouse	128	single	MtTrna	2
VASA published, mouse	128	single	TrVGene	1
VASA published, mouse	130	multi	ProteinCoding	11404
VASA published, mouse	130	multi	ProcessedPseudogene	4284
VASA published, mouse	130	multi	MiscRna	4161
VASA published, mouse	130	multi	lncRNA	758
VASA published, mouse	130	multi	UnprocessedPseudogene	743
VASA published, mouse	130	multi	TranscribedProcessedPseudogene	567
VASA published, mouse	130	multi	miRNA	377
VASA published, mouse	130	multi	snRNA	242
VASA published, mouse	130	multi	snoRNA	223
VASA published, mouse	130	multi	TranscribedUnprocessedPseudogene	118
VASA published, mouse	130	multi	TranscribedUnitaryPseudogene	24
VASA published, mouse	130	multi	ribozyme	18
VASA published, mouse	130	multi	TEC	10
VASA published, mouse	130	multi	tRNA	8
VASA published, mouse	130	multi	pseudogene	3
VASA published, mouse	130	single	ProteinCoding	27590
VASA published, mouse	130	single	lncRNA	904
VASA published, mouse	130	single	snoRNA	293
VASA published, mouse	130	single	ribozyme	212
VASA published, mouse	130	single	ProcessedPseudogene	179
VASA published, mouse	130	single	miRNA	155
VASA published, mouse	130	single	TranscribedProcessedPseudogene	54
VASA published, mouse	130	single	snRNA	46
VASA published, mouse	130	single	tRNA	35
VASA published, mouse	130	single	MiscRna	34
VASA published, mouse	130	single	TEC	28
VASA published, mouse	130	single	scaRNA	25
VASA published, mouse	130	single	UnprocessedPseudogene	16
VASA published, mouse	130	single	TranscribedUnprocessedPseudogene	11
VASA published, mouse	130	single	MtTrna	8
VASA published, mouse	130	single	UnitaryPseudogene	5
VASA published, mouse	130	single	PolymorphicPseudogene	3
VASA published, mouse	130	single	TranscribedUnitaryPseudogene	2
VASA published, mouse	132	multi	ProteinCoding	24489
VASA published, mouse	132	multi	ProcessedPseudogene	12350
VASA published, mouse	132	multi	UnprocessedPseudogene	2834
VASA published, mouse	132	multi	lncRNA	2195
VASA published, mouse	132	multi	TranscribedProcessedPseudogene	1693
VASA published, mouse	132	multi	MiscRna	686
VASA published, mouse	132	multi	TranscribedUnprocessedPseudogene	425
VASA published, mouse	132	multi	miRNA	393
VASA published, mouse	132	multi	snoRNA	162
VASA published, mouse	132	multi	TranscribedUnitaryPseudogene	57
VASA published, mouse	132	multi	snRNA	39
VASA published, mouse	132	multi	TEC	36
VASA published, mouse	132	multi	pseudogene	25
VASA published, mouse	132	multi	PolymorphicPseudogene	17
VASA published, mouse	132	multi	tRNA	7
VASA published, mouse	132	multi	MtTrna	5
VASA published, mouse	132	multi	ribozyme	5
VASA published, mouse	132	multi	MtRrna	1
VASA published, mouse	132	multi	TrCGene	1
VASA published, mouse	132	single	ProteinCoding	143453
VASA published, mouse	132	single	lncRNA	3796
VASA published, mouse	132	single	ProcessedPseudogene	534
VASA published, mouse	132	single	TEC	411
VASA published, mouse	132	single	miRNA	359
VASA published, mouse	132	single	ribozyme	213
VASA published, mouse	132	single	snoRNA	189
VASA published, mouse	132	single	TranscribedUnprocessedPseudogene	121
VASA published, mouse	132	single	TranscribedProcessedPseudogene	105
VASA published, mouse	132	single	TranscribedUnitaryPseudogene	95
VASA published, mouse	132	single	UnprocessedPseudogene	53
VASA published, mouse	132	single	MiscRna	25
VASA published, mouse	132	single	snRNA	24
VASA published, mouse	132	single	PolymorphicPseudogene	23
VASA published, mouse	132	single	scaRNA	22
VASA published, mouse	132	single	MtRrna	17
VASA published, mouse	132	single	tRNA	14
VASA published, mouse	132	single	MtTrna	9
VASA published, mouse	132	single	pseudogene	5
VASA published, mouse	132	single	rRNA	3
VASA published, mouse	134	multi	ProteinCoding	7591
VASA published, mouse	134	multi	ProcessedPseudogene	2200
VASA published, mouse	134	multi	lncRNA	879
VASA published, mouse	134	multi	UnprocessedPseudogene	514
VASA published, mouse	134	multi	TranscribedProcessedPseudogene	287
VASA published, mouse	134	multi	MiscRna	220
VASA published, mouse	134	multi	TranscribedUnprocessedPseudogene	140
VASA published, mouse	134	multi	miRNA	108
VASA published, mouse	134	multi	snoRNA	42
VASA published, mouse	134	multi	TranscribedUnitaryPseudogene	16
VASA published, mouse	134	multi	snRNA	13
VASA published, mouse	134	multi	TEC	10
VASA published, mouse	134	multi	ribozyme	9
VASA published, mouse	134	multi	UnitaryPseudogene	2
VASA published, mouse	134	multi	rRNA	1
VASA published, mouse	134	single	ProteinCoding	35285
VASA published, mouse	134	single	lncRNA	2148
VASA published, mouse	134	single	ProcessedPseudogene	171
VASA published, mouse	134	single	TEC	134
VASA published, mouse	134	single	ribozyme	67
VASA published, mouse	134	single	TranscribedProcessedPseudogene	59
VASA published, mouse	134	single	miRNA	59
VASA published, mouse	134	single	UnprocessedPseudogene	51
VASA published, mouse	134	single	snoRNA	41
VASA published, mouse	134	single	TranscribedUnprocessedPseudogene	31
VASA published, mouse	134	single	PolymorphicPseudogene	24
VASA published, mouse	134	single	TranscribedUnitaryPseudogene	15
VASA published, mouse	134	single	MiscRna	11
VASA published, mouse	134	single	MtRrna	3
VASA published, mouse	134	single	tRNA	3
VASA published, mouse	134	single	UnitaryPseudogene	2
VASA published, mouse	134	single	MtTrna	1
VASA published, mouse	134	single	pseudogene	1
VASA published, mouse	134	single	scaRNA	1
VASA published, mouse	136	multi	ProteinCoding	14056
VASA published, mouse	136	multi	ProcessedPseudogene	6594
VASA published, mouse	136	multi	UnprocessedPseudogene	1470
VASA published, mouse	136	multi	lncRNA	1326
VASA published, mouse	136	multi	MiscRna	964
VASA published, mouse	136	multi	TranscribedProcessedPseudogene	894
VASA published, mouse	136	multi	miRNA	429
VASA published, mouse	136	multi	TranscribedUnprocessedPseudogene	261
VASA published, mouse	136	multi	snoRNA	144
VASA published, mouse	136	multi	TranscribedUnitaryPseudogene	34
VASA published, mouse	136	multi	snRNA	33
VASA published, mouse	136	multi	TEC	32
VASA published, mouse	136	multi	pseudogene	25
VASA published, mouse	136	multi	ribozyme	11
VASA published, mouse	136	multi	tRNA	3
VASA published, mouse	136	single	ProteinCoding	111316
VASA published, mouse	136	single	lncRNA	3210
VASA published, mouse	136	single	ProcessedPseudogene	339
VASA published, mouse	136	single	TEC	289
VASA published, mouse	136	single	ribozyme	215
VASA published, mouse	136	single	snoRNA	153
VASA published, mouse	136	single	miRNA	135
VASA published, mouse	136	single	TranscribedUnprocessedPseudogene	95
VASA published, mouse	136	single	TranscribedProcessedPseudogene	70
VASA published, mouse	136	single	TranscribedUnitaryPseudogene	40
VASA published, mouse	136	single	UnprocessedPseudogene	39
VASA published, mouse	136	single	snRNA	22
VASA published, mouse	136	single	MiscRna	19
VASA published, mouse	136	single	PolymorphicPseudogene	18
VASA published, mouse	136	single	scaRNA	17
VASA published, mouse	136	single	MtRrna	11
VASA published, mouse	136	single	MtTrna	7
VASA published, mouse	136	single	tRNA	5
VASA published, mouse	136	single	pseudogene	3
VASA published, mouse	136	single	rRNA	2
VASA published, mouse	136	single	UnitaryPseudogene	1
VASA published, mouse	138	multi	ProteinCoding	12086
VASA published, mouse	138	multi	ProcessedPseudogene	5879
VASA published, mouse	138	multi	UnprocessedPseudogene	1795
VASA published, mouse	138	multi	MiscRna	1127
VASA published, mouse	138	multi	lncRNA	1080
VASA published, mouse	138	multi	TranscribedProcessedPseudogene	723
VASA published, mouse	138	multi	miRNA	411
VASA published, mouse	138	multi	TranscribedUnprocessedPseudogene	222
VASA published, mouse	138	multi	snoRNA	176
VASA published, mouse	138	multi	TEC	31
VASA published, mouse	138	multi	snRNA	23
VASA published, mouse	138	multi	TranscribedUnitaryPseudogene	20
VASA published, mouse	138	multi	pseudogene	6
VASA published, mouse	138	multi	ribozyme	6
VASA published, mouse	138	multi	UnitaryPseudogene	4
VASA published, mouse	138	multi	MtTrna	3
VASA published, mouse	138	multi	MtRrna	2
VASA published, mouse	138	multi	tRNA	2
VASA published, mouse	138	multi	PolymorphicPseudogene	1
VASA published, mouse	138	single	ProteinCoding	81607
VASA published, mouse	138	single	lncRNA	2917
VASA published, mouse	138	single	ribozyme	362
VASA published, mouse	138	single	snoRNA	273
VASA published, mouse	138	single	ProcessedPseudogene	254
VASA published, mouse	138	single	TEC	229
VASA published, mouse	138	single	miRNA	155
VASA published, mouse	138	single	TranscribedUnitaryPseudogene	91
VASA published, mouse	138	single	PolymorphicPseudogene	71
VASA published, mouse	138	single	TranscribedProcessedPseudogene	71
VASA published, mouse	138	single	UnprocessedPseudogene	63
VASA published, mouse	138	single	TranscribedUnprocessedPseudogene	37
VASA published, mouse	138	single	scaRNA	32
VASA published, mouse	138	single	MiscRna	27
VASA published, mouse	138	single	snRNA	7
VASA published, mouse	138	single	MtRrna	6
VASA published, mouse	138	single	MtTrna	6
VASA published, mouse	138	single	UnitaryPseudogene	6
VASA published, mouse	138	single	rRNA	5
VASA published, mouse	138	single	pseudogene	2
VASA published, mouse	140	multi	ProteinCoding	22267
VASA published, mouse	140	multi	ProcessedPseudogene	10518
VASA published, mouse	140	multi	UnprocessedPseudogene	2535
VASA published, mouse	140	multi	lncRNA	2227
VASA published, mouse	140	multi	TranscribedProcessedPseudogene	1520
VASA published, mouse	140	multi	MiscRna	1371
VASA published, mouse	140	multi	TranscribedUnprocessedPseudogene	777
VASA published, mouse	140	multi	miRNA	460
VASA published, mouse	140	multi	snoRNA	194
VASA published, mouse	140	multi	TEC	189
VASA published, mouse	140	multi	TranscribedUnitaryPseudogene	53
VASA published, mouse	140	multi	snRNA	40
VASA published, mouse	140	multi	ribozyme	32
VASA published, mouse	140	multi	pseudogene	13
VASA published, mouse	140	multi	UnitaryPseudogene	8
VASA published, mouse	140	multi	tRNA	2
VASA published, mouse	140	multi	PolymorphicPseudogene	1
VASA published, mouse	140	single	ProteinCoding	174312
VASA published, mouse	140	single	lncRNA	4896
VASA published, mouse	140	single	TEC	554
VASA published, mouse	140	single	ProcessedPseudogene	529
VASA published, mouse	140	single	ribozyme	405
VASA published, mouse	140	single	snoRNA	294
VASA published, mouse	140	single	miRNA	242
VASA published, mouse	140	single	TranscribedProcessedPseudogene	230
VASA published, mouse	140	single	TranscribedUnprocessedPseudogene	137
VASA published, mouse	140	single	UnprocessedPseudogene	97
VASA published, mouse	140	single	TranscribedUnitaryPseudogene	88
VASA published, mouse	140	single	PolymorphicPseudogene	43
VASA published, mouse	140	single	scaRNA	41
VASA published, mouse	140	single	MiscRna	28
VASA published, mouse	140	single	MtTrna	15
VASA published, mouse	140	single	snRNA	15
VASA published, mouse	140	single	UnitaryPseudogene	12
VASA published, mouse	140	single	tRNA	7
VASA published, mouse	140	single	MtRrna	4
VASA published, mouse	140	single	pseudogene	2
VASA published, mouse	140	single	rRNA	2
VASA published, mouse	142	multi	ProteinCoding	29482
VASA published, mouse	142	multi	ProcessedPseudogene	12293
VASA published, mouse	142	multi	UnprocessedPseudogene	3213
VASA published, mouse	142	multi	MiscRna	2974
VASA published, mouse	142	multi	lncRNA	2865
VASA published, mouse	142	multi	TranscribedProcessedPseudogene	1833
VASA published, mouse	142	multi	miRNA	937
VASA published, mouse	142	multi	TranscribedUnprocessedPseudogene	689
VASA published, mouse	142	multi	snoRNA	365
VASA published, mouse	142	multi	snRNA	76
VASA published, mouse	142	multi	TEC	69
VASA published, mouse	142	multi	ribozyme	65
VASA published, mouse	142	multi	TranscribedUnitaryPseudogene	34
VASA published, mouse	142	multi	pseudogene	32
VASA published, mouse	142	multi	UnitaryPseudogene	7
VASA published, mouse	142	multi	TrVPseudogene	6
VASA published, mouse	142	multi	tRNA	3
VASA published, mouse	142	multi	MtTrna	2
VASA published, mouse	142	multi	MtRrna	1
VASA published, mouse	142	multi	PolymorphicPseudogene	1
VASA published, mouse	142	multi	TrVGene	1
VASA published, mouse	142	single	ProteinCoding	230007
VASA published, mouse	142	single	lncRNA	7074
VASA published, mouse	142	single	ribozyme	702
VASA published, mouse	142	single	ProcessedPseudogene	638
VASA published, mouse	142	single	TEC	629
VASA published, mouse	142	single	snoRNA	532
VASA published, mouse	142	single	miRNA	280
VASA published, mouse	142	single	TranscribedProcessedPseudogene	175
VASA published, mouse	142	single	TranscribedUnprocessedPseudogene	170
VASA published, mouse	142	single	UnprocessedPseudogene	167
VASA published, mouse	142	single	TranscribedUnitaryPseudogene	120
VASA published, mouse	142	single	MiscRna	63
VASA published, mouse	142	single	snRNA	39
VASA published, mouse	142	single	scaRNA	37
VASA published, mouse	142	single	PolymorphicPseudogene	25
VASA published, mouse	142	single	MtRrna	19
VASA published, mouse	142	single	MtTrna	11
VASA published, mouse	142	single	rRNA	11
VASA published, mouse	142	single	pseudogene	9
VASA published, mouse	142	single	tRNA	6
VASA published, mouse	142	single	UnitaryPseudogene	1
VASA published, mouse	146	multi	ProteinCoding	7817
VASA published, mouse	146	multi	ProcessedPseudogene	4469
VASA published, mouse	146	multi	lncRNA	769
VASA published, mouse	146	multi	TranscribedProcessedPseudogene	594
VASA published, mouse	146	multi	UnprocessedPseudogene	398
VASA published, mouse	146	multi	MiscRna	197
VASA published, mouse	146	multi	miRNA	164
VASA published, mouse	146	multi	TranscribedUnprocessedPseudogene	110
VASA published, mouse	146	multi	snoRNA	29
VASA published, mouse	146	multi	TEC	16
VASA published, mouse	146	multi	pseudogene	14
VASA published, mouse	146	multi	ribozyme	14
VASA published, mouse	146	multi	snRNA	9
VASA published, mouse	146	multi	TranscribedUnitaryPseudogene	5
VASA published, mouse	146	multi	rRNA	2
VASA published, mouse	146	multi	MtTrna	1
VASA published, mouse	146	multi	tRNA	1
VASA published, mouse	146	single	ProteinCoding	49654
VASA published, mouse	146	single	lncRNA	1940
VASA published, mouse	146	single	ProcessedPseudogene	200
VASA published, mouse	146	single	miRNA	123
VASA published, mouse	146	single	TEC	85
VASA published, mouse	146	single	snoRNA	74
VASA published, mouse	146	single	ribozyme	48
VASA published, mouse	146	single	TranscribedProcessedPseudogene	45
VASA published, mouse	146	single	TranscribedUnprocessedPseudogene	28
VASA published, mouse	146	single	MiscRna	25
VASA published, mouse	146	single	UnprocessedPseudogene	22
VASA published, mouse	146	single	TranscribedUnitaryPseudogene	13
VASA published, mouse	146	single	scaRNA	9
VASA published, mouse	146	single	snRNA	7
VASA published, mouse	146	single	PolymorphicPseudogene	5
VASA published, mouse	146	single	UnitaryPseudogene	5
VASA published, mouse	146	single	tRNA	3
VASA published, mouse	146	single	MtRrna	2
VASA published, mouse	146	single	rRNA	2
VASA published, mouse	146	single	MtTrna	1
VASA published, mouse	146	single	pseudogene	1
VASA published, mouse	148	multi	ProteinCoding	21427
VASA published, mouse	148	multi	ProcessedPseudogene	10436
VASA published, mouse	148	multi	lncRNA	2237
VASA published, mouse	148	multi	UnprocessedPseudogene	1595
VASA published, mouse	148	multi	TranscribedProcessedPseudogene	1398
VASA published, mouse	148	multi	MiscRna	1315
VASA published, mouse	148	multi	TranscribedUnprocessedPseudogene	582
VASA published, mouse	148	multi	miRNA	518
VASA published, mouse	148	multi	snoRNA	177
