dataset	cell	class	biotype	reads
VASA published, mouse	022	multi	ProcessedPseudogene	10738
VASA published, mouse	022	multi	MiscRna	6220
VASA published, mouse	022	multi	UnprocessedPseudogene	3190
VASA published, mouse	022	multi	lncRNA	3109
VASA published, mouse	022	multi	miRNA	1842
VASA published, mouse	022	multi	TranscribedProcessedPseudogene	1673
VASA published, mouse	022	multi	TranscribedUnprocessedPseudogene	1608
VASA published, mouse	022	multi	snoRNA	692
VASA published, mouse	022	multi	snRNA	357
VASA published, mouse	022	multi	TEC	145
VASA published, mouse	022	multi	ribozyme	79
VASA published, mouse	022	multi	pseudogene	22
VASA published, mouse	022	multi	TranscribedUnitaryPseudogene	16
VASA published, mouse	022	multi	UnitaryPseudogene	5
VASA published, mouse	022	multi	MtRrna	4
VASA published, mouse	022	multi	PolymorphicPseudogene	4
VASA published, mouse	022	multi	tRNA	3
VASA published, mouse	022	multi	IgCGene	2
VASA published, mouse	022	single	ProteinCoding	320387
VASA published, mouse	022	single	lncRNA	13412
VASA published, mouse	022	single	ribozyme	1326
VASA published, mouse	022	single	TEC	1152
VASA published, mouse	022	single	snoRNA	1072
VASA published, mouse	022	single	ProcessedPseudogene	649
VASA published, mouse	022	single	TranscribedUnprocessedPseudogene	468
VASA published, mouse	022	single	miRNA	368
VASA published, mouse	022	single	TranscribedProcessedPseudogene	187
VASA published, mouse	022	single	TranscribedUnitaryPseudogene	161
VASA published, mouse	022	single	UnprocessedPseudogene	161
VASA published, mouse	022	single	MiscRna	117
VASA published, mouse	022	single	snRNA	108
VASA published, mouse	022	single	scaRNA	93
VASA published, mouse	022	single	PolymorphicPseudogene	80
VASA published, mouse	022	single	UnitaryPseudogene	43
VASA published, mouse	022	single	MtTrna	13
VASA published, mouse	022	single	tRNA	13
VASA published, mouse	022	single	pseudogene	6
VASA published, mouse	022	single	MtRrna	2
VASA published, mouse	022	single	rRNA	2
VASA published, mouse	026	multi	ProteinCoding	14766
VASA published, mouse	026	multi	ProcessedPseudogene	6056
VASA published, mouse	026	multi	MiscRna	1413
VASA published, mouse	026	multi	lncRNA	1412
VASA published, mouse	026	multi	UnprocessedPseudogene	1266
VASA published, mouse	026	multi	TranscribedProcessedPseudogene	856
VASA published, mouse	026	multi	miRNA	514
VASA published, mouse	026	multi	snoRNA	327
VASA published, mouse	026	multi	TranscribedUnprocessedPseudogene	292
VASA published, mouse	026	multi	snRNA	106
VASA published, mouse	026	multi	TEC	24
VASA published, mouse	026	multi	ribozyme	22
VASA published, mouse	026	multi	TranscribedUnitaryPseudogene	16
VASA published, mouse	026	multi	pseudogene	11
VASA published, mouse	026	multi	tRNA	7
VASA published, mouse	026	multi	MtTrna	2
VASA published, mouse	026	multi	MtRrna	1
VASA published, mouse	026	multi	TrVGene	1
VASA published, mouse	026	single	ProteinCoding	120895
VASA published, mouse	026	single	lncRNA	3090
VASA published, mouse	026	single	snoRNA	382
VASA published, mouse	026	single	TEC	376
VASA published, mouse	026	single	ribozyme	331
VASA published, mouse	026	single	ProcessedPseudogene	285
VASA published, mouse	026	single	miRNA	181
VASA published, mouse	026	single	TranscribedUnprocessedPseudogene	94
VASA published, mouse	026	single	TranscribedProcessedPseudogene	86
VASA published, mouse	026	single	TranscribedUnitaryPseudogene	63
VASA published, mouse	026	single	UnprocessedPseudogene	59
VASA published, mouse	026	single	MiscRna	36
VASA published, mouse	026	single	snRNA	36
VASA published, mouse	026	single	scaRNA	35
VASA published, mouse	026	single	tRNA	33
VASA published, mouse	026	single	PolymorphicPseudogene	13
VASA published, mouse	026	single	MtRrna	11
VASA published, mouse	026	single	MtTrna	9
VASA published, mouse	032	multi	ProteinCoding	12175
VASA published, mouse	032	multi	ProcessedPseudogene	5558
VASA published, mouse	032	multi	lncRNA	1304
VASA published, mouse	032	multi	UnprocessedPseudogene	1109
VASA published, mouse	032	multi	MiscRna	943
VASA published, mouse	032	multi	TranscribedProcessedPseudogene	746
VASA published, mouse	032	multi	TranscribedUnprocessedPseudogene	387
VASA published, mouse	032	multi	miRNA	376
VASA published, mouse	032	multi	snoRNA	225
VASA published, mouse	032	multi	TEC	55
VASA published, mouse	032	multi	snRNA	27
VASA published, mouse	032	multi	TranscribedUnitaryPseudogene	17
VASA published, mouse	032	multi	pseudogene	14
VASA published, mouse	032	multi	ribozyme	10
VASA published, mouse	032	multi	MtTrna	6
VASA published, mouse	032	multi	UnitaryPseudogene	5
VASA published, mouse	032	multi	tRNA	1
VASA published, mouse	032	single	ProteinCoding	110500
VASA published, mouse	032	single	lncRNA	3098
VASA published, mouse	032	single	TEC	331
VASA published, mouse	032	single	ProcessedPseudogene	286
VASA published, mouse	032	single	ribozyme	250
VASA published, mouse	032	single	snoRNA	187
VASA published, mouse	032	single	miRNA	118
VASA published, mouse	032	single	TranscribedProcessedPseudogene	115
VASA published, mouse	032	single	TranscribedUnprocessedPseudogene	75
VASA published, mouse	032	single	TranscribedUnitaryPseudogene	46
VASA published, mouse	032	single	UnprocessedPseudogene	39
VASA published, mouse	032	single	MiscRna	28
VASA published, mouse	032	single	scaRNA	15
VASA published, mouse	032	single	MtRrna	10
VASA published, mouse	032	single	PolymorphicPseudogene	10
VASA published, mouse	032	single	pseudogene	9
VASA published, mouse	032	single	tRNA	8
VASA published, mouse	032	single	snRNA	5
VASA published, mouse	032	single	MtTrna	4
VASA published, mouse	034	multi	ProteinCoding	14629
VASA published, mouse	034	multi	ProcessedPseudogene	7341
VASA published, mouse	034	multi	lncRNA	1572
VASA published, mouse	034	multi	UnprocessedPseudogene	1397
VASA published, mouse	034	multi	TranscribedProcessedPseudogene	1076
VASA published, mouse	034	multi	MiscRna	572
VASA published, mouse	034	multi	TranscribedUnprocessedPseudogene	357
VASA published, mouse	034	multi	miRNA	254
VASA published, mouse	034	multi	snoRNA	136
VASA published, mouse	034	multi	pseudogene	45
VASA published, mouse	034	multi	TEC	42
VASA published, mouse	034	multi	snRNA	41
VASA published, mouse	034	multi	TranscribedUnitaryPseudogene	27
VASA published, mouse	034	multi	ribozyme	17
VASA published, mouse	034	multi	rRNA	2
VASA published, mouse	034	multi	PolymorphicPseudogene	1
VASA published, mouse	034	single	ProteinCoding	119223
VASA published, mouse	034	single	lncRNA	4008
VASA published, mouse	034	single	TEC	398
VASA published, mouse	034	single	ProcessedPseudogene	340
VASA published, mouse	034	single	snoRNA	254
VASA published, mouse	034	single	ribozyme	235
VASA published, mouse	034	single	miRNA	164
VASA published, mouse	034	single	TranscribedUnprocessedPseudogene	78
VASA published, mouse	034	single	TranscribedProcessedPseudogene	44
VASA published, mouse	034	single	PolymorphicPseudogene	33
VASA published, mouse	034	single	MiscRna	28
VASA published, mouse	034	single	UnprocessedPseudogene	23
VASA published, mouse	034	single	scaRNA	19
VASA published, mouse	034	single	MtRrna	11
VASA published, mouse	034	single	TranscribedUnitaryPseudogene	11
VASA published, mouse	034	single	snRNA	11
VASA published, mouse	034	single	MtTrna	5
VASA published, mouse	034	single	tRNA	4
VASA published, mouse	034	single	UnitaryPseudogene	3
VASA published, mouse	036	multi	ProteinCoding	25199
VASA published, mouse	036	multi	ProcessedPseudogene	11289
VASA published, mouse	036	multi	lncRNA	2627
VASA published, mouse	036	multi	UnprocessedPseudogene	2498
VASA published, mouse	036	multi	MiscRna	1747
VASA published, mouse	036	multi	TranscribedProcessedPseudogene	1417
VASA published, mouse	036	multi	TranscribedUnprocessedPseudogene	730
VASA published, mouse	036	multi	miRNA	720
VASA published, mouse	036	multi	snoRNA	418
VASA published, mouse	036	multi	snRNA	155
VASA published, mouse	036	multi	ribozyme	58
VASA published, mouse	036	multi	TEC	57
VASA published, mouse	036	multi	pseudogene	28
VASA published, mouse	036	multi	TranscribedUnitaryPseudogene	20
VASA published, mouse	036	multi	tRNA	3
VASA published, mouse	036	multi	MtTrna	2
VASA published, mouse	036	multi	PolymorphicPseudogene	2
VASA published, mouse	036	multi	MtRrna	1
VASA published, mouse	036	single	ProteinCoding	214328
VASA published, mouse	036	single	lncRNA	6735
VASA published, mouse	036	single	TEC	593
VASA published, mouse	036	single	ProcessedPseudogene	533
VASA published, mouse	036	single	snoRNA	456
VASA published, mouse	036	single	ribozyme	447
VASA published, mouse	036	single	miRNA	287
VASA published, mouse	036	single	TranscribedUnprocessedPseudogene	193
VASA published, mouse	036	single	TranscribedProcessedPseudogene	177
VASA published, mouse	036	single	TranscribedUnitaryPseudogene	106
VASA published, mouse	036	single	PolymorphicPseudogene	73
VASA published, mouse	036	single	UnprocessedPseudogene	69
VASA published, mouse	036	single	MiscRna	52
VASA published, mouse	036	single	scaRNA	43
VASA published, mouse	036	single	snRNA	34
VASA published, mouse	036	single	UnitaryPseudogene	16
VASA published, mouse	036	single	tRNA	10
VASA published, mouse	036	single	MtTrna	7
VASA published, mouse	036	single	MtRrna	4
VASA published, mouse	038	multi	ProteinCoding	6625
VASA published, mouse	038	multi	ProcessedPseudogene	2748
VASA published, mouse	038	multi	lncRNA	821
VASA published, mouse	038	multi	MiscRna	496
VASA published, mouse	038	multi	UnprocessedPseudogene	413
VASA published, mouse	038	multi	TranscribedProcessedPseudogene	392
VASA published, mouse	038	multi	TranscribedUnprocessedPseudogene	352
VASA published, mouse	038	multi	miRNA	207
VASA published, mouse	038	multi	snoRNA	134
VASA published, mouse	038	multi	snRNA	26
VASA published, mouse	038	multi	TEC	23
VASA published, mouse	038	multi	ribozyme	14
VASA published, mouse	038	multi	pseudogene	9
VASA published, mouse	038	multi	TranscribedUnitaryPseudogene	7
VASA published, mouse	038	multi	PolymorphicPseudogene	4
VASA published, mouse	038	multi	MtTrna	1
VASA published, mouse	038	multi	rRNA	1
VASA published, mouse	038	multi	scaRNA	1
VASA published, mouse	038	single	ProteinCoding	70182
VASA published, mouse	038	single	lncRNA	2892
VASA published, mouse	038	single	ProcessedPseudogene	258
VASA published, mouse	038	single	TEC	199
VASA published, mouse	038	single	ribozyme	169
VASA published, mouse	038	single	snoRNA	146
VASA published, mouse	038	single	TranscribedUnprocessedPseudogene	107
VASA published, mouse	038	single	miRNA	60
VASA published, mouse	038	single	TranscribedProcessedPseudogene	55
VASA published, mouse	038	single	MiscRna	38
VASA published, mouse	038	single	TranscribedUnitaryPseudogene	36
VASA published, mouse	038	single	UnprocessedPseudogene	29
VASA published, mouse	038	single	PolymorphicPseudogene	17
VASA published, mouse	038	single	scaRNA	14
VASA published, mouse	038	single	snRNA	7
VASA published, mouse	038	single	UnitaryPseudogene	6
VASA published, mouse	038	single	MtRrna	1
VASA published, mouse	040	multi	ProteinCoding	3409
VASA published, mouse	040	multi	ProcessedPseudogene	1671
VASA published, mouse	040	multi	lncRNA	353
VASA published, mouse	040	multi	UnprocessedPseudogene	316
VASA published, mouse	040	multi	MiscRna	267
VASA published, mouse	040	multi	TranscribedProcessedPseudogene	252
VASA published, mouse	040	multi	TranscribedUnprocessedPseudogene	187
VASA published, mouse	040	multi	miRNA	112
VASA published, mouse	040	multi	snoRNA	50
VASA published, mouse	040	multi	TEC	11
VASA published, mouse	040	multi	TranscribedUnitaryPseudogene	7
VASA published, mouse	040	multi	pseudogene	7
VASA published, mouse	040	multi	snRNA	3
VASA published, mouse	040	multi	ribozyme	2
VASA published, mouse	040	multi	tRNA	1
VASA published, mouse	040	single	ProteinCoding	28400
VASA published, mouse	040	single	lncRNA	973
VASA published, mouse	040	single	TEC	96
VASA published, mouse	040	single	ProcessedPseudogene	86
VASA published, mouse	040	single	ribozyme	81
VASA published, mouse	040	single	snoRNA	35
VASA published, mouse	040	single	UnprocessedPseudogene	34
VASA published, mouse	040	single	miRNA	30
VASA published, mouse	040	single	TranscribedUnprocessedPseudogene	23
VASA published, mouse	040	single	TranscribedProcessedPseudogene	12
VASA published, mouse	040	single	TranscribedUnitaryPseudogene	10
VASA published, mouse	040	single	MiscRna	6
VASA published, mouse	040	single	PolymorphicPseudogene	6
VASA published, mouse	040	single	scaRNA	6
VASA published, mouse	040	single	MtRrna	1
VASA published, mouse	040	single	snRNA	1
VASA published, mouse	042	multi	ProteinCoding	9868
VASA published, mouse	042	multi	ProcessedPseudogene	4211
VASA published, mouse	042	multi	MiscRna	2064
VASA published, mouse	042	multi	lncRNA	1092
VASA published, mouse	042	multi	miRNA	595
VASA published, mouse	042	multi	TranscribedProcessedPseudogene	581
VASA published, mouse	042	multi	UnprocessedPseudogene	580
VASA published, mouse	042	multi	TranscribedUnprocessedPseudogene	323
VASA published, mouse	042	multi	snoRNA	224
VASA published, mouse	042	multi	snRNA	75
VASA published, mouse	042	multi	TEC	49
VASA published, mouse	042	multi	ribozyme	49
VASA published, mouse	042	multi	pseudogene	5
VASA published, mouse	042	multi	PolymorphicPseudogene	4
VASA published, mouse	042	multi	TranscribedUnitaryPseudogene	4
VASA published, mouse	042	multi	UnitaryPseudogene	1
VASA published, mouse	042	multi	scaRNA	1
VASA published, mouse	042	single	ProteinCoding	83016
VASA published, mouse	042	single	lncRNA	2770
VASA published, mouse	042	single	ribozyme	368
VASA published, mouse	042	single	ProcessedPseudogene	243
VASA published, mouse	042	single	TEC	240
VASA published, mouse	042	single	snoRNA	236
VASA published, mouse	042	single	miRNA	94
VASA published, mouse	042	single	TranscribedUnprocessedPseudogene	67
VASA published, mouse	042	single	TranscribedProcessedPseudogene	47
VASA published, mouse	042	single	UnprocessedPseudogene	33
VASA published, mouse	042	single	MiscRna	29
VASA published, mouse	042	single	PolymorphicPseudogene	27
VASA published, mouse	042	single	TranscribedUnitaryPseudogene	27
VASA published, mouse	042	single	snRNA	22
VASA published, mouse	042	single	scaRNA	11
VASA published, mouse	042	single	tRNA	10
VASA published, mouse	042	single	pseudogene	3
VASA published, mouse	042	single	rRNA	1
VASA published, mouse	044	multi	ProteinCoding	13438
VASA published, mouse	044	multi	ProcessedPseudogene	6249
VASA published, mouse	044	multi	UnprocessedPseudogene	1726
VASA published, mouse	044	multi	lncRNA	1289
VASA published, mouse	044	multi	TranscribedProcessedPseudogene	1004
VASA published, mouse	044	multi	MiscRna	936
VASA published, mouse	044	multi	TranscribedUnprocessedPseudogene	305
VASA published, mouse	044	multi	miRNA	304
VASA published, mouse	044	multi	snoRNA	186
VASA published, mouse	044	multi	ribozyme	26
VASA published, mouse	044	multi	TEC	23
VASA published, mouse	044	multi	TranscribedUnitaryPseudogene	21
VASA published, mouse	044	multi	snRNA	17
VASA published, mouse	044	multi	pseudogene	3
VASA published, mouse	044	multi	tRNA	2
VASA published, mouse	044	multi	MtRrna	1
VASA published, mouse	044	multi	MtTrna	1
VASA published, mouse	044	single	ProteinCoding	104783
VASA published, mouse	044	single	lncRNA	2630
VASA published, mouse	044	single	TEC	296
VASA published, mouse	044	single	ProcessedPseudogene	265
VASA published, mouse	044	single	ribozyme	248
VASA published, mouse	044	single	snoRNA	225
VASA published, mouse	044	single	miRNA	123
VASA published, mouse	044	single	TranscribedProcessedPseudogene	84
VASA published, mouse	044	single	TranscribedUnprocessedPseudogene	84
VASA published, mouse	044	single	TranscribedUnitaryPseudogene	55
VASA published, mouse	044	single	UnprocessedPseudogene	42
VASA published, mouse	044	single	PolymorphicPseudogene	23
VASA published, mouse	044	single	snRNA	16
VASA published, mouse	044	single	scaRNA	13
VASA published, mouse	044	single	MiscRna	10
VASA published, mouse	044	single	rRNA	4
VASA published, mouse	044	single	UnitaryPseudogene	3
VASA published, mouse	044	single	tRNA	3
VASA published, mouse	044	single	MtTrna	2
VASA published, mouse	046	multi	ProteinCoding	10545
VASA published, mouse	046	multi	ProcessedPseudogene	6252
VASA published, mouse	046	multi	UnprocessedPseudogene	1143
VASA published, mouse	046	multi	TranscribedProcessedPseudogene	882
VASA published, mouse	046	multi	lncRNA	873
VASA published, mouse	046	multi	miRNA	111
VASA published, mouse	046	multi	TranscribedUnprocessedPseudogene	93
VASA published, mouse	046	multi	TranscribedUnitaryPseudogene	28
VASA published, mouse	046	multi	MiscRna	24
VASA published, mouse	046	multi	PolymorphicPseudogene	13
VASA published, mouse	046	multi	TEC	5
VASA published, mouse	046	multi	ribozyme	4
VASA published, mouse	046	multi	snRNA	3
VASA published, mouse	046	multi	MtTrna	1
VASA published, mouse	046	multi	pseudogene	1
VASA published, mouse	046	single	ProteinCoding	30447
VASA published, mouse	046	single	lncRNA	925
VASA published, mouse	046	single	ProcessedPseudogene	252
VASA published, mouse	046	single	miRNA	171
VASA published, mouse	046	single	TranscribedProcessedPseudogene	44
VASA published, mouse	046	single	TEC	25
VASA published, mouse	046	single	UnprocessedPseudogene	21
VASA published, mouse	046	single	TranscribedUnprocessedPseudogene	14
VASA published, mouse	046	single	snoRNA	14
VASA published, mouse	046	single	TranscribedUnitaryPseudogene	12
VASA published, mouse	046	single	MtTrna	10
VASA published, mouse	046	single	tRNA	5
VASA published, mouse	046	single	scaRNA	4
VASA published, mouse	046	single	MiscRna	2
VASA published, mouse	046	single	ribozyme	1
VASA published, mouse	046	single	snRNA	1
VASA published, mouse	050	multi	ProteinCoding	10912
VASA published, mouse	050	multi	ProcessedPseudogene	5949
VASA published, mouse	050	multi	lncRNA	1137
VASA published, mouse	050	multi	UnprocessedPseudogene	990
VASA published, mouse	050	multi	TranscribedProcessedPseudogene	838
VASA published, mouse	050	multi	MiscRna	352
VASA published, mouse	050	multi	miRNA	202
VASA published, mouse	050	multi	TranscribedUnprocessedPseudogene	132
VASA published, mouse	050	multi	snoRNA	60
VASA published, mouse	050	multi	TranscribedUnitaryPseudogene	18
VASA published, mouse	050	multi	TEC	14
VASA published, mouse	050	multi	pseudogene	13
VASA published, mouse	050	multi	snRNA	11
VASA published, mouse	050	multi	ribozyme	4
VASA published, mouse	050	multi	MtTrna	2
VASA published, mouse	050	multi	rRNA	1
VASA published, mouse	050	single	ProteinCoding	62712
VASA published, mouse	050	single	lncRNA	1928
VASA published, mouse	050	single	ProcessedPseudogene	338
VASA published, mouse	050	single	TEC	161
VASA published, mouse	050	single	miRNA	157
VASA published, mouse	050	single	ribozyme	114
VASA published, mouse	050	single	snoRNA	93
VASA published, mouse	050	single	TranscribedUnitaryPseudogene	85
VASA published, mouse	050	single	TranscribedProcessedPseudogene	65
VASA published, mouse	050	single	TranscribedUnprocessedPseudogene	46
VASA published, mouse	050	single	scaRNA	16
VASA published, mouse	050	single	UnprocessedPseudogene	15
VASA published, mouse	050	single	MtTrna	9
VASA published, mouse	050	single	snRNA	8
VASA published, mouse	050	single	MtRrna	6
VASA published, mouse	050	single	PolymorphicPseudogene	5
VASA published, mouse	050	single	MiscRna	4
VASA published, mouse	050	single	rRNA	1
VASA published, mouse	050	single	tRNA	1
VASA published, mouse	054	multi	ProteinCoding	5481
VASA published, mouse	054	multi	ProcessedPseudogene	2061
VASA published, mouse	054	multi	UnprocessedPseudogene	764
VASA published, mouse	054	multi	lncRNA	599
VASA published, mouse	054	multi	MiscRna	558
VASA published, mouse	054	multi	TranscribedProcessedPseudogene	238
VASA published, mouse	054	multi	miRNA	186
VASA published, mouse	054	multi	TranscribedUnprocessedPseudogene	161
VASA published, mouse	054	multi	snoRNA	74
VASA published, mouse	054	multi	ribozyme	24
VASA published, mouse	054	multi	snRNA	20
VASA published, mouse	054	multi	TEC	10
VASA published, mouse	054	multi	TranscribedUnitaryPseudogene	9
VASA published, mouse	054	multi	pseudogene	3
VASA published, mouse	054	multi	UnitaryPseudogene	1
VASA published, mouse	054	multi	tRNA	1
VASA published, mouse	054	single	ProteinCoding	47241
VASA published, mouse	054	single	lncRNA	1771
VASA published, mouse	054	single	TEC	192
VASA published, mouse	054	single	ribozyme	167
VASA published, mouse	054	single	snoRNA	130
VASA published, mouse	054	single	ProcessedPseudogene	97
VASA published, mouse	054	single	TranscribedUnprocessedPseudogene	49
VASA published, mouse	054	single	miRNA	48
VASA published, mouse	054	single	TranscribedProcessedPseudogene	29
VASA published, mouse	054	single	TranscribedUnitaryPseudogene	20
VASA published, mouse	054	single	PolymorphicPseudogene	18
VASA published, mouse	054	single	scaRNA	13
VASA published, mouse	054	single	MiscRna	10
VASA published, mouse	054	single	snRNA	6
VASA published, mouse	054	single	UnprocessedPseudogene	4
VASA published, mouse	054	single	tRNA	3
VASA published, mouse	054	single	MtRrna	2
VASA published, mouse	054	single	MtTrna	2
VASA published, mouse	056	multi	ProteinCoding	75238
VASA published, mouse	056	multi	ProcessedPseudogene	27866
VASA published, mouse	056	multi	MiscRna	23937
VASA published, mouse	056	multi	lncRNA	6745
VASA published, mouse	056	multi	UnprocessedPseudogene	4745
VASA published, mouse	056	multi	miRNA	4529
VASA published, mouse	056	multi	TranscribedProcessedPseudogene	3439
VASA published, mouse	056	multi	snoRNA	2348
VASA published, mouse	056	multi	TranscribedUnprocessedPseudogene	2119
VASA published, mouse	056	multi	snRNA	1811
VASA published, mouse	056	multi	ribozyme	207
VASA published, mouse	056	multi	TEC	139
VASA published, mouse	056	multi	pseudogene	114
VASA published, mouse	056	multi	TranscribedUnitaryPseudogene	79
VASA published, mouse	056	multi	tRNA	24
VASA published, mouse	056	multi	PolymorphicPseudogene	13
VASA published, mouse	056	multi	UnitaryPseudogene	5
VASA published, mouse	056	multi	MtRrna	4
VASA published, mouse	056	multi	MtTrna	2
VASA published, mouse	056	single	ProteinCoding	526219
VASA published, mouse	056	single	lncRNA	18438
VASA published, mouse	056	single	ribozyme	3594
VASA published, mouse	056	single	snoRNA	3280
VASA published, mouse	056	single	ProcessedPseudogene	1538
VASA published, mouse	056	single	TEC	1152
VASA published, mouse	056	single	miRNA	673
VASA published, mouse	056	single	TranscribedUnitaryPseudogene	627
VASA published, mouse	056	single	snRNA	595
VASA published, mouse	056	single	TranscribedUnprocessedPseudogene	445
VASA published, mouse	056	single	TranscribedProcessedPseudogene	351
VASA published, mouse	056	single	MiscRna	342
VASA published, mouse	056	single	UnprocessedPseudogene	307
VASA published, mouse	056	single	scaRNA	267
VASA published, mouse	056	single	tRNA	65
VASA published, mouse	056	single	PolymorphicPseudogene	51
VASA published, mouse	056	single	UnitaryPseudogene	26
VASA published, mouse	056	single	MtRrna	19
VASA published, mouse	056	single	MtTrna	13
VASA published, mouse	056	single	rRNA	12
VASA published, mouse	056	single	pseudogene	2
VASA published, mouse	058	multi	ProteinCoding	10128
VASA published, mouse	058	multi	ProcessedPseudogene	5357
VASA published, mouse	058	multi	lncRNA	1050
VASA published, mouse	058	multi	UnprocessedPseudogene	950
VASA published, mouse	058	multi	TranscribedProcessedPseudogene	734
VASA published, mouse	058	multi	MiscRna	276
VASA published, mouse	058	multi	TranscribedUnprocessedPseudogene	191
VASA published, mouse	058	multi	miRNA	146
VASA published, mouse	058	multi	snoRNA	50
VASA published, mouse	058	multi	TEC	19
VASA published, mouse	058	multi	snRNA	16
VASA published, mouse	058	multi	TranscribedUnitaryPseudogene	9
VASA published, mouse	058	multi	pseudogene	6
VASA published, mouse	058	multi	ribozyme	5
VASA published, mouse	058	multi	MtTrna	4
VASA published, mouse	058	multi	tRNA	3
VASA published, mouse	058	single	ProteinCoding	74469
VASA published, mouse	058	single	lncRNA	2209
VASA published, mouse	058	single	ProcessedPseudogene	281
VASA published, mouse	058	single	TEC	197
VASA published, mouse	058	single	miRNA	102
VASA published, mouse	058	single	ribozyme	94
VASA published, mouse	058	single	TranscribedProcessedPseudogene	88
VASA published, mouse	058	single	snoRNA	87
VASA published, mouse	058	single	TranscribedUnitaryPseudogene	39
VASA published, mouse	058	single	scaRNA	36
VASA published, mouse	058	single	TranscribedUnprocessedPseudogene	34
VASA published, mouse	058	single	UnprocessedPseudogene	19
VASA published, mouse	058	single	MiscRna	16
VASA published, mouse	058	single	PolymorphicPseudogene	4
VASA published, mouse	058	single	snRNA	3
VASA published, mouse	058	single	TrVGene	2
VASA published, mouse	058	single	tRNA	2
VASA published, mouse	058	single	MtTrna	1
VASA published, mouse	058	single	UnitaryPseudogene	1
VASA published, mouse	058	single	pseudogene	1
VASA published, mouse	058	single	rRNA	1
VASA published, mouse	060	multi	ProteinCoding	18663
VASA published, mouse	060	multi	ProcessedPseudogene	8023
VASA published, mouse	060	multi	MiscRna	2149
VASA published, mouse	060	multi	lncRNA	1930
VASA published, mouse	060	multi	TranscribedProcessedPseudogene	1254
VASA published, mouse	060	multi	UnprocessedPseudogene	1253
VASA published, mouse	060	multi	TranscribedUnprocessedPseudogene	679
VASA published, mouse	060	multi	miRNA	578
VASA published, mouse	060	multi	snoRNA	422
VASA published, mouse	060	multi	snRNA	112
VASA published, mouse	060	multi	TEC	70
VASA published, mouse	060	multi	ribozyme	48
VASA published, mouse	060	multi	TranscribedUnitaryPseudogene	21
VASA published, mouse	060	multi	pseudogene	12
VASA published, mouse	060	multi	UnitaryPseudogene	3
VASA published, mouse	060	multi	IgVPseudogene	1
VASA published, mouse	060	multi	MtRrna	1
VASA published, mouse	060	multi	MtTrna	1
VASA published, mouse	060	single	ProteinCoding	177588
VASA published, mouse	060	single	lncRNA	5560
VASA published, mouse	060	single	ribozyme	750
VASA published, mouse	060	single	TEC	547
VASA published, mouse	060	single	snoRNA	384
VASA published, mouse	060	single	ProcessedPseudogene	347
VASA published, mouse	060	single	miRNA	208
VASA published, mouse	060	single	TranscribedUnprocessedPseudogene	147
VASA published, mouse	060	single	TranscribedProcessedPseudogene	95
VASA published, mouse	060	single	UnprocessedPseudogene	78
VASA published, mouse	060	single	PolymorphicPseudogene	75
VASA published, mouse	060	single	MiscRna	72
VASA published, mouse	060	single	scaRNA	59
VASA published, mouse	060	single	TranscribedUnitaryPseudogene	35
VASA published, mouse	060	single	snRNA	26
VASA published, mouse	060	single	tRNA	6
VASA published, mouse	060	single	MtRrna	3
VASA published, mouse	060	single	MtTrna	2
VASA published, mouse	060	single	rRNA	2
VASA published, mouse	060	single	pseudogene	1
VASA published, mouse	062	multi	ProteinCoding	18071
VASA published, mouse	062	multi	ProcessedPseudogene	7890
VASA published, mouse	062	multi	UnprocessedPseudogene	2252
VASA published, mouse	062	multi	lncRNA	1781
VASA published, mouse	062	multi	MiscRna	1643
VASA published, mouse	062	multi	TranscribedProcessedPseudogene	1090
VASA published, mouse	062	multi	TranscribedUnprocessedPseudogene	567
VASA published, mouse	062	multi	miRNA	554
VASA published, mouse	062	multi	snoRNA	278
VASA published, mouse	062	multi	snRNA	53
VASA published, mouse	062	multi	TranscribedUnitaryPseudogene	51
VASA published, mouse	062	multi	ribozyme	34
VASA published, mouse	062	multi	TEC	23
VASA published, mouse	062	multi	MtRrna	6
VASA published, mouse	062	multi	UnitaryPseudogene	5
VASA published, mouse	062	multi	pseudogene	4
VASA published, mouse	062	multi	tRNA	1
VASA published, mouse	062	single	ProteinCoding	163917
VASA published, mouse	062	single	lncRNA	5383
VASA published, mouse	062	single	TEC	654
VASA published, mouse	062	single	ribozyme	516
VASA published, mouse	062	single	ProcessedPseudogene	394
VASA published, mouse	062	single	snoRNA	394
VASA published, mouse	062	single	miRNA	283
VASA published, mouse	062	single	TranscribedUnprocessedPseudogene	141
VASA published, mouse	062	single	TranscribedProcessedPseudogene	122
VASA published, mouse	062	single	MiscRna	66
VASA published, mouse	062	single	TranscribedUnitaryPseudogene	49
VASA published, mouse	062	single	UnprocessedPseudogene	47
VASA published, mouse	062	single	UnitaryPseudogene	27
VASA published, mouse	062	single	scaRNA	27
VASA published, mouse	062	single	snRNA	24
VASA published, mouse	062	single	PolymorphicPseudogene	13
VASA published, mouse	062	single	MtRrna	7
VASA published, mouse	062	single	MtTrna	5
VASA published, mouse	062	single	tRNA	2
VASA published, mouse	062	single	rRNA	1
VASA published, mouse	064	multi	ProteinCoding	18178
VASA published, mouse	064	multi	ProcessedPseudogene	7555
VASA published, mouse	064	multi	lncRNA	1925
VASA published, mouse	064	multi	UnprocessedPseudogene	1914
VASA published, mouse	064	multi	MiscRna	1187
VASA published, mouse	064	multi	TranscribedProcessedPseudogene	1046
