genotype	length	reads	pct
XY	81	72766	0.24384849396762673
XY	82	67663	0.2267476657687866
XY	83	66959	0.22438846861966188
XY	84	76688	0.25699163490351756
XY	85	81627	0.27354287740284566
XY	86	89735	0.3007138582055491
XY	87	93597	0.31365593120259405
XY	88	99087	0.3320536476069899
XY	89	105100	0.35220400621165887
XY	90	100567	0.3370133234318544
XY	91	79567	0.26663954483580454
XY	92	82046	0.2749470018424525
XY	93	93164	0.3122048909105898
XY	94	107422	0.3599853354449935
XY	95	104563	0.3504044481589884
XY	96	100320	0.3361855937502723
XY	97	101777	0.3410681935319125
XY	98	100858	0.3379885029352568
XY	99	94330	0.3161123111888276
XY	100	98495	0.3300697772770441
XY	101	83168	0.2787069722988701
XY	102	75348	0.2525011176026268
XY	103	97658	0.32726487953014444
XY	104	112981	0.3786142799790621
XY	105	103102	0.3455084438480918
XY	106	88511	0.2966120722530936
XY	107	83036	0.2782646228334092
XY	108	94946	0.31817660869431175
XY	109	83303	0.27915937516127326
XY	110	88857	0.29777156403377136
XY	111	67353	0.22570881475141635
XY	112	58773	0.19695609949645887
XY	113	63366	0.21234785021510919
XY	114	65605	0.21985103546637375
XY	115	66606	0.22320551891278545
XY	116	61271	0.20532722801707468
XY	117	62441	0.2092480528245689
XY	118	67423	0.2259433940134032
XY	119	72693	0.2436038613086976
XY	120	120127	0.4025614714956037
XY	121	12022	0.040287312680081476
XY	122	58976	0.19763637935622066
XY	123	71228	0.2386944524685446
XY	124	92236	0.3090950401231072
XY	125	118057	0.3956246276054216
XY	126	142564	0.47775082722701173
XY	127	278408	0.9329820453032875
XY	128	424574	1.4228036511256787
XY	129	1449223	4.856538025633482
XY	130	3734156	12.513650837481476
XO	0	3861578	6.9050105742964485
XO	1	1315069	2.3515167506468746
XO	2	645822	1.1548148811478833
XO	3	624657	1.1169690707550894
XO	4	1095158	1.95828688958901
XO	5	1619429	2.895752557457683
XO	6	2472292	4.42078404288312
XO	7	3235383	5.785291356771498
XO	8	2784064	4.978273482891726
XO	9	3191455	5.706742301305651
XO	10	1814668	3.244865629760007
XO	11	1349690	2.4134236630781962
XO	12	1135129	2.029760307364128
XO	13	845353	1.511602615307324
XO	14	779930	1.3946176659414957
XO	15	548317	0.980463086092397
XO	16	525635	0.9399046796983808
XO	17	459646	0.821907647711134
XO	18	418562	0.7484440391981387
XO	19	431130	0.77091728016278
XO	20	310295	0.5548483692809821
XO	21	330679	0.5912976487067658
XO	22	268614	0.48031724605952963
XO	23	250699	0.44828286414661195
XO	24	225437	0.4031110776054941
XO	25	203412	0.3637274738303329
XO	26	196004	0.35048099315989506
XO	27	183763	0.32859247130692126
XO	28	176142	0.3149651185545715
XO	29	165090	0.29520268545931244
XO	30	138554	0.24775281895408308
XO	31	119439	0.21357267883321107
XO	32	117319	0.2097818393324918
XO	33	106386	0.1902321939261882
XO	34	101060	0.18070860374655104
XO	35	94523	0.16901958590872002
XO	36	86794	0.1551991149176544
XO	37	80157	0.14333128389582717
XO	38	81781	0.1462352100039253
XO	39	80122	0.1432686992814285
XO	40	79341	0.14187216831441823
XO	41	98934	0.17690703545479203
XO	42	90317	0.1614987033898402
XO	43	84460	0.15102561520318328
XO	44	82854	0.14815387546820444
XO	45	84512	0.1511185980588613
XO	46	92305	0.1650535094876845
XO	47	96585	0.17270671376272148
XO	48	111577	0.1995143863074305
XO	49	116317	0.20799013122885
XO	50	92508	0.16541650025119675
XO	51	89529	0.16008965549995022
XO	52	89192	0.15948705506988306
XO	53	84539	0.15116687761854028
XO	54	85422	0.15274579803322663
XO	55	89002	0.15914731002029028
XO	56	79937	0.14293789489103553
XO	57	82416	0.14737067372230112
XO	58	87944	0.15725546653361058
XO	59	92064	0.16462256971425368
XO	60	86136	0.15402252416695944
XO	61	82573	0.14765141042117513
XO	62	82278	0.1471239115283864
XO	63	76453	0.13670804356060823
XO	64	77837	0.13918281802711552
XO	65	79430	0.14203131204817485
XO	66	84209	0.15057679411135283
XO	67	99757	0.17837866795908067
XO	68	101913	0.18223388020603856
XO	69	116164	0.2077165470573358
XO	70	98805	0.17667636644743692
XO	71	98936	0.17691061171847194
XO	72	104246	0.18640559178866972
XO	73	105612	0.18884817988205768
XO	74	110166	0.19699133228124424
XO	75	105985	0.18951515305836347
XO	76	107177	0.19164660621159807
XO	77	104863	0.1875088691339262
XO	78	101059	0.18070681561471108
XO	79	115470	0.20647558356040224
XO	80	137417	0.24571971305204637
XO	81	133920	0.23946661600769956
XO	82	126186	0.22563720435743412
XO	83	125293	0.22404040262434813
XO	84	133840	0.2393235654605026
XO	85	142269	0.2543957287395416
XO	86	153798	0.2750111007224625
XO	87	159085	0.28446495376034114
XO	88	166496	0.29771679882629887
XO	89	169829	0.3036766422488919
XO	90	163764	0.29283162263952295
XO	91	139395	0.24925663783149105
XO	92	143062	0.2558137172886314
XO	93	156992	0.28072239381930086
XO	94	180140	0.32211406965073924
XO	95	174408	0.31186449794407756
XO	96	175372	0.3135882570378008
XO	97	180081	0.32200856987218146
XO	98	174719	0.3124206069463057
XO	99	163916	0.29310341867919715
XO	100	166034	0.29689068191623647
XO	101	150389	0.2689153592800323
XO	102	143408	0.2564324109052582
XO	103	176718	0.31599508249438957
XO	104	199504	0.35673945459976175
XO	105	199566	0.3568503187738394
XO	106	188361	0.33681430150706615
XO	107	180709	0.32313151666767753
XO	108	202165	0.3614976734259004
XO	109	162018	0.2897095444469494
XO	110	174458	0.31195390453607563
XO	111	132569	0.237050849891911
XO	112	116840	0.20892532418115006
XO	113	124296	0.2222576351799061
XO	114	130927	0.23411473741069355
XO	115	129519	0.23159704778002715
XO	116	120932	0.21624235967027422
XO	117	123834	0.2214315182698437
XO	118	130019	0.23249111370000813
XO	119	141200	0.2524842158026223
XO	120	232723	0.41613940619145656
XO	121	25519	0.04563133642398809
XO	122	116621	0.2085337233081984
XO	123	145052	0.25937209965015556
XO	124	190974	0.34148669000488663
XO	125	245922	0.43974095834711385
XO	126	304911	0.5452210674546272
XO	127	584722	1.0455600257262103
XO	128	880862	1.5750973888125317
XO	129	2958175	5.289606905679336
XO	130	7827298	13.99624077467021
EpiLCs	0	5140441	5.40864015903489
EpiLCs	1	1891480	1.990166736280275
EpiLCs	2	851774	0.8962147533298767
EpiLCs	3	897855	0.9446999994728607
EpiLCs	4	1642679	1.7283847062544389
EpiLCs	5	2635957	2.7734863385630013
EpiLCs	6	4112125	4.3266724419113745
EpiLCs	7	5165996	5.435528474505126
EpiLCs	8	4666013	4.909459187330205
EpiLCs	9	5233379	5.506427138615122
EpiLCs	10	3040396	3.19902667980608
EpiLCs	11	2346810	2.4692532822815534
EpiLCs	12	1954401	2.056370598448255
EpiLCs	13	1523835	1.6033400980077257
EpiLCs	14	1324486	1.3935901938529176
EpiLCs	15	946574	0.9959608815466012
EpiLCs	16	879373	0.9252537131679924
EpiLCs	17	772781	0.8131003450363775
EpiLCs	18	717418	0.75484881659268
EpiLCs	19	722519	0.7602159579432445
EpiLCs	20	515704	0.5426105201041952
EpiLCs	21	542533	0.5708393056941371
EpiLCs	22	429205	0.4515984911525237
EpiLCs	23	397985	0.4187496079992944
EpiLCs	24	362885	0.3818182883747476
EpiLCs	25	319705	0.3363854000161172
EpiLCs	26	300573	0.31625520038486854
EpiLCs	27	288678	0.3037395865121055
EpiLCs	28	276723	0.29116084217844573
EpiLCs	29	257759	0.27120740783770775
EpiLCs	30	231425	0.2434994485501632
EpiLCs	31	199501	0.2099098346557464
EpiLCs	32	198807	0.20917962565804168
EpiLCs	33	181629	0.1911053747033276
EpiLCs	34	173317	0.18235970152044348
EpiLCs	35	160289	0.16865197411108182
EpiLCs	36	145386	0.15297141979869947
EpiLCs	37	137031	0.14418050311883943
EpiLCs	38	137248	0.14440882495241567
EpiLCs	39	134948	0.141988823951377
EpiLCs	40	131242	0.1380894658166599
EpiLCs	41	154166	0.16220951057657754
EpiLCs	42	150434	0.15828279590880523
EpiLCs	43	141836	0.1492362008623137
EpiLCs	44	138313	0.14552939063333142
EpiLCs	45	141278	0.14864908757597475
EpiLCs	46	148396	0.1561384645870153
EpiLCs	47	154067	0.16210534531609805
EpiLCs	48	176531	0.18574138987580796
EpiLCs	49	191402	0.20138827460904543
EpiLCs	50	149376	0.15716959544832743
EpiLCs	51	146999	0.1546685770224714
EpiLCs	52	144584	0.15212757597138077
EpiLCs	53	139768	0.14706030431007544
EpiLCs	54	141566	0.14895211378827872
EpiLCs	55	148169	0.15589962100995627
EpiLCs	56	135160	0.14221188491321188
EpiLCs	57	137998	0.14519795571362396
EpiLCs	58	147361	0.1550494641365479
EpiLCs	59	151447	0.15934864852361053
EpiLCs	60	144619	0.1521644020735705
EpiLCs	61	136553	0.1436775637803627
EpiLCs	62	139245	0.1465100171259262
EpiLCs	63	128490	0.13519388201019972
EpiLCs	64	130015	0.13679844789132317
EpiLCs	65	133820	0.14080197128651978
EpiLCs	66	142468	0.1499011750504252
EpiLCs	67	171781	0.18074356172148898
EpiLCs	68	175255	0.18439881540740563
EpiLCs	69	181056	0.1905024788017645
EpiLCs	70	165177	0.17379500232546313
EpiLCs	71	164643	0.17323314122348285
EpiLCs	72	174113	0.18319723230167254
EpiLCs	73	176360	0.1855614680622525
EpiLCs	74	183855	0.19344751480259373
EpiLCs	75	169528	0.17837301291481933
EpiLCs	76	179474	0.1888379389827892
EpiLCs	77	179452	0.1888147911471271
EpiLCs	78	167307	0.1760361336872946
EpiLCs	79	200787	0.21126293086763148
EpiLCs	80	226002	0.23779350705945332
EpiLCs	81	225457	0.23722007203964196
EpiLCs	82	223466	0.23512519291222111
EpiLCs	83	208773	0.21966559521297707
EpiLCs	84	214439	0.22562721507031844
EpiLCs	85	224020	0.23570809750116695
EpiLCs	86	240912	0.2534814265922736
EpiLCs	87	254839	0.2681350587407369
EpiLCs	88	261718	0.2753729660825391
EpiLCs	89	262790	0.2765008969838928
EpiLCs	90	250914	0.264005274423747
EpiLCs	91	215937	0.22720337224403842
EpiLCs	92	226621	0.2384448029810372
EpiLCs	93	242249	0.25488818369592087
EpiLCs	94	268275	0.2822720732841959
EpiLCs	95	272454	0.2866691098856483
EpiLCs	96	275039	0.28938898057594614
EpiLCs	97	283827	0.29863548874861046
EpiLCs	98	272538	0.28675749253090366
EpiLCs	99	251686	0.2648175530206174
EpiLCs	100	254082	0.2673385627590907
EpiLCs	101	225057	0.2367992023003309
EpiLCs	102	225017	0.2367571153263998
EpiLCs	103	279615	0.2942037303936648
EpiLCs	104	296901	0.3123916161779929
EpiLCs	105	283377	0.2981620102918855
EpiLCs	106	273208	0.2874624493442497
EpiLCs	107	289875	0.3049990392069939
EpiLCs	108	336834	0.35440809442776566
EpiLCs	109	277797	0.292290877428496
EpiLCs	110	295778	0.31121002438487705
EpiLCs	111	237024	0.24939057272616996
EpiLCs	112	202824	0.21340621001507312
EpiLCs	113	221434	0.23298717463652086
EpiLCs	114	231901	0.24400028353994338
EpiLCs	115	236801	0.24915593784650403
EpiLCs	116	222344	0.23394465329345354
EpiLCs	117	230833	0.24287656133598282
EpiLCs	118	248284	0.2612380558877767
EpiLCs	119	266769	0.2806874987156897
EpiLCs	120	447601	0.47095429046343995
EpiLCs	121	40859	0.042990791696277925
EpiLCs	122	221767	0.23333754869449733
EpiLCs	123	267381	0.28133142941683564
EpiLCs	124	352465	0.37085463166569416
EpiLCs	125	461485	0.48556267911492734
EpiLCs	126	523265	0.55056601035152275
EpiLCs	127	1189485	1.2515456046610818
EpiLCs	128	1799459	1.8933446005774144
EpiLCs	129	5981218	6.293284151056757
EpiLCs	130	15646873	16.4632384013587
Blank control	0	1166025	25.955479516089827
Blank control	1	542418	12.07411443850553
Blank control	2	209069	4.65383344863908
Blank control	3	118832	2.6451761684835113
Blank control	4	117344	2.6120535909058935
Blank control	5	125465	2.792825400386964
Blank control	6	147440	3.2819844341693223
Blank control	7	166581	3.7080592039362443
Blank control	8	168949	3.7607704026619158
Blank control	9	173292	3.857444699986911
Blank control	10	66247	1.4746447559035207
Blank control	11	48684	1.0836959454225399
Blank control	12	41121	0.9153451025330759
Blank control	13	33656	0.7491757197260086
Blank control	14	30888	0.6875606022966768
Blank control	15	26965	0.6002354196105247
Blank control	16	26884	0.5984323760730335
Blank control	17	27622	0.6148601060812874
Blank control	18	25906	0.5766622948425831
Blank control	19	32439	0.7220855470701211
Blank control	20	28683	0.6384777504427473
Blank control	21	26510	0.5901072120851107
Blank control	22	24062	0.5356152296187074
Blank control	23	25506	0.5677583761389225
Blank control	24	25960	0.5778643238675774
Blank control	25	25999	0.5787324559411843
Blank control	26	27330	0.6083602454276151
Blank control	27	27836	0.6196237025877459
Blank control	28	25906	0.5766622948425831
Blank control	29	25604	0.5699398362213194
Blank control	30	17593	0.39161660438375534
Blank control	31	14166	0.31533228089014254
Blank control	32	12838	0.2857712707939891
Blank control	33	10938	0.24347765695160098
Blank control	34	9665	0.21514093567720088
Blank control	35	7945	0.17685408525146
Blank control	36	6157	0.13705356864609683
Blank control	37	5515	0.12276277912672146
Blank control	38	5462	0.12158300989848642
Blank control	39	5151	0.11466021310639025
Blank control	40	4688	0.10435392720690304
Blank control	41	4650	0.10350805493005527
Blank control	42	4226	0.09406990110417496
Blank control	43	4643	0.10335223635274121
Blank control	44	5014	0.11161062095038647
Blank control	45	5053	0.11247875302399339
Blank control	46	5977	0.13304680522944953
Blank control	47	6875	0.15303610271916773
Blank control	48	8334	0.18551314619077003
Blank control	49	11034	0.24561459744047953
Blank control	50	7220	0.16071573260107505
Blank control	51	5950	0.13244579071695245
Blank control	52	5233	0.11648551644064069
Blank control	53	5116	0.11388112021981994
Blank control	54	5361	0.1193347704258121
Blank control	55	6285	0.13990282263126824
Blank control	56	4575	0.1018385701731189
Blank control	57	6271	0.13959118547664012
Blank control	58	5861	0.13046466880538793
Blank control	59	5028	0.1119222581050146
Blank control	60	3571	0.07948973422693062
Blank control	61	3376	0.07514907385889603
Blank control	62	3415	0.07601720593250295
Blank control	63	3682	0.08196057166719645
Blank control	64	4067	0.09053059341946984
Blank control	65	4078	0.09077545118382051
Blank control	66	4908	0.1092510824939164
Blank control	67	7142	0.15897946845386124
Blank control	68	10106	0.22495750604798678
Blank control	69	16088	0.35811561026123206
Blank control	70	7434	0.16547932910753352
Blank control	71	6649	0.14800538865159946
Blank control	72	7009	0.15601891548489405
Blank control	73	7096	0.15795551780294026
Blank control	74	8627	0.19203526664120146
Blank control	75	9604	0.21378308807489263
Blank control	76	9667	0.2151854552707192
Blank control	77	9089	0.20231929274392954
Blank control	78	10197	0.2269831475530696
Blank control	79	10875	0.24207528975577441
Blank control	80	9557	0.21273687762721252
Blank control	81	8388	0.18671517521576422
Blank control	82	8488	0.18894115489167937
Blank control	83	8301	0.184778572897718
Blank control	84	9668	0.21520771506747835
Blank control	85	11385	0.25342778610294175
Blank control	86	13498	0.30046273665502926
Blank control	87	15898	0.35388624887699327
Blank control	88	20288	0.4516067566496691
Blank control	89	24897	0.5542021599125991
Blank control	90	23420	0.5213244400993321
Blank control	91	11894	0.26475802265334997
Blank control	92	10273	0.22867489210676512
Blank control	93	10248	0.22811839718778631
Blank control	94	10201	0.22707218674010618
Blank control	95	9403	0.20930886892630315
Blank control	96	11424	0.2542959181765487
Blank control	97	10333	0.23001047991231421
Blank control	98	10770	0.2397380110960635
Blank control	99	12044	0.2680969921672227
Blank control	100	10991	0.24465742617983602
Blank control	101	7090	0.15782195902238536
Blank control	102	5647	0.1257010722989295
Blank control	103	4249	0.09458187642963545
Blank control	104	4226	0.09406990110417496
Blank control	105	3831	0.08527728138431005
Blank control	106	5112	0.11379208103278333
Blank control	107	6808	0.15154469633630457
Blank control	108	9377	0.2087301142105652
Blank control	109	11937	0.2657151939139935
Blank control	110	9104	0.20265318969531682
Blank control	111	2497	0.055582712507601724
Blank control	112	2143	0.04770274445486203
Blank control	113	2312	0.051464650107158665
Blank control	114	2168	0.04825923937384082
Blank control	115	2701	0.06012371104646866
Blank control	116	2251	0.05010680250485041
Blank control	117	2535	0.05642858478444948
Blank control	118	1853	0.041247403394708046
Blank control	119	2132	0.04745788669051136
Blank control	120	3518	0.07830996499869558
Blank control	121	441	0.009816570370785887
Blank control	122	1820	0.04051283010165604
Blank control	123	2364	0.05262215953863455
Blank control	124	2866	0.06379657751172868
Blank control	125	3751	0.08349649764357792
Blank control	126	4493	0.10001326683886845
Blank control	127	8036	0.17887972675654282
Blank control	128	13187	0.2935399398629331
Blank control	129	47062	1.047590555079196
Blank control	130	136797	3.045073417261671
