dataset	cell	class	biotype	reads
published, mouse wells	132	multi	ProcessedPseudogene	12350
published, mouse wells	132	multi	UnprocessedPseudogene	2834
published, mouse wells	132	multi	lncRNA	2195
published, mouse wells	132	multi	TranscribedProcessedPseudogene	1693
published, mouse wells	132	multi	MiscRna	686
published, mouse wells	132	multi	TranscribedUnprocessedPseudogene	425
published, mouse wells	132	multi	miRNA	393
published, mouse wells	132	multi	snoRNA	162
published, mouse wells	132	multi	TranscribedUnitaryPseudogene	57
published, mouse wells	132	multi	snRNA	39
published, mouse wells	132	multi	TEC	36
published, mouse wells	132	multi	pseudogene	25
published, mouse wells	132	multi	PolymorphicPseudogene	17
published, mouse wells	132	multi	tRNA	7
published, mouse wells	132	multi	MtTrna	5
published, mouse wells	132	multi	ribozyme	5
published, mouse wells	132	multi	MtRrna	1
published, mouse wells	132	multi	TrCGene	1
published, mouse wells	132	single	ProteinCoding	143453
published, mouse wells	132	single	lncRNA	3796
published, mouse wells	132	single	ProcessedPseudogene	534
published, mouse wells	132	single	TEC	411
published, mouse wells	132	single	miRNA	359
published, mouse wells	132	single	ribozyme	213
published, mouse wells	132	single	snoRNA	189
published, mouse wells	132	single	TranscribedUnprocessedPseudogene	121
published, mouse wells	132	single	TranscribedProcessedPseudogene	105
published, mouse wells	132	single	TranscribedUnitaryPseudogene	95
published, mouse wells	132	single	UnprocessedPseudogene	53
published, mouse wells	132	single	MiscRna	25
published, mouse wells	132	single	snRNA	24
published, mouse wells	132	single	PolymorphicPseudogene	23
published, mouse wells	132	single	scaRNA	22
published, mouse wells	132	single	MtRrna	17
published, mouse wells	132	single	tRNA	14
published, mouse wells	132	single	MtTrna	9
published, mouse wells	132	single	pseudogene	5
published, mouse wells	132	single	rRNA	3
published, mouse wells	134	multi	ProteinCoding	7591
published, mouse wells	134	multi	ProcessedPseudogene	2200
published, mouse wells	134	multi	lncRNA	879
published, mouse wells	134	multi	UnprocessedPseudogene	514
published, mouse wells	134	multi	TranscribedProcessedPseudogene	287
published, mouse wells	134	multi	MiscRna	220
published, mouse wells	134	multi	TranscribedUnprocessedPseudogene	140
published, mouse wells	134	multi	miRNA	108
published, mouse wells	134	multi	snoRNA	42
published, mouse wells	134	multi	TranscribedUnitaryPseudogene	16
published, mouse wells	134	multi	snRNA	13
published, mouse wells	134	multi	TEC	10
published, mouse wells	134	multi	ribozyme	9
published, mouse wells	134	multi	UnitaryPseudogene	2
published, mouse wells	134	multi	rRNA	1
published, mouse wells	134	single	ProteinCoding	35285
published, mouse wells	134	single	lncRNA	2148
published, mouse wells	134	single	ProcessedPseudogene	171
published, mouse wells	134	single	TEC	134
published, mouse wells	134	single	ribozyme	67
published, mouse wells	134	single	TranscribedProcessedPseudogene	59
published, mouse wells	134	single	miRNA	59
published, mouse wells	134	single	UnprocessedPseudogene	51
published, mouse wells	134	single	snoRNA	41
published, mouse wells	134	single	TranscribedUnprocessedPseudogene	31
published, mouse wells	134	single	PolymorphicPseudogene	24
published, mouse wells	134	single	TranscribedUnitaryPseudogene	15
published, mouse wells	134	single	MiscRna	11
published, mouse wells	134	single	MtRrna	3
published, mouse wells	134	single	tRNA	3
published, mouse wells	134	single	UnitaryPseudogene	2
published, mouse wells	134	single	MtTrna	1
published, mouse wells	134	single	pseudogene	1
published, mouse wells	134	single	scaRNA	1
published, mouse wells	136	multi	ProteinCoding	14056
published, mouse wells	136	multi	ProcessedPseudogene	6594
published, mouse wells	136	multi	UnprocessedPseudogene	1470
published, mouse wells	136	multi	lncRNA	1326
published, mouse wells	136	multi	MiscRna	964
published, mouse wells	136	multi	TranscribedProcessedPseudogene	894
published, mouse wells	136	multi	miRNA	429
published, mouse wells	136	multi	TranscribedUnprocessedPseudogene	261
published, mouse wells	136	multi	snoRNA	144
published, mouse wells	136	multi	TranscribedUnitaryPseudogene	34
published, mouse wells	136	multi	snRNA	33
published, mouse wells	136	multi	TEC	32
published, mouse wells	136	multi	pseudogene	25
published, mouse wells	136	multi	ribozyme	11
published, mouse wells	136	multi	tRNA	3
published, mouse wells	136	single	ProteinCoding	111316
published, mouse wells	136	single	lncRNA	3210
published, mouse wells	136	single	ProcessedPseudogene	339
published, mouse wells	136	single	TEC	289
published, mouse wells	136	single	ribozyme	215
published, mouse wells	136	single	snoRNA	153
published, mouse wells	136	single	miRNA	135
published, mouse wells	136	single	TranscribedUnprocessedPseudogene	95
published, mouse wells	136	single	TranscribedProcessedPseudogene	70
published, mouse wells	136	single	TranscribedUnitaryPseudogene	40
published, mouse wells	136	single	UnprocessedPseudogene	39
published, mouse wells	136	single	snRNA	22
published, mouse wells	136	single	MiscRna	19
published, mouse wells	136	single	PolymorphicPseudogene	18
published, mouse wells	136	single	scaRNA	17
published, mouse wells	136	single	MtRrna	11
published, mouse wells	136	single	MtTrna	7
published, mouse wells	136	single	tRNA	5
published, mouse wells	136	single	pseudogene	3
published, mouse wells	136	single	rRNA	2
published, mouse wells	136	single	UnitaryPseudogene	1
published, mouse wells	138	multi	ProteinCoding	12086
published, mouse wells	138	multi	ProcessedPseudogene	5879
published, mouse wells	138	multi	UnprocessedPseudogene	1795
published, mouse wells	138	multi	MiscRna	1127
published, mouse wells	138	multi	lncRNA	1080
published, mouse wells	138	multi	TranscribedProcessedPseudogene	723
published, mouse wells	138	multi	miRNA	411
published, mouse wells	138	multi	TranscribedUnprocessedPseudogene	222
published, mouse wells	138	multi	snoRNA	176
published, mouse wells	138	multi	TEC	31
published, mouse wells	138	multi	snRNA	23
published, mouse wells	138	multi	TranscribedUnitaryPseudogene	20
published, mouse wells	138	multi	pseudogene	6
published, mouse wells	138	multi	ribozyme	6
published, mouse wells	138	multi	UnitaryPseudogene	4
published, mouse wells	138	multi	MtTrna	3
published, mouse wells	138	multi	MtRrna	2
published, mouse wells	138	multi	tRNA	2
published, mouse wells	138	multi	PolymorphicPseudogene	1
published, mouse wells	138	single	ProteinCoding	81607
published, mouse wells	138	single	lncRNA	2917
published, mouse wells	138	single	ribozyme	362
published, mouse wells	138	single	snoRNA	273
published, mouse wells	138	single	ProcessedPseudogene	254
published, mouse wells	138	single	TEC	229
published, mouse wells	138	single	miRNA	155
published, mouse wells	138	single	TranscribedUnitaryPseudogene	91
published, mouse wells	138	single	PolymorphicPseudogene	71
published, mouse wells	138	single	TranscribedProcessedPseudogene	71
published, mouse wells	138	single	UnprocessedPseudogene	63
published, mouse wells	138	single	TranscribedUnprocessedPseudogene	37
published, mouse wells	138	single	scaRNA	32
published, mouse wells	138	single	MiscRna	27
published, mouse wells	138	single	snRNA	7
published, mouse wells	138	single	MtRrna	6
published, mouse wells	138	single	MtTrna	6
published, mouse wells	138	single	UnitaryPseudogene	6
published, mouse wells	138	single	rRNA	5
published, mouse wells	138	single	pseudogene	2
published, mouse wells	140	multi	ProteinCoding	22267
published, mouse wells	140	multi	ProcessedPseudogene	10518
published, mouse wells	140	multi	UnprocessedPseudogene	2535
published, mouse wells	140	multi	lncRNA	2227
published, mouse wells	140	multi	TranscribedProcessedPseudogene	1520
published, mouse wells	140	multi	MiscRna	1371
published, mouse wells	140	multi	TranscribedUnprocessedPseudogene	777
published, mouse wells	140	multi	miRNA	460
published, mouse wells	140	multi	snoRNA	194
published, mouse wells	140	multi	TEC	189
published, mouse wells	140	multi	TranscribedUnitaryPseudogene	53
published, mouse wells	140	multi	snRNA	40
published, mouse wells	140	multi	ribozyme	32
published, mouse wells	140	multi	pseudogene	13
published, mouse wells	140	multi	UnitaryPseudogene	8
published, mouse wells	140	multi	tRNA	2
published, mouse wells	140	multi	PolymorphicPseudogene	1
published, mouse wells	140	single	ProteinCoding	174312
published, mouse wells	140	single	lncRNA	4896
published, mouse wells	140	single	TEC	554
published, mouse wells	140	single	ProcessedPseudogene	529
published, mouse wells	140	single	ribozyme	405
published, mouse wells	140	single	snoRNA	294
published, mouse wells	140	single	miRNA	242
published, mouse wells	140	single	TranscribedProcessedPseudogene	230
published, mouse wells	140	single	TranscribedUnprocessedPseudogene	137
published, mouse wells	140	single	UnprocessedPseudogene	97
published, mouse wells	140	single	TranscribedUnitaryPseudogene	88
published, mouse wells	140	single	PolymorphicPseudogene	43
published, mouse wells	140	single	scaRNA	41
published, mouse wells	140	single	MiscRna	28
published, mouse wells	140	single	MtTrna	15
published, mouse wells	140	single	snRNA	15
published, mouse wells	140	single	UnitaryPseudogene	12
published, mouse wells	140	single	tRNA	7
published, mouse wells	140	single	MtRrna	4
published, mouse wells	140	single	pseudogene	2
published, mouse wells	140	single	rRNA	2
published, mouse wells	142	multi	ProteinCoding	29482
published, mouse wells	142	multi	ProcessedPseudogene	12293
published, mouse wells	142	multi	UnprocessedPseudogene	3213
published, mouse wells	142	multi	MiscRna	2974
published, mouse wells	142	multi	lncRNA	2865
published, mouse wells	142	multi	TranscribedProcessedPseudogene	1833
published, mouse wells	142	multi	miRNA	937
published, mouse wells	142	multi	TranscribedUnprocessedPseudogene	689
published, mouse wells	142	multi	snoRNA	365
published, mouse wells	142	multi	snRNA	76
published, mouse wells	142	multi	TEC	69
published, mouse wells	142	multi	ribozyme	65
published, mouse wells	142	multi	TranscribedUnitaryPseudogene	34
published, mouse wells	142	multi	pseudogene	32
published, mouse wells	142	multi	UnitaryPseudogene	7
published, mouse wells	142	multi	TrVPseudogene	6
published, mouse wells	142	multi	tRNA	3
published, mouse wells	142	multi	MtTrna	2
published, mouse wells	142	multi	MtRrna	1
published, mouse wells	142	multi	PolymorphicPseudogene	1
published, mouse wells	142	multi	TrVGene	1
published, mouse wells	142	single	ProteinCoding	230007
published, mouse wells	142	single	lncRNA	7074
published, mouse wells	142	single	ribozyme	702
published, mouse wells	142	single	ProcessedPseudogene	638
published, mouse wells	142	single	TEC	629
published, mouse wells	142	single	snoRNA	532
published, mouse wells	142	single	miRNA	280
published, mouse wells	142	single	TranscribedProcessedPseudogene	175
published, mouse wells	142	single	TranscribedUnprocessedPseudogene	170
published, mouse wells	142	single	UnprocessedPseudogene	167
published, mouse wells	142	single	TranscribedUnitaryPseudogene	120
published, mouse wells	142	single	MiscRna	63
published, mouse wells	142	single	snRNA	39
published, mouse wells	142	single	scaRNA	37
published, mouse wells	142	single	PolymorphicPseudogene	25
published, mouse wells	142	single	MtRrna	19
published, mouse wells	142	single	MtTrna	11
published, mouse wells	142	single	rRNA	11
published, mouse wells	142	single	pseudogene	9
published, mouse wells	142	single	tRNA	6
published, mouse wells	142	single	UnitaryPseudogene	1
published, mouse wells	146	multi	ProteinCoding	7817
published, mouse wells	146	multi	ProcessedPseudogene	4469
published, mouse wells	146	multi	lncRNA	769
published, mouse wells	146	multi	TranscribedProcessedPseudogene	594
published, mouse wells	146	multi	UnprocessedPseudogene	398
published, mouse wells	146	multi	MiscRna	197
published, mouse wells	146	multi	miRNA	164
published, mouse wells	146	multi	TranscribedUnprocessedPseudogene	110
published, mouse wells	146	multi	snoRNA	29
published, mouse wells	146	multi	TEC	16
published, mouse wells	146	multi	pseudogene	14
published, mouse wells	146	multi	ribozyme	14
published, mouse wells	146	multi	snRNA	9
published, mouse wells	146	multi	TranscribedUnitaryPseudogene	5
published, mouse wells	146	multi	rRNA	2
published, mouse wells	146	multi	MtTrna	1
published, mouse wells	146	multi	tRNA	1
published, mouse wells	146	single	ProteinCoding	49654
published, mouse wells	146	single	lncRNA	1940
published, mouse wells	146	single	ProcessedPseudogene	200
published, mouse wells	146	single	miRNA	123
published, mouse wells	146	single	TEC	85
published, mouse wells	146	single	snoRNA	74
published, mouse wells	146	single	ribozyme	48
published, mouse wells	146	single	TranscribedProcessedPseudogene	45
published, mouse wells	146	single	TranscribedUnprocessedPseudogene	28
published, mouse wells	146	single	MiscRna	25
published, mouse wells	146	single	UnprocessedPseudogene	22
published, mouse wells	146	single	TranscribedUnitaryPseudogene	13
published, mouse wells	146	single	scaRNA	9
published, mouse wells	146	single	snRNA	7
published, mouse wells	146	single	PolymorphicPseudogene	5
published, mouse wells	146	single	UnitaryPseudogene	5
published, mouse wells	146	single	tRNA	3
published, mouse wells	146	single	MtRrna	2
published, mouse wells	146	single	rRNA	2
published, mouse wells	146	single	MtTrna	1
published, mouse wells	146	single	pseudogene	1
published, mouse wells	148	multi	ProteinCoding	21427
published, mouse wells	148	multi	ProcessedPseudogene	10436
published, mouse wells	148	multi	lncRNA	2237
published, mouse wells	148	multi	UnprocessedPseudogene	1595
published, mouse wells	148	multi	TranscribedProcessedPseudogene	1398
published, mouse wells	148	multi	MiscRna	1315
published, mouse wells	148	multi	TranscribedUnprocessedPseudogene	582
published, mouse wells	148	multi	miRNA	518
published, mouse wells	148	multi	snoRNA	177
published, mouse wells	148	multi	TEC	115
published, mouse wells	148	multi	snRNA	57
published, mouse wells	148	multi	TranscribedUnitaryPseudogene	56
published, mouse wells	148	multi	ribozyme	17
published, mouse wells	148	multi	pseudogene	7
published, mouse wells	148	multi	MtRrna	2
published, mouse wells	148	multi	TrCGene	2
published, mouse wells	148	multi	UnitaryPseudogene	2
published, mouse wells	148	multi	rRNA	2
published, mouse wells	148	multi	PolymorphicPseudogene	1
published, mouse wells	148	multi	tRNA	1
published, mouse wells	148	single	ProteinCoding	165829
published, mouse wells	148	single	lncRNA	5123
published, mouse wells	148	single	ProcessedPseudogene	471
published, mouse wells	148	single	TEC	415
published, mouse wells	148	single	ribozyme	329
published, mouse wells	148	single	snoRNA	293
published, mouse wells	148	single	miRNA	279
published, mouse wells	148	single	TranscribedUnprocessedPseudogene	145
published, mouse wells	148	single	TranscribedUnitaryPseudogene	94
published, mouse wells	148	single	TranscribedProcessedPseudogene	80
published, mouse wells	148	single	UnprocessedPseudogene	45
published, mouse wells	148	single	scaRNA	35
published, mouse wells	148	single	PolymorphicPseudogene	28
published, mouse wells	148	single	MiscRna	20
published, mouse wells	148	single	MtTrna	11
published, mouse wells	148	single	tRNA	11
published, mouse wells	148	single	snRNA	10
published, mouse wells	148	single	MtRrna	6
published, mouse wells	148	single	rRNA	5
published, mouse wells	148	single	pseudogene	1
published, mouse wells	150	multi	ProteinCoding	12357
published, mouse wells	150	multi	ProcessedPseudogene	4754
published, mouse wells	150	multi	MiscRna	2365
published, mouse wells	150	multi	lncRNA	1082
published, mouse wells	150	multi	UnprocessedPseudogene	1014
published, mouse wells	150	multi	TranscribedProcessedPseudogene	625
published, mouse wells	150	multi	miRNA	461
published, mouse wells	150	multi	TranscribedUnprocessedPseudogene	420
published, mouse wells	150	multi	snoRNA	333
published, mouse wells	150	multi	snRNA	72
published, mouse wells	150	multi	ribozyme	59
published, mouse wells	150	multi	TEC	24
published, mouse wells	150	multi	pseudogene	15
published, mouse wells	150	multi	PolymorphicPseudogene	13
published, mouse wells	150	multi	TranscribedUnitaryPseudogene	8
published, mouse wells	150	multi	UnitaryPseudogene	4
published, mouse wells	150	multi	MtTrna	2
published, mouse wells	150	single	ProteinCoding	118105
published, mouse wells	150	single	lncRNA	4971
published, mouse wells	150	single	ribozyme	955
published, mouse wells	150	single	snoRNA	480
published, mouse wells	150	single	TEC	294
published, mouse wells	150	single	ProcessedPseudogene	232
published, mouse wells	150	single	miRNA	202
published, mouse wells	150	single	TranscribedUnprocessedPseudogene	102
published, mouse wells	150	single	TranscribedProcessedPseudogene	63
published, mouse wells	150	single	scaRNA	63
published, mouse wells	150	single	TranscribedUnitaryPseudogene	56
published, mouse wells	150	single	MiscRna	55
published, mouse wells	150	single	PolymorphicPseudogene	39
published, mouse wells	150	single	UnprocessedPseudogene	32
published, mouse wells	150	single	snRNA	24
published, mouse wells	150	single	UnitaryPseudogene	8
published, mouse wells	150	single	MtRrna	2
published, mouse wells	150	single	MtTrna	2
published, mouse wells	150	single	pseudogene	1
published, mouse wells	150	single	tRNA	1
published, mouse wells	154	multi	ProteinCoding	33380
published, mouse wells	154	multi	ProcessedPseudogene	15356
published, mouse wells	154	multi	UnprocessedPseudogene	3509
published, mouse wells	154	multi	lncRNA	3393
published, mouse wells	154	multi	MiscRna	3053
published, mouse wells	154	multi	TranscribedProcessedPseudogene	2100
published, mouse wells	154	multi	TranscribedUnprocessedPseudogene	1352
published, mouse wells	154	multi	miRNA	984
published, mouse wells	154	multi	snoRNA	470
published, mouse wells	154	multi	snRNA	170
published, mouse wells	154	multi	TEC	110
published, mouse wells	154	multi	ribozyme	82
published, mouse wells	154	multi	TranscribedUnitaryPseudogene	39
published, mouse wells	154	multi	pseudogene	28
published, mouse wells	154	multi	MtTrna	8
published, mouse wells	154	multi	UnitaryPseudogene	3
published, mouse wells	154	multi	tRNA	3
published, mouse wells	154	multi	PolymorphicPseudogene	2
published, mouse wells	154	multi	IgCGene	1
published, mouse wells	154	single	ProteinCoding	276572
published, mouse wells	154	single	lncRNA	8041
published, mouse wells	154	single	TEC	838
published, mouse wells	154	single	ProcessedPseudogene	798
published, mouse wells	154	single	ribozyme	677
published, mouse wells	154	single	snoRNA	572
published, mouse wells	154	single	miRNA	374
published, mouse wells	154	single	TranscribedUnprocessedPseudogene	258
published, mouse wells	154	single	TranscribedProcessedPseudogene	161
published, mouse wells	154	single	UnprocessedPseudogene	103
published, mouse wells	154	single	TranscribedUnitaryPseudogene	100
published, mouse wells	154	single	MiscRna	63
published, mouse wells	154	single	snRNA	42
published, mouse wells	154	single	scaRNA	39
published, mouse wells	154	single	UnitaryPseudogene	30
published, mouse wells	154	single	PolymorphicPseudogene	15
published, mouse wells	154	single	tRNA	15
published, mouse wells	154	single	MtTrna	14
published, mouse wells	154	single	MtRrna	6
published, mouse wells	154	single	rRNA	5
published, mouse wells	156	multi	ProteinCoding	19766
published, mouse wells	156	multi	ProcessedPseudogene	8662
published, mouse wells	156	multi	UnprocessedPseudogene	2412
published, mouse wells	156	multi	lncRNA	1973
published, mouse wells	156	multi	MiscRna	1591
published, mouse wells	156	multi	TranscribedProcessedPseudogene	1215
published, mouse wells	156	multi	TranscribedUnprocessedPseudogene	643
published, mouse wells	156	multi	miRNA	559
published, mouse wells	156	multi	snoRNA	280
published, mouse wells	156	multi	TEC	157
published, mouse wells	156	multi	snRNA	76
published, mouse wells	156	multi	TranscribedUnitaryPseudogene	27
published, mouse wells	156	multi	ribozyme	25
published, mouse wells	156	multi	pseudogene	6
published, mouse wells	156	multi	UnitaryPseudogene	5
published, mouse wells	156	multi	MtRrna	4
published, mouse wells	156	multi	tRNA	4
published, mouse wells	156	multi	IgCGene	2
published, mouse wells	156	multi	MtTrna	1
published, mouse wells	156	multi	PolymorphicPseudogene	1
published, mouse wells	156	multi	rRNA	1
published, mouse wells	156	single	ProteinCoding	136688
published, mouse wells	156	single	lncRNA	4485
published, mouse wells	156	single	ribozyme	469
published, mouse wells	156	single	ProcessedPseudogene	420
published, mouse wells	156	single	TEC	391
published, mouse wells	156	single	snoRNA	257
published, mouse wells	156	single	miRNA	221
published, mouse wells	156	single	TranscribedUnprocessedPseudogene	170
published, mouse wells	156	single	TranscribedUnitaryPseudogene	109
published, mouse wells	156	single	TranscribedProcessedPseudogene	97
published, mouse wells	156	single	UnprocessedPseudogene	51
published, mouse wells	156	single	PolymorphicPseudogene	37
published, mouse wells	156	single	snRNA	24
published, mouse wells	156	single	scaRNA	20
published, mouse wells	156	single	MiscRna	16
published, mouse wells	156	single	MtRrna	15
published, mouse wells	156	single	tRNA	12
published, mouse wells	156	single	MtTrna	10
published, mouse wells	156	single	rRNA	7
published, mouse wells	156	single	UnitaryPseudogene	3
published, mouse wells	158	multi	ProteinCoding	19769
published, mouse wells	158	multi	ProcessedPseudogene	8887
published, mouse wells	158	multi	lncRNA	2202
published, mouse wells	158	multi	UnprocessedPseudogene	1780
published, mouse wells	158	multi	MiscRna	1734
published, mouse wells	158	multi	TranscribedProcessedPseudogene	1205
published, mouse wells	158	multi	TranscribedUnprocessedPseudogene	782
published, mouse wells	158	multi	miRNA	650
published, mouse wells	158	multi	snoRNA	261
published, mouse wells	158	multi	TEC	62
published, mouse wells	158	multi	snRNA	47
published, mouse wells	158	multi	TranscribedUnitaryPseudogene	43
published, mouse wells	158	multi	ribozyme	39
published, mouse wells	158	multi	tRNA	17
published, mouse wells	158	multi	pseudogene	16
published, mouse wells	158	multi	UnitaryPseudogene	2
published, mouse wells	158	multi	MtRrna	1
published, mouse wells	158	single	ProteinCoding	166432
published, mouse wells	158	single	lncRNA	5831
published, mouse wells	158	single	ribozyme	599
published, mouse wells	158	single	TEC	504
published, mouse wells	158	single	ProcessedPseudogene	451
published, mouse wells	158	single	snoRNA	260
published, mouse wells	158	single	miRNA	240
published, mouse wells	158	single	TranscribedUnitaryPseudogene	145
published, mouse wells	158	single	UnprocessedPseudogene	141
published, mouse wells	158	single	TranscribedProcessedPseudogene	124
published, mouse wells	158	single	TranscribedUnprocessedPseudogene	112
published, mouse wells	158	single	scaRNA	54
published, mouse wells	158	single	MiscRna	46
published, mouse wells	158	single	snRNA	36
published, mouse wells	158	single	UnitaryPseudogene	22
published, mouse wells	158	single	tRNA	17
published, mouse wells	158	single	MtRrna	10
published, mouse wells	158	single	PolymorphicPseudogene	8
published, mouse wells	158	single	pseudogene	4
published, mouse wells	158	single	rRNA	4
published, mouse wells	158	single	MtTrna	1
published, mouse wells	160	multi	ProteinCoding	21070
published, mouse wells	160	multi	MiscRna	8862
published, mouse wells	160	multi	ProcessedPseudogene	6903
published, mouse wells	160	multi	miRNA	2636
published, mouse wells	160	multi	snoRNA	1979
published, mouse wells	160	multi	lncRNA	1366
published, mouse wells	160	multi	TranscribedProcessedPseudogene	969
published, mouse wells	160	multi	UnprocessedPseudogene	486
published, mouse wells	160	multi	snRNA	402
published, mouse wells	160	multi	TranscribedUnprocessedPseudogene	224
published, mouse wells	160	multi	ribozyme	111
published, mouse wells	160	multi	TEC	57
published, mouse wells	160	multi	pseudogene	9
published, mouse wells	160	multi	TranscribedUnitaryPseudogene	5
published, mouse wells	160	multi	MtRrna	3
published, mouse wells	160	multi	MtTrna	2
published, mouse wells	160	multi	IgVPseudogene	1
published, mouse wells	160	multi	tRNA	1
published, mouse wells	160	single	ProteinCoding	114138
published, mouse wells	160	single	lncRNA	3166
published, mouse wells	160	single	snoRNA	891
published, mouse wells	160	single	ribozyme	833
published, mouse wells	160	single	ProcessedPseudogene	340
published, mouse wells	160	single	TEC	251
published, mouse wells	160	single	miRNA	195
published, mouse wells	160	single	snRNA	102
published, mouse wells	160	single	TranscribedProcessedPseudogene	79
published, mouse wells	160	single	TranscribedUnprocessedPseudogene	74
published, mouse wells	160	single	scaRNA	68
published, mouse wells	160	single	MiscRna	59
published, mouse wells	160	single	TranscribedUnitaryPseudogene	39
published, mouse wells	160	single	PolymorphicPseudogene	26
published, mouse wells	160	single	UnprocessedPseudogene	20
published, mouse wells	160	single	MtRrna	10
published, mouse wells	160	single	tRNA	8
published, mouse wells	160	single	rRNA	5
published, mouse wells	160	single	pseudogene	2
published, mouse wells	162	multi	ProteinCoding	17223
published, mouse wells	162	multi	ProcessedPseudogene	7338
published, mouse wells	162	multi	UnprocessedPseudogene	2767
published, mouse wells	162	multi	lncRNA	1638
published, mouse wells	162	multi	MiscRna	1225
published, mouse wells	162	multi	TranscribedProcessedPseudogene	1030
published, mouse wells	162	multi	TranscribedUnprocessedPseudogene	504
published, mouse wells	162	multi	miRNA	444
published, mouse wells	162	multi	snoRNA	258
published, mouse wells	162	multi	TEC	59
published, mouse wells	162	multi	snRNA	50
published, mouse wells	162	multi	TranscribedUnitaryPseudogene	35
published, mouse wells	162	multi	ribozyme	24
published, mouse wells	162	multi	pseudogene	8
published, mouse wells	162	multi	MtTrna	5
published, mouse wells	162	multi	PolymorphicPseudogene	5
published, mouse wells	162	multi	UnitaryPseudogene	1
published, mouse wells	162	multi	scaRNA	1
published, mouse wells	162	single	ProteinCoding	113962
published, mouse wells	162	single	lncRNA	4284
published, mouse wells	162	single	ProcessedPseudogene	448
published, mouse wells	162	single	ribozyme	424
published, mouse wells	162	single	snoRNA	368
published, mouse wells	162	single	TEC	279
published, mouse wells	162	single	miRNA	196
published, mouse wells	162	single	UnprocessedPseudogene	114
published, mouse wells	162	single	TranscribedProcessedPseudogene	112
published, mouse wells	162	single	TranscribedUnitaryPseudogene	105
published, mouse wells	162	single	TranscribedUnprocessedPseudogene	91
published, mouse wells	162	single	PolymorphicPseudogene	35
published, mouse wells	162	single	MiscRna	32
published, mouse wells	162	single	scaRNA	27
published, mouse wells	162	single	MtRrna	15
published, mouse wells	162	single	snRNA	14
published, mouse wells	162	single	tRNA	5
published, mouse wells	162	single	MtTrna	4
published, mouse wells	162	single	UnitaryPseudogene	4
published, mouse wells	162	single	rRNA	4
published, mouse wells	162	single	pseudogene	1
published, mouse wells	164	multi	ProteinCoding	11927
published, mouse wells	164	multi	ProcessedPseudogene	5762
published, mouse wells	164	multi	UnprocessedPseudogene	1566
published, mouse wells	164	multi	lncRNA	1091
published, mouse wells	164	multi	TranscribedProcessedPseudogene	702
published, mouse wells	164	multi	MiscRna	497
published, mouse wells	164	multi	TranscribedUnprocessedPseudogene	210
published, mouse wells	164	multi	miRNA	203
published, mouse wells	164	multi	snoRNA	91
published, mouse wells	164	multi	TEC	68
published, mouse wells	164	multi	snRNA	29
published, mouse wells	164	multi	TranscribedUnitaryPseudogene	23
published, mouse wells	164	multi	ribozyme	8
published, mouse wells	164	multi	pseudogene	5
published, mouse wells	164	multi	MtTrna	1
published, mouse wells	164	multi	UnitaryPseudogene	1
published, mouse wells	164	single	ProteinCoding	79626
published, mouse wells	164	single	lncRNA	2632
published, mouse wells	164	single	TEC	302
published, mouse wells	164	single	ProcessedPseudogene	268
published, mouse wells	164	single	snoRNA	139
published, mouse wells	164	single	miRNA	133
published, mouse wells	164	single	ribozyme	131
published, mouse wells	164	single	TranscribedProcessedPseudogene	113
published, mouse wells	164	single	TranscribedUnprocessedPseudogene	37
published, mouse wells	164	single	UnprocessedPseudogene	36
published, mouse wells	164	single	PolymorphicPseudogene	22
published, mouse wells	164	single	TranscribedUnitaryPseudogene	18
published, mouse wells	164	single	snRNA	18
published, mouse wells	164	single	scaRNA	10
published, mouse wells	164	single	MiscRna	9
published, mouse wells	164	single	MtRrna	6
published, mouse wells	164	single	MtTrna	3
published, mouse wells	164	single	rRNA	2
published, mouse wells	166	multi	ProteinCoding	9265
published, mouse wells	166	multi	ProcessedPseudogene	5014
published, mouse wells	166	multi	UnprocessedPseudogene	1032
published, mouse wells	166	multi	lncRNA	868
published, mouse wells	166	multi	TranscribedProcessedPseudogene	568
published, mouse wells	166	multi	MiscRna	210
published, mouse wells	166	multi	miRNA	172
published, mouse wells	166	multi	TranscribedUnprocessedPseudogene	103
published, mouse wells	166	multi	snoRNA	37
published, mouse wells	166	multi	TEC	26
published, mouse wells	166	multi	pseudogene	12
published, mouse wells	166	multi	TranscribedUnitaryPseudogene	11
published, mouse wells	166	multi	ribozyme	8
published, mouse wells	166	multi	snRNA	3
published, mouse wells	166	multi	MtRrna	2
published, mouse wells	166	multi	MtTrna	1
published, mouse wells	166	multi	UnitaryPseudogene	1
published, mouse wells	166	single	ProteinCoding	49345
published, mouse wells	166	single	lncRNA	1497
published, mouse wells	166	single	ProcessedPseudogene	221
published, mouse wells	166	single	TEC	154
published, mouse wells	166	single	miRNA	83
published, mouse wells	166	single	TranscribedProcessedPseudogene	68
published, mouse wells	166	single	snoRNA	67
published, mouse wells	166	single	ribozyme	61
published, mouse wells	166	single	TranscribedUnprocessedPseudogene	44
published, mouse wells	166	single	TranscribedUnitaryPseudogene	19
published, mouse wells	166	single	UnprocessedPseudogene	14
published, mouse wells	166	single	MiscRna	13
published, mouse wells	166	single	PolymorphicPseudogene	10
published, mouse wells	166	single	snRNA	8
published, mouse wells	166	single	MtRrna	7
published, mouse wells	166	single	scaRNA	7
published, mouse wells	166	single	pseudogene	2
published, mouse wells	166	single	MtTrna	1
