dataset	cell	class	biotype	reads
own library, 75 nt	013	single	rRNA	4879
own library, 75 nt	013	single	TranscribedProcessedPseudogene	3433
own library, 75 nt	013	single	TranscribedUnprocessedPseudogene	2119
own library, 75 nt	013	single	tRNA	1055
own library, 75 nt	013	single	MtRrna	961
own library, 75 nt	013	single	TranscribedUnitaryPseudogene	773
own library, 75 nt	013	single	UnprocessedPseudogene	304
own library, 75 nt	013	single	UnitaryPseudogene	283
own library, 75 nt	013	single	MtTrna	251
own library, 75 nt	013	single	TranslatedUnprocessedPseudogene	4
own library, 75 nt	013	single	TrCGene	2
own library, 75 nt	013	single	TrVGene	1
own library, 75 nt	014	multi	ProteinCoding	52508
own library, 75 nt	014	multi	lncRNA	36342
own library, 75 nt	014	multi	MiscRna	1869
own library, 75 nt	014	multi	ProcessedPseudogene	1537
own library, 75 nt	014	multi	snRNA	1111
own library, 75 nt	014	multi	miRNA	731
own library, 75 nt	014	multi	TranscribedUnprocessedPseudogene	647
own library, 75 nt	014	multi	rRNA	558
own library, 75 nt	014	multi	TranscribedProcessedPseudogene	509
own library, 75 nt	014	multi	TEC	424
own library, 75 nt	014	multi	UnprocessedPseudogene	398
own library, 75 nt	014	multi	snoRNA	225
own library, 75 nt	014	multi	TranscribedUnitaryPseudogene	109
own library, 75 nt	014	multi	UnitaryPseudogene	86
own library, 75 nt	014	multi	tRNA	8
own library, 75 nt	014	multi	ribozyme	4
own library, 75 nt	014	multi	MtRrna	3
own library, 75 nt	014	multi	MtTrna	2
own library, 75 nt	014	multi	IgVGene	1
own library, 75 nt	014	multi	IgVPseudogene	1
own library, 75 nt	014	multi	TrJPseudogene	1
own library, 75 nt	014	single	ProteinCoding	26491
own library, 75 nt	014	single	lncRNA	6324
own library, 75 nt	014	single	snoRNA	280
own library, 75 nt	014	single	ribozyme	252
own library, 75 nt	014	single	MiscRna	139
own library, 75 nt	014	single	rRNA	119
own library, 75 nt	014	single	snRNA	116
own library, 75 nt	014	single	TEC	89
own library, 75 nt	014	single	ProcessedPseudogene	87
own library, 75 nt	014	single	TranscribedUnprocessedPseudogene	87
own library, 75 nt	014	single	miRNA	56
own library, 75 nt	014	single	MtRrna	44
own library, 75 nt	014	single	TranscribedProcessedPseudogene	18
own library, 75 nt	014	single	TranscribedUnitaryPseudogene	17
own library, 75 nt	014	single	UnprocessedPseudogene	17
own library, 75 nt	014	single	scaRNA	17
own library, 75 nt	014	single	UnitaryPseudogene	10
own library, 75 nt	014	single	MtTrna	4
own library, 75 nt	014	single	tRNA	3
own library, 75 nt	015	multi	ProteinCoding	62047
own library, 75 nt	015	multi	lncRNA	44580
own library, 75 nt	015	multi	MiscRna	4763
own library, 75 nt	015	multi	ProcessedPseudogene	2644
own library, 75 nt	015	multi	snRNA	2304
own library, 75 nt	015	multi	miRNA	1918
own library, 75 nt	015	multi	UnprocessedPseudogene	1446
own library, 75 nt	015	multi	TranscribedProcessedPseudogene	1108
own library, 75 nt	015	multi	TEC	688
own library, 75 nt	015	multi	rRNA	655
own library, 75 nt	015	multi	snoRNA	562
own library, 75 nt	015	multi	TranscribedUnprocessedPseudogene	273
own library, 75 nt	015	multi	UnitaryPseudogene	101
own library, 75 nt	015	multi	TranscribedUnitaryPseudogene	90
own library, 75 nt	015	multi	tRNA	25
own library, 75 nt	015	multi	MtRrna	7
own library, 75 nt	015	multi	IgVGene	5
own library, 75 nt	015	multi	ribozyme	5
own library, 75 nt	015	multi	MtTrna	2
own library, 75 nt	015	multi	TrVGene	2
own library, 75 nt	015	multi	IgCGene	1
own library, 75 nt	015	multi	IgCPseudogene	1
own library, 75 nt	015	multi	TrCGene	1
own library, 75 nt	015	multi	TrVPseudogene	1
own library, 75 nt	015	multi	scaRNA	1
own library, 75 nt	015	single	ProteinCoding	44376
own library, 75 nt	015	single	lncRNA	8882
own library, 75 nt	015	single	snoRNA	628
own library, 75 nt	015	single	ribozyme	615
own library, 75 nt	015	single	MiscRna	315
own library, 75 nt	015	single	snRNA	236
own library, 75 nt	015	single	rRNA	184
own library, 75 nt	015	single	TEC	179
own library, 75 nt	015	single	MtRrna	119
own library, 75 nt	015	single	ProcessedPseudogene	112
own library, 75 nt	015	single	miRNA	83
own library, 75 nt	015	single	UnprocessedPseudogene	62
own library, 75 nt	015	single	scaRNA	34
own library, 75 nt	015	single	TranscribedProcessedPseudogene	30
own library, 75 nt	015	single	TranscribedUnprocessedPseudogene	23
own library, 75 nt	015	single	TranscribedUnitaryPseudogene	20
own library, 75 nt	015	single	UnitaryPseudogene	11
own library, 75 nt	015	single	tRNA	6
own library, 75 nt	015	single	MtTrna	2
own library, 75 nt	016	multi	ProteinCoding	28114
own library, 75 nt	016	multi	lncRNA	18124
own library, 75 nt	016	multi	MiscRna	1011
own library, 75 nt	016	multi	ProcessedPseudogene	674
own library, 75 nt	016	multi	snRNA	546
own library, 75 nt	016	multi	miRNA	420
own library, 75 nt	016	multi	TranscribedProcessedPseudogene	265
own library, 75 nt	016	multi	TEC	257
own library, 75 nt	016	multi	TranscribedUnprocessedPseudogene	223
own library, 75 nt	016	multi	UnprocessedPseudogene	218
own library, 75 nt	016	multi	rRNA	205
own library, 75 nt	016	multi	snoRNA	139
own library, 75 nt	016	multi	TranscribedUnitaryPseudogene	50
own library, 75 nt	016	multi	UnitaryPseudogene	37
own library, 75 nt	016	multi	tRNA	7
own library, 75 nt	016	multi	ribozyme	3
own library, 75 nt	016	multi	MtTrna	1
own library, 75 nt	016	multi	TrCGene	1
own library, 75 nt	016	multi	TrVGene	1
own library, 75 nt	016	single	ProteinCoding	14660
own library, 75 nt	016	single	lncRNA	4136
own library, 75 nt	016	single	snoRNA	175
own library, 75 nt	016	single	ribozyme	115
own library, 75 nt	016	single	MiscRna	69
own library, 75 nt	016	single	snRNA	64
own library, 75 nt	016	single	TranscribedUnprocessedPseudogene	57
own library, 75 nt	016	single	rRNA	51
own library, 75 nt	016	single	TEC	40
own library, 75 nt	016	single	ProcessedPseudogene	36
own library, 75 nt	016	single	MtRrna	32
own library, 75 nt	016	single	miRNA	32
own library, 75 nt	016	single	UnprocessedPseudogene	9
own library, 75 nt	016	single	scaRNA	7
own library, 75 nt	016	single	TranscribedProcessedPseudogene	5
own library, 75 nt	016	single	TranscribedUnitaryPseudogene	4
own library, 75 nt	016	single	UnitaryPseudogene	3
own library, 75 nt	016	single	tRNA	1
published, mouse wells	002	multi	ProteinCoding	4360
published, mouse wells	002	multi	ProcessedPseudogene	1920
published, mouse wells	002	multi	MiscRna	824
published, mouse wells	002	multi	lncRNA	450
published, mouse wells	002	multi	miRNA	323
published, mouse wells	002	multi	snoRNA	284
published, mouse wells	002	multi	TranscribedProcessedPseudogene	245
published, mouse wells	002	multi	UnprocessedPseudogene	137
published, mouse wells	002	multi	snRNA	73
published, mouse wells	002	multi	TranscribedUnprocessedPseudogene	66
published, mouse wells	002	multi	ribozyme	19
published, mouse wells	002	multi	TEC	9
published, mouse wells	002	multi	TranscribedUnitaryPseudogene	5
published, mouse wells	002	multi	pseudogene	5
published, mouse wells	002	single	ProteinCoding	31663
published, mouse wells	002	single	lncRNA	963
published, mouse wells	002	single	ribozyme	153
published, mouse wells	002	single	snoRNA	144
published, mouse wells	002	single	ProcessedPseudogene	56
published, mouse wells	002	single	TEC	52
published, mouse wells	002	single	miRNA	51
published, mouse wells	002	single	snRNA	30
published, mouse wells	002	single	MiscRna	19
published, mouse wells	002	single	TranscribedProcessedPseudogene	17
published, mouse wells	002	single	TranscribedUnprocessedPseudogene	12
published, mouse wells	002	single	UnprocessedPseudogene	11
published, mouse wells	002	single	scaRNA	5
published, mouse wells	002	single	TranscribedUnitaryPseudogene	3
published, mouse wells	002	single	tRNA	3
published, mouse wells	002	single	MtRrna	2
published, mouse wells	002	single	PolymorphicPseudogene	1
published, mouse wells	002	single	rRNA	1
published, mouse wells	004	multi	ProteinCoding	43051
published, mouse wells	004	multi	ProcessedPseudogene	20158
published, mouse wells	004	multi	MiscRna	6080
published, mouse wells	004	multi	lncRNA	3538
published, mouse wells	004	multi	TranscribedProcessedPseudogene	2746
published, mouse wells	004	multi	snoRNA	1938
published, mouse wells	004	multi	miRNA	1928
published, mouse wells	004	multi	UnprocessedPseudogene	1617
published, mouse wells	004	multi	TranscribedUnprocessedPseudogene	767
published, mouse wells	004	multi	snRNA	351
published, mouse wells	004	multi	ribozyme	140
published, mouse wells	004	multi	TEC	97
published, mouse wells	004	multi	TranscribedUnitaryPseudogene	65
published, mouse wells	004	multi	pseudogene	37
published, mouse wells	004	multi	tRNA	33
published, mouse wells	004	multi	MtTrna	13
published, mouse wells	004	multi	UnitaryPseudogene	11
published, mouse wells	004	multi	PolymorphicPseudogene	3
published, mouse wells	004	multi	MtRrna	2
published, mouse wells	004	multi	TrVPseudogene	1
published, mouse wells	004	single	ProteinCoding	362778
published, mouse wells	004	single	lncRNA	12092
published, mouse wells	004	single	ribozyme	1440
published, mouse wells	004	single	ProcessedPseudogene	1052
published, mouse wells	004	single	TEC	984
published, mouse wells	004	single	snoRNA	915
published, mouse wells	004	single	miRNA	473
published, mouse wells	004	single	TranscribedUnprocessedPseudogene	299
published, mouse wells	004	single	TranscribedProcessedPseudogene	222
published, mouse wells	004	single	MiscRna	140
published, mouse wells	004	single	scaRNA	134
published, mouse wells	004	single	UnprocessedPseudogene	105
published, mouse wells	004	single	TranscribedUnitaryPseudogene	89
published, mouse wells	004	single	snRNA	57
published, mouse wells	004	single	PolymorphicPseudogene	56
published, mouse wells	004	single	tRNA	43
published, mouse wells	004	single	UnitaryPseudogene	24
published, mouse wells	004	single	MtRrna	13
published, mouse wells	004	single	rRNA	12
published, mouse wells	004	single	MtTrna	3
published, mouse wells	004	single	pseudogene	1
published, mouse wells	006	multi	ProteinCoding	39563
published, mouse wells	006	multi	ProcessedPseudogene	16504
published, mouse wells	006	multi	MiscRna	8080
published, mouse wells	006	multi	lncRNA	3756
published, mouse wells	006	multi	TranscribedProcessedPseudogene	2189
published, mouse wells	006	multi	miRNA	2064
published, mouse wells	006	multi	UnprocessedPseudogene	1945
published, mouse wells	006	multi	snoRNA	1418
published, mouse wells	006	multi	TranscribedUnprocessedPseudogene	1036
published, mouse wells	006	multi	snRNA	568
published, mouse wells	006	multi	TEC	106
published, mouse wells	006	multi	ribozyme	70
published, mouse wells	006	multi	pseudogene	52
published, mouse wells	006	multi	TranscribedUnitaryPseudogene	34
published, mouse wells	006	multi	tRNA	16
published, mouse wells	006	multi	PolymorphicPseudogene	4
published, mouse wells	006	multi	MtRrna	3
published, mouse wells	006	multi	UnitaryPseudogene	3
published, mouse wells	006	multi	MtTrna	1
published, mouse wells	006	single	ProteinCoding	338998
published, mouse wells	006	single	lncRNA	8698
published, mouse wells	006	single	ribozyme	1466
published, mouse wells	006	single	snoRNA	1296
published, mouse wells	006	single	TEC	1118
published, mouse wells	006	single	ProcessedPseudogene	814
published, mouse wells	006	single	miRNA	409
published, mouse wells	006	single	TranscribedProcessedPseudogene	227
published, mouse wells	006	single	snRNA	190
published, mouse wells	006	single	TranscribedUnprocessedPseudogene	179
published, mouse wells	006	single	MiscRna	132
published, mouse wells	006	single	UnprocessedPseudogene	131
published, mouse wells	006	single	PolymorphicPseudogene	92
published, mouse wells	006	single	TranscribedUnitaryPseudogene	87
published, mouse wells	006	single	scaRNA	62
published, mouse wells	006	single	UnitaryPseudogene	54
published, mouse wells	006	single	tRNA	31
published, mouse wells	006	single	MtTrna	16
published, mouse wells	006	single	MtRrna	8
published, mouse wells	008	multi	ProteinCoding	27675
published, mouse wells	008	multi	MiscRna	14342
published, mouse wells	008	multi	ProcessedPseudogene	7434
published, mouse wells	008	multi	miRNA	2207
published, mouse wells	008	multi	lncRNA	1881
published, mouse wells	008	multi	snRNA	1724
published, mouse wells	008	multi	snoRNA	1480
published, mouse wells	008	multi	UnprocessedPseudogene	1144
published, mouse wells	008	multi	TranscribedProcessedPseudogene	1026
published, mouse wells	008	multi	TranscribedUnprocessedPseudogene	513
published, mouse wells	008	multi	ribozyme	102
published, mouse wells	008	multi	TEC	36
published, mouse wells	008	multi	TranscribedUnitaryPseudogene	27
published, mouse wells	008	multi	pseudogene	14
published, mouse wells	008	multi	tRNA	7
published, mouse wells	008	multi	IgVGene	2
published, mouse wells	008	multi	PolymorphicPseudogene	2
published, mouse wells	008	multi	UnitaryPseudogene	2
published, mouse wells	008	multi	IgCGene	1
published, mouse wells	008	multi	MtTrna	1
published, mouse wells	008	single	ProteinCoding	142834
published, mouse wells	008	single	lncRNA	5137
published, mouse wells	008	single	ribozyme	1735
published, mouse wells	008	single	snoRNA	1426
published, mouse wells	008	single	snRNA	493
published, mouse wells	008	single	TEC	370
published, mouse wells	008	single	ProcessedPseudogene	350
published, mouse wells	008	single	miRNA	260
published, mouse wells	008	single	MiscRna	147
published, mouse wells	008	single	TranscribedUnprocessedPseudogene	129
published, mouse wells	008	single	TranscribedProcessedPseudogene	78
published, mouse wells	008	single	UnprocessedPseudogene	67
published, mouse wells	008	single	PolymorphicPseudogene	59
published, mouse wells	008	single	scaRNA	48
published, mouse wells	008	single	TranscribedUnitaryPseudogene	47
published, mouse wells	008	single	MtRrna	9
published, mouse wells	008	single	UnitaryPseudogene	8
published, mouse wells	008	single	tRNA	8
published, mouse wells	008	single	MtTrna	6
published, mouse wells	008	single	rRNA	2
published, mouse wells	010	multi	ProteinCoding	44539
published, mouse wells	010	multi	MiscRna	18083
published, mouse wells	010	multi	ProcessedPseudogene	14513
published, mouse wells	010	multi	lncRNA	2655
published, mouse wells	010	multi	UnprocessedPseudogene	2155
published, mouse wells	010	multi	miRNA	2077
published, mouse wells	010	multi	TranscribedProcessedPseudogene	1999
published, mouse wells	010	multi	snRNA	1367
published, mouse wells	010	multi	snoRNA	1310
published, mouse wells	010	multi	TranscribedUnprocessedPseudogene	509
published, mouse wells	010	multi	ribozyme	131
published, mouse wells	010	multi	TEC	107
published, mouse wells	010	multi	TranscribedUnitaryPseudogene	71
published, mouse wells	010	multi	pseudogene	35
published, mouse wells	010	multi	tRNA	12
published, mouse wells	010	multi	PolymorphicPseudogene	5
published, mouse wells	010	multi	MtTrna	4
published, mouse wells	010	multi	TrVGene	1
published, mouse wells	010	single	ProteinCoding	222435
published, mouse wells	010	single	lncRNA	8842
published, mouse wells	010	single	ribozyme	2256
published, mouse wells	010	single	snoRNA	1669
published, mouse wells	010	single	ProcessedPseudogene	822
published, mouse wells	010	single	TEC	589
published, mouse wells	010	single	miRNA	580
published, mouse wells	010	single	snRNA	327
published, mouse wells	010	single	TranscribedProcessedPseudogene	198
published, mouse wells	010	single	TranscribedUnprocessedPseudogene	178
published, mouse wells	010	single	MiscRna	171
published, mouse wells	010	single	TranscribedUnitaryPseudogene	162
published, mouse wells	010	single	scaRNA	127
published, mouse wells	010	single	UnprocessedPseudogene	77
published, mouse wells	010	single	PolymorphicPseudogene	72
published, mouse wells	010	single	tRNA	52
published, mouse wells	010	single	MtTrna	8
published, mouse wells	010	single	rRNA	6
published, mouse wells	010	single	MtRrna	4
published, mouse wells	012	multi	ProteinCoding	100744
published, mouse wells	012	multi	MiscRna	45082
published, mouse wells	012	multi	ProcessedPseudogene	29783
published, mouse wells	012	multi	lncRNA	6763
published, mouse wells	012	multi	miRNA	6704
published, mouse wells	012	multi	UnprocessedPseudogene	5976
published, mouse wells	012	multi	snRNA	4350
published, mouse wells	012	multi	TranscribedProcessedPseudogene	4234
published, mouse wells	012	multi	TranscribedUnprocessedPseudogene	2549
published, mouse wells	012	multi	snoRNA	2475
published, mouse wells	012	multi	TEC	496
published, mouse wells	012	multi	ribozyme	277
published, mouse wells	012	multi	TranscribedUnitaryPseudogene	58
published, mouse wells	012	multi	tRNA	54
published, mouse wells	012	multi	pseudogene	52
published, mouse wells	012	multi	PolymorphicPseudogene	22
published, mouse wells	012	multi	MtRrna	7
published, mouse wells	012	multi	UnitaryPseudogene	4
published, mouse wells	012	multi	rRNA	4
published, mouse wells	012	multi	IgCPseudogene	2
published, mouse wells	012	multi	TrCGene	2
published, mouse wells	012	multi	IgVPseudogene	1
published, mouse wells	012	multi	MtTrna	1
published, mouse wells	012	multi	scaRNA	1
published, mouse wells	012	single	ProteinCoding	617405
published, mouse wells	012	single	lncRNA	19833
published, mouse wells	012	single	ribozyme	5010
published, mouse wells	012	single	snoRNA	3919
published, mouse wells	012	single	TEC	1693
published, mouse wells	012	single	ProcessedPseudogene	1603
published, mouse wells	012	single	snRNA	1066
published, mouse wells	012	single	miRNA	707
published, mouse wells	012	single	TranscribedUnprocessedPseudogene	466
published, mouse wells	012	single	MiscRna	445
published, mouse wells	012	single	TranscribedProcessedPseudogene	435
published, mouse wells	012	single	scaRNA	247
published, mouse wells	012	single	PolymorphicPseudogene	227
published, mouse wells	012	single	UnprocessedPseudogene	222
published, mouse wells	012	single	TranscribedUnitaryPseudogene	205
published, mouse wells	012	single	tRNA	109
published, mouse wells	012	single	UnitaryPseudogene	27
published, mouse wells	012	single	MtRrna	26
published, mouse wells	012	single	MtTrna	14
published, mouse wells	012	single	pseudogene	10
published, mouse wells	012	single	rRNA	9
published, mouse wells	014	multi	ProteinCoding	8337
published, mouse wells	014	multi	ProcessedPseudogene	3076
published, mouse wells	014	multi	MiscRna	2792
published, mouse wells	014	multi	UnprocessedPseudogene	673
published, mouse wells	014	multi	lncRNA	557
published, mouse wells	014	multi	snRNA	413
published, mouse wells	014	multi	miRNA	385
published, mouse wells	014	multi	TranscribedProcessedPseudogene	374
published, mouse wells	014	multi	snoRNA	217
published, mouse wells	014	multi	TranscribedUnprocessedPseudogene	124
published, mouse wells	014	multi	ribozyme	17
published, mouse wells	014	multi	TEC	7
published, mouse wells	014	multi	TranscribedUnitaryPseudogene	5
published, mouse wells	014	multi	MtTrna	2
published, mouse wells	014	multi	MtRrna	1
published, mouse wells	014	multi	pseudogene	1
published, mouse wells	014	multi	tRNA	1
published, mouse wells	014	single	ProteinCoding	30731
published, mouse wells	014	single	lncRNA	1140
published, mouse wells	014	single	ribozyme	290
published, mouse wells	014	single	snoRNA	201
published, mouse wells	014	single	ProcessedPseudogene	147
published, mouse wells	014	single	snRNA	125
published, mouse wells	014	single	miRNA	95
published, mouse wells	014	single	TEC	74
published, mouse wells	014	single	TranscribedProcessedPseudogene	56
published, mouse wells	014	single	TranscribedUnprocessedPseudogene	34
published, mouse wells	014	single	scaRNA	29
published, mouse wells	014	single	MiscRna	27
published, mouse wells	014	single	PolymorphicPseudogene	17
published, mouse wells	014	single	TranscribedUnitaryPseudogene	15
published, mouse wells	014	single	UnprocessedPseudogene	13
published, mouse wells	014	single	MtTrna	12
published, mouse wells	014	single	tRNA	11
published, mouse wells	014	single	MtRrna	1
published, mouse wells	014	single	rRNA	1
published, mouse wells	016	multi	ProteinCoding	23570
published, mouse wells	016	multi	ProcessedPseudogene	9192
published, mouse wells	016	multi	MiscRna	4504
published, mouse wells	016	multi	lncRNA	2485
published, mouse wells	016	multi	UnprocessedPseudogene	1537
published, mouse wells	016	multi	TranscribedProcessedPseudogene	1418
published, mouse wells	016	multi	miRNA	1168
published, mouse wells	016	multi	snoRNA	936
published, mouse wells	016	multi	TranscribedUnprocessedPseudogene	847
published, mouse wells	016	multi	snRNA	327
published, mouse wells	016	multi	ribozyme	81
published, mouse wells	016	multi	TEC	68
published, mouse wells	016	multi	pseudogene	27
published, mouse wells	016	multi	PolymorphicPseudogene	5
published, mouse wells	016	multi	TranscribedUnitaryPseudogene	4
published, mouse wells	016	multi	tRNA	3
published, mouse wells	016	multi	MtRrna	2
published, mouse wells	016	multi	scaRNA	1
published, mouse wells	016	single	ProteinCoding	214855
published, mouse wells	016	single	lncRNA	7660
published, mouse wells	016	single	ribozyme	938
published, mouse wells	016	single	snoRNA	879
published, mouse wells	016	single	TEC	683
published, mouse wells	016	single	ProcessedPseudogene	514
published, mouse wells	016	single	miRNA	282
published, mouse wells	016	single	TranscribedUnprocessedPseudogene	192
published, mouse wells	016	single	TranscribedProcessedPseudogene	168
published, mouse wells	016	single	snRNA	95
published, mouse wells	016	single	MiscRna	80
published, mouse wells	016	single	UnprocessedPseudogene	78
published, mouse wells	016	single	TranscribedUnitaryPseudogene	41
published, mouse wells	016	single	scaRNA	41
published, mouse wells	016	single	PolymorphicPseudogene	22
published, mouse wells	016	single	tRNA	5
published, mouse wells	016	single	MtRrna	2
published, mouse wells	016	single	UnitaryPseudogene	2
published, mouse wells	016	single	rRNA	2
published, mouse wells	018	multi	ProteinCoding	37642
published, mouse wells	018	multi	MiscRna	21718
published, mouse wells	018	multi	ProcessedPseudogene	9213
published, mouse wells	018	multi	snRNA	4629
published, mouse wells	018	multi	miRNA	4169
published, mouse wells	018	multi	snoRNA	2797
published, mouse wells	018	multi	lncRNA	2038
published, mouse wells	018	multi	TranscribedProcessedPseudogene	1401
published, mouse wells	018	multi	UnprocessedPseudogene	1150
published, mouse wells	018	multi	TranscribedUnprocessedPseudogene	530
published, mouse wells	018	multi	ribozyme	182
published, mouse wells	018	multi	TEC	42
published, mouse wells	018	multi	pseudogene	30
published, mouse wells	018	multi	TranscribedUnitaryPseudogene	20
published, mouse wells	018	multi	tRNA	20
published, mouse wells	018	multi	PolymorphicPseudogene	4
published, mouse wells	018	multi	MtRrna	2
published, mouse wells	018	multi	TrVGene	2
published, mouse wells	018	multi	UnitaryPseudogene	1
published, mouse wells	018	single	ProteinCoding	181417
published, mouse wells	018	single	lncRNA	7551
published, mouse wells	018	single	snoRNA	2885
published, mouse wells	018	single	ribozyme	1835
published, mouse wells	018	single	snRNA	1082
published, mouse wells	018	single	ProcessedPseudogene	515
published, mouse wells	018	single	TEC	496
published, mouse wells	018	single	miRNA	384
published, mouse wells	018	single	MiscRna	315
published, mouse wells	018	single	TranscribedUnprocessedPseudogene	146
published, mouse wells	018	single	scaRNA	144
published, mouse wells	018	single	TranscribedProcessedPseudogene	79
published, mouse wells	018	single	UnprocessedPseudogene	50
published, mouse wells	018	single	PolymorphicPseudogene	36
published, mouse wells	018	single	tRNA	28
published, mouse wells	018	single	TranscribedUnitaryPseudogene	25
published, mouse wells	018	single	UnitaryPseudogene	16
published, mouse wells	018	single	MtRrna	5
published, mouse wells	018	single	MtTrna	2
published, mouse wells	018	single	rRNA	2
published, mouse wells	020	multi	ProteinCoding	89357
published, mouse wells	020	multi	MiscRna	45840
published, mouse wells	020	multi	ProcessedPseudogene	20833
published, mouse wells	020	multi	snRNA	9296
published, mouse wells	020	multi	miRNA	6741
published, mouse wells	020	multi	lncRNA	5527
published, mouse wells	020	multi	snoRNA	5479
published, mouse wells	020	multi	UnprocessedPseudogene	3959
published, mouse wells	020	multi	TranscribedProcessedPseudogene	3022
published, mouse wells	020	multi	TranscribedUnprocessedPseudogene	1826
published, mouse wells	020	multi	TEC	322
published, mouse wells	020	multi	ribozyme	241
published, mouse wells	020	multi	pseudogene	87
published, mouse wells	020	multi	tRNA	50
published, mouse wells	020	multi	TranscribedUnitaryPseudogene	35
published, mouse wells	020	multi	PolymorphicPseudogene	19
published, mouse wells	020	multi	MtRrna	12
published, mouse wells	020	multi	UnitaryPseudogene	7
published, mouse wells	020	multi	MtTrna	6
published, mouse wells	020	multi	rRNA	2
published, mouse wells	020	single	ProteinCoding	487597
published, mouse wells	020	single	lncRNA	16581
published, mouse wells	020	single	snoRNA	5028
published, mouse wells	020	single	ribozyme	4724
published, mouse wells	020	single	snRNA	1918
published, mouse wells	020	single	TEC	1410
published, mouse wells	020	single	ProcessedPseudogene	1196
published, mouse wells	020	single	miRNA	766
published, mouse wells	020	single	MiscRna	525
published, mouse wells	020	single	TranscribedUnprocessedPseudogene	347
published, mouse wells	020	single	TranscribedProcessedPseudogene	260
published, mouse wells	020	single	scaRNA	189
published, mouse wells	020	single	UnprocessedPseudogene	179
published, mouse wells	020	single	TranscribedUnitaryPseudogene	167
published, mouse wells	020	single	PolymorphicPseudogene	52
published, mouse wells	020	single	tRNA	52
published, mouse wells	020	single	MtRrna	28
published, mouse wells	020	single	UnitaryPseudogene	18
published, mouse wells	020	single	MtTrna	15
published, mouse wells	020	single	pseudogene	14
published, mouse wells	020	single	rRNA	6
published, mouse wells	022	multi	ProteinCoding	30590
published, mouse wells	022	multi	ProcessedPseudogene	10738
published, mouse wells	022	multi	MiscRna	6220
published, mouse wells	022	multi	UnprocessedPseudogene	3190
published, mouse wells	022	multi	lncRNA	3109
published, mouse wells	022	multi	miRNA	1842
published, mouse wells	022	multi	TranscribedProcessedPseudogene	1673
published, mouse wells	022	multi	TranscribedUnprocessedPseudogene	1608
published, mouse wells	022	multi	snoRNA	692
published, mouse wells	022	multi	snRNA	357
published, mouse wells	022	multi	TEC	145
published, mouse wells	022	multi	ribozyme	79
published, mouse wells	022	multi	pseudogene	22
published, mouse wells	022	multi	TranscribedUnitaryPseudogene	16
published, mouse wells	022	multi	UnitaryPseudogene	5
published, mouse wells	022	multi	MtRrna	4
published, mouse wells	022	multi	PolymorphicPseudogene	4
published, mouse wells	022	multi	tRNA	3
published, mouse wells	022	multi	IgCGene	2
published, mouse wells	022	single	ProteinCoding	320387
published, mouse wells	022	single	lncRNA	13412
published, mouse wells	022	single	ribozyme	1326
published, mouse wells	022	single	TEC	1152
published, mouse wells	022	single	snoRNA	1072
published, mouse wells	022	single	ProcessedPseudogene	649
published, mouse wells	022	single	TranscribedUnprocessedPseudogene	468
published, mouse wells	022	single	miRNA	368
published, mouse wells	022	single	TranscribedProcessedPseudogene	187
published, mouse wells	022	single	TranscribedUnitaryPseudogene	161
published, mouse wells	022	single	UnprocessedPseudogene	161
published, mouse wells	022	single	MiscRna	117
published, mouse wells	022	single	snRNA	108
published, mouse wells	022	single	scaRNA	93
published, mouse wells	022	single	PolymorphicPseudogene	80
published, mouse wells	022	single	UnitaryPseudogene	43
published, mouse wells	022	single	MtTrna	13
published, mouse wells	022	single	tRNA	13
published, mouse wells	022	single	pseudogene	6
published, mouse wells	022	single	MtRrna	2
published, mouse wells	022	single	rRNA	2
published, mouse wells	026	multi	ProteinCoding	14766
published, mouse wells	026	multi	ProcessedPseudogene	6056
published, mouse wells	026	multi	MiscRna	1413
published, mouse wells	026	multi	lncRNA	1412
published, mouse wells	026	multi	UnprocessedPseudogene	1266
published, mouse wells	026	multi	TranscribedProcessedPseudogene	856
published, mouse wells	026	multi	miRNA	514
published, mouse wells	026	multi	snoRNA	327
published, mouse wells	026	multi	TranscribedUnprocessedPseudogene	292
published, mouse wells	026	multi	snRNA	106
published, mouse wells	026	multi	TEC	24
published, mouse wells	026	multi	ribozyme	22
published, mouse wells	026	multi	TranscribedUnitaryPseudogene	16
published, mouse wells	026	multi	pseudogene	11
published, mouse wells	026	multi	tRNA	7
published, mouse wells	026	multi	MtTrna	2
published, mouse wells	026	multi	MtRrna	1
published, mouse wells	026	multi	TrVGene	1
published, mouse wells	026	single	ProteinCoding	120895
published, mouse wells	026	single	lncRNA	3090
published, mouse wells	026	single	snoRNA	382
published, mouse wells	026	single	TEC	376
published, mouse wells	026	single	ribozyme	331
published, mouse wells	026	single	ProcessedPseudogene	285
published, mouse wells	026	single	miRNA	181
published, mouse wells	026	single	TranscribedUnprocessedPseudogene	94
published, mouse wells	026	single	TranscribedProcessedPseudogene	86
published, mouse wells	026	single	TranscribedUnitaryPseudogene	63
published, mouse wells	026	single	UnprocessedPseudogene	59
published, mouse wells	026	single	MiscRna	36
published, mouse wells	026	single	snRNA	36
published, mouse wells	026	single	scaRNA	35
published, mouse wells	026	single	tRNA	33
published, mouse wells	026	single	PolymorphicPseudogene	13
published, mouse wells	026	single	MtRrna	11
published, mouse wells	026	single	MtTrna	9
published, mouse wells	032	multi	ProteinCoding	12175
published, mouse wells	032	multi	ProcessedPseudogene	5558
