dataset	cell	class	ngenes	reads
published, mouse wells	164	single	2	3075
published, mouse wells	164	single	3	124
published, mouse wells	164	single	7	6
published, mouse wells	164	single	14	2
published, mouse wells	164	single	19	5
published, mouse wells	164	single	20	7
published, mouse wells	166	multi	1	2065
published, mouse wells	166	multi	2	3553
published, mouse wells	166	multi	3	1526
published, mouse wells	166	multi	4	1171
published, mouse wells	166	multi	5	644
published, mouse wells	166	multi	6	498
published, mouse wells	166	multi	7	152
published, mouse wells	166	multi	8	113
published, mouse wells	166	multi	9	105
published, mouse wells	166	multi	10	62
published, mouse wells	166	multi	11	18
published, mouse wells	166	multi	12	9
published, mouse wells	166	multi	13	1
published, mouse wells	166	multi	14	1
published, mouse wells	166	multi	18	7
published, mouse wells	166	multi	19	2
published, mouse wells	166	multi	20	20
published, mouse wells	166	single	1	48870
published, mouse wells	166	single	2	1955
published, mouse wells	166	single	3	81
published, mouse wells	166	single	5	2
published, mouse wells	166	single	20	6
published, mouse wells	170	multi	1	2163
published, mouse wells	170	multi	2	2806
published, mouse wells	170	multi	3	1255
published, mouse wells	170	multi	4	1268
published, mouse wells	170	multi	5	503
published, mouse wells	170	multi	6	489
published, mouse wells	170	multi	7	100
published, mouse wells	170	multi	8	76
published, mouse wells	170	multi	9	203
published, mouse wells	170	multi	10	15
published, mouse wells	170	multi	11	15
published, mouse wells	170	multi	12	1
published, mouse wells	170	multi	18	4
published, mouse wells	170	multi	19	2
published, mouse wells	170	multi	20	11
published, mouse wells	170	single	1	63297
published, mouse wells	170	single	2	2200
published, mouse wells	170	single	3	86
published, mouse wells	170	single	4	1
published, mouse wells	170	single	20	22
published, mouse wells	172	multi	1	4013
published, mouse wells	172	multi	2	5930
published, mouse wells	172	multi	3	2703
published, mouse wells	172	multi	4	1804
published, mouse wells	172	multi	5	928
published, mouse wells	172	multi	6	773
published, mouse wells	172	multi	7	277
published, mouse wells	172	multi	8	187
published, mouse wells	172	multi	9	233
published, mouse wells	172	multi	10	72
published, mouse wells	172	multi	11	53
published, mouse wells	172	multi	12	17
published, mouse wells	172	multi	13	6
published, mouse wells	172	multi	14	1
published, mouse wells	172	multi	19	3
published, mouse wells	172	multi	20	37
published, mouse wells	172	single	1	108648
published, mouse wells	172	single	2	3770
published, mouse wells	172	single	3	162
published, mouse wells	172	single	4	6
published, mouse wells	172	single	5	11
published, mouse wells	172	single	6	2
published, mouse wells	172	single	7	11
published, mouse wells	172	single	10	1
published, mouse wells	172	single	12	2
published, mouse wells	172	single	18	3
published, mouse wells	172	single	20	14
published, mouse wells	174	multi	1	2281
published, mouse wells	174	multi	2	3285
published, mouse wells	174	multi	3	1200
published, mouse wells	174	multi	4	911
published, mouse wells	174	multi	5	397
published, mouse wells	174	multi	6	354
published, mouse wells	174	multi	7	90
published, mouse wells	174	multi	8	80
published, mouse wells	174	multi	9	170
published, mouse wells	174	multi	10	25
published, mouse wells	174	multi	11	17
published, mouse wells	174	multi	12	6
published, mouse wells	174	multi	13	3
published, mouse wells	174	multi	14	9
published, mouse wells	174	multi	15	6
published, mouse wells	174	multi	16	1
published, mouse wells	174	multi	18	2
published, mouse wells	174	multi	20	9
published, mouse wells	174	single	1	78650
published, mouse wells	174	single	2	2550
published, mouse wells	174	single	3	103
published, mouse wells	174	single	4	9
published, mouse wells	174	single	9	1
published, mouse wells	174	single	10	5
published, mouse wells	174	single	11	1
published, mouse wells	174	single	13	3
published, mouse wells	174	single	14	1
published, mouse wells	174	single	20	12
published, mouse wells	176	multi	1	4114
published, mouse wells	176	multi	2	6330
published, mouse wells	176	multi	3	2993
published, mouse wells	176	multi	4	2347
published, mouse wells	176	multi	5	1207
published, mouse wells	176	multi	6	908
published, mouse wells	176	multi	7	315
published, mouse wells	176	multi	8	197
published, mouse wells	176	multi	9	297
published, mouse wells	176	multi	10	105
published, mouse wells	176	multi	11	71
published, mouse wells	176	multi	12	19
published, mouse wells	176	multi	13	3
published, mouse wells	176	multi	14	2
published, mouse wells	176	multi	18	10
published, mouse wells	176	multi	19	7
published, mouse wells	176	multi	20	69
published, mouse wells	176	single	1	94689
published, mouse wells	176	single	2	4031
published, mouse wells	176	single	3	120
published, mouse wells	176	single	4	3
published, mouse wells	176	single	7	12
published, mouse wells	176	single	8	2
published, mouse wells	176	single	17	3
published, mouse wells	176	single	20	13
published, mouse wells	178	multi	1	4680
published, mouse wells	178	multi	2	6181
published, mouse wells	178	multi	3	3024
published, mouse wells	178	multi	4	2210
published, mouse wells	178	multi	5	985
published, mouse wells	178	multi	6	828
published, mouse wells	178	multi	7	320
published, mouse wells	178	multi	8	208
published, mouse wells	178	multi	9	211
published, mouse wells	178	multi	10	54
published, mouse wells	178	multi	11	30
published, mouse wells	178	multi	12	15
published, mouse wells	178	multi	13	4
published, mouse wells	178	multi	15	3
published, mouse wells	178	multi	18	3
published, mouse wells	178	multi	20	19
published, mouse wells	178	single	1	122901
published, mouse wells	178	single	2	4481
published, mouse wells	178	single	3	149
published, mouse wells	178	single	4	1
published, mouse wells	178	single	6	5
published, mouse wells	178	single	14	1
published, mouse wells	178	single	20	8
published, mouse wells	180	multi	1	7929
published, mouse wells	180	multi	2	11144
published, mouse wells	180	multi	3	4842
published, mouse wells	180	multi	4	3648
published, mouse wells	180	multi	5	1694
published, mouse wells	180	multi	6	1637
published, mouse wells	180	multi	7	455
published, mouse wells	180	multi	8	370
published, mouse wells	180	multi	9	524
published, mouse wells	180	multi	10	100
published, mouse wells	180	multi	11	45
published, mouse wells	180	multi	12	13
published, mouse wells	180	multi	13	2
published, mouse wells	180	multi	17	2
published, mouse wells	180	multi	18	7
published, mouse wells	180	multi	19	5
published, mouse wells	180	multi	20	65
published, mouse wells	180	single	1	218525
published, mouse wells	180	single	2	7881
published, mouse wells	180	single	3	334
published, mouse wells	180	single	4	12
published, mouse wells	180	single	6	3
published, mouse wells	180	single	7	1
published, mouse wells	180	single	8	7
published, mouse wells	180	single	12	1
published, mouse wells	180	single	14	19
published, mouse wells	180	single	15	3
published, mouse wells	180	single	16	5
published, mouse wells	180	single	17	9
published, mouse wells	180	single	18	12
published, mouse wells	180	single	20	51
published, mouse wells	182	multi	1	3934
published, mouse wells	182	multi	2	5338
published, mouse wells	182	multi	3	2451
published, mouse wells	182	multi	4	1967
published, mouse wells	182	multi	5	800
published, mouse wells	182	multi	6	639
published, mouse wells	182	multi	7	268
published, mouse wells	182	multi	8	163
published, mouse wells	182	multi	9	259
published, mouse wells	182	multi	10	98
published, mouse wells	182	multi	11	44
published, mouse wells	182	multi	12	16
published, mouse wells	182	multi	13	1
published, mouse wells	182	multi	18	2
published, mouse wells	182	multi	19	3
published, mouse wells	182	multi	20	25
published, mouse wells	182	single	1	102570
published, mouse wells	182	single	2	3829
published, mouse wells	182	single	3	117
published, mouse wells	182	single	4	9
published, mouse wells	184	multi	1	6261
published, mouse wells	184	multi	2	9120
published, mouse wells	184	multi	3	3970
published, mouse wells	184	multi	4	3754
published, mouse wells	184	multi	5	1319
published, mouse wells	184	multi	6	1434
published, mouse wells	184	multi	7	373
published, mouse wells	184	multi	8	224
published, mouse wells	184	multi	9	460
published, mouse wells	184	multi	10	92
published, mouse wells	184	multi	11	45
published, mouse wells	184	multi	12	16
published, mouse wells	184	multi	13	1
published, mouse wells	184	multi	14	1
published, mouse wells	184	multi	16	3
published, mouse wells	184	multi	17	1
published, mouse wells	184	multi	18	3
published, mouse wells	184	multi	20	27
published, mouse wells	184	single	1	197349
published, mouse wells	184	single	2	6894
published, mouse wells	184	single	3	352
published, mouse wells	184	single	4	3
published, mouse wells	184	single	12	5
published, mouse wells	184	single	14	2
published, mouse wells	184	single	15	1
published, mouse wells	184	single	16	6
published, mouse wells	184	single	17	2
published, mouse wells	184	single	20	23
published, mouse wells	186	multi	1	14630
published, mouse wells	186	multi	2	16593
published, mouse wells	186	multi	3	7219
published, mouse wells	186	multi	4	6743
published, mouse wells	186	multi	5	2618
published, mouse wells	186	multi	6	2658
published, mouse wells	186	multi	7	630
published, mouse wells	186	multi	8	400
published, mouse wells	186	multi	9	861
published, mouse wells	186	multi	10	144
published, mouse wells	186	multi	11	109
published, mouse wells	186	multi	12	50
published, mouse wells	186	multi	13	8
published, mouse wells	186	multi	14	2
published, mouse wells	186	multi	18	3
published, mouse wells	186	multi	19	1
published, mouse wells	186	multi	20	62
published, mouse wells	186	single	1	355687
published, mouse wells	186	single	2	13490
published, mouse wells	186	single	3	580
published, mouse wells	186	single	4	10
published, mouse wells	186	single	12	13
published, mouse wells	186	single	13	3
published, mouse wells	186	single	14	3
published, mouse wells	186	single	20	36
published, mouse wells	188	multi	1	5094
published, mouse wells	188	multi	2	7467
published, mouse wells	188	multi	3	3096
published, mouse wells	188	multi	4	3150
published, mouse wells	188	multi	5	1119
published, mouse wells	188	multi	6	1013
published, mouse wells	188	multi	7	267
published, mouse wells	188	multi	8	210
published, mouse wells	188	multi	9	355
published, mouse wells	188	multi	10	72
published, mouse wells	188	multi	11	34
published, mouse wells	188	multi	12	6
published, mouse wells	188	multi	13	5
published, mouse wells	188	multi	16	2
published, mouse wells	188	multi	17	5
published, mouse wells	188	multi	18	1
published, mouse wells	188	multi	19	10
published, mouse wells	188	multi	20	30
published, mouse wells	188	single	1	141246
published, mouse wells	188	single	2	5519
published, mouse wells	188	single	3	241
published, mouse wells	188	single	4	15
published, mouse wells	188	single	6	3
published, mouse wells	188	single	13	1
published, mouse wells	188	single	16	2
published, mouse wells	188	single	20	10
published, mouse wells	190	multi	1	6460
published, mouse wells	190	multi	2	8420
published, mouse wells	190	multi	3	3579
published, mouse wells	190	multi	4	3047
published, mouse wells	190	multi	5	1223
published, mouse wells	190	multi	6	1172
published, mouse wells	190	multi	7	370
published, mouse wells	190	multi	8	269
published, mouse wells	190	multi	9	450
published, mouse wells	190	multi	10	91
published, mouse wells	190	multi	11	54
published, mouse wells	190	multi	12	21
published, mouse wells	190	multi	13	2
published, mouse wells	190	multi	14	1
published, mouse wells	190	multi	18	1
published, mouse wells	190	multi	20	56
published, mouse wells	190	single	1	177426
published, mouse wells	190	single	2	6645
published, mouse wells	190	single	3	310
published, mouse wells	190	single	4	2
published, mouse wells	190	single	8	2
published, mouse wells	190	single	14	1
published, mouse wells	190	single	15	4
published, mouse wells	190	single	20	52
published, mouse wells	194	multi	1	1144
published, mouse wells	194	multi	2	1754
published, mouse wells	194	multi	3	730
published, mouse wells	194	multi	4	797
published, mouse wells	194	multi	5	280
published, mouse wells	194	multi	6	234
published, mouse wells	194	multi	7	78
published, mouse wells	194	multi	8	44
published, mouse wells	194	multi	9	158
published, mouse wells	194	multi	10	49
published, mouse wells	194	multi	11	6
published, mouse wells	194	multi	12	5
published, mouse wells	194	multi	13	3
published, mouse wells	194	multi	15	1
published, mouse wells	194	multi	18	3
published, mouse wells	194	multi	19	5
published, mouse wells	194	multi	20	1
published, mouse wells	194	single	1	25042
published, mouse wells	194	single	2	1776
published, mouse wells	194	single	3	52
published, mouse wells	194	single	4	2
published, mouse wells	194	single	7	2
published, mouse wells	194	single	20	6
published, mouse wells	196	multi	1	2348
published, mouse wells	196	multi	2	3359
published, mouse wells	196	multi	3	1714
published, mouse wells	196	multi	4	2222
published, mouse wells	196	multi	5	655
published, mouse wells	196	multi	6	738
published, mouse wells	196	multi	7	168
published, mouse wells	196	multi	8	93
published, mouse wells	196	multi	9	252
published, mouse wells	196	multi	10	73
published, mouse wells	196	multi	11	9
published, mouse wells	196	multi	12	22
published, mouse wells	196	multi	13	2
published, mouse wells	196	multi	17	1
published, mouse wells	196	multi	18	5
published, mouse wells	196	multi	19	1
published, mouse wells	196	multi	20	8
published, mouse wells	196	single	1	67338
published, mouse wells	196	single	2	3305
published, mouse wells	196	single	3	119
published, mouse wells	196	single	4	7
published, mouse wells	196	single	20	11
published, mouse wells	198	multi	1	4975
published, mouse wells	198	multi	2	5851
published, mouse wells	198	multi	3	3032
published, mouse wells	198	multi	4	2071
published, mouse wells	198	multi	5	1027
published, mouse wells	198	multi	6	858
published, mouse wells	198	multi	7	238
published, mouse wells	198	multi	8	209
published, mouse wells	198	multi	9	218
published, mouse wells	198	multi	10	50
published, mouse wells	198	multi	11	34
published, mouse wells	198	multi	12	20
published, mouse wells	198	multi	13	2
published, mouse wells	198	multi	15	1
published, mouse wells	198	multi	18	26
published, mouse wells	198	multi	19	2
published, mouse wells	198	multi	20	25
published, mouse wells	198	single	1	126643
published, mouse wells	198	single	2	4077
published, mouse wells	198	single	3	135
published, mouse wells	198	single	4	2
published, mouse wells	198	single	7	1
published, mouse wells	198	single	9	4
published, mouse wells	198	single	12	4
published, mouse wells	198	single	19	2
published, mouse wells	198	single	20	24
published, mouse wells	200	multi	1	5992
published, mouse wells	200	multi	2	7716
published, mouse wells	200	multi	3	3243
published, mouse wells	200	multi	4	3250
published, mouse wells	200	multi	5	1384
published, mouse wells	200	multi	6	1264
published, mouse wells	200	multi	7	366
published, mouse wells	200	multi	8	191
published, mouse wells	200	multi	9	400
published, mouse wells	200	multi	10	70
published, mouse wells	200	multi	11	58
published, mouse wells	200	multi	12	18
published, mouse wells	200	multi	13	13
published, mouse wells	200	multi	18	12
published, mouse wells	200	multi	19	7
published, mouse wells	200	multi	20	40
published, mouse wells	200	single	1	163701
published, mouse wells	200	single	2	5996
published, mouse wells	200	single	3	255
published, mouse wells	200	single	4	2
published, mouse wells	200	single	6	4
published, mouse wells	200	single	10	3
published, mouse wells	200	single	18	1
published, mouse wells	200	single	20	4
published, mouse wells	202	multi	1	14274
published, mouse wells	202	multi	2	19137
published, mouse wells	202	multi	3	8785
published, mouse wells	202	multi	4	7945
published, mouse wells	202	multi	5	3034
published, mouse wells	202	multi	6	3171
published, mouse wells	202	multi	7	876
published, mouse wells	202	multi	8	683
published, mouse wells	202	multi	9	1162
published, mouse wells	202	multi	10	241
published, mouse wells	202	multi	11	158
published, mouse wells	202	multi	12	45
published, mouse wells	202	multi	13	13
published, mouse wells	202	multi	14	3
published, mouse wells	202	multi	18	10
published, mouse wells	202	multi	19	21
published, mouse wells	202	multi	20	64
published, mouse wells	202	single	1	423797
published, mouse wells	202	single	2	15388
published, mouse wells	202	single	3	705
published, mouse wells	202	single	4	10
published, mouse wells	202	single	5	6
published, mouse wells	202	single	6	1
published, mouse wells	202	single	7	1
published, mouse wells	202	single	9	5
published, mouse wells	202	single	15	1
published, mouse wells	202	single	16	1
published, mouse wells	202	single	17	1
published, mouse wells	202	single	19	7
published, mouse wells	202	single	20	61
published, mouse wells	204	multi	1	4737
published, mouse wells	204	multi	2	5856
published, mouse wells	204	multi	3	3038
published, mouse wells	204	multi	4	3460
published, mouse wells	204	multi	5	1040
published, mouse wells	204	multi	6	1640
published, mouse wells	204	multi	7	300
published, mouse wells	204	multi	8	276
published, mouse wells	204	multi	9	904
published, mouse wells	204	multi	10	34
published, mouse wells	204	multi	11	22
published, mouse wells	204	multi	12	9
published, mouse wells	204	multi	13	14
published, mouse wells	204	multi	14	3
published, mouse wells	204	multi	17	2
published, mouse wells	204	multi	20	28
published, mouse wells	204	single	1	154648
published, mouse wells	204	single	2	6001
published, mouse wells	204	single	3	363
published, mouse wells	204	single	10	2
published, mouse wells	204	single	20	5
published, mouse wells	208	multi	1	7101
published, mouse wells	208	multi	2	9288
published, mouse wells	208	multi	3	4760
published, mouse wells	208	multi	4	6888
published, mouse wells	208	multi	5	2011
published, mouse wells	208	multi	6	2684
published, mouse wells	208	multi	7	375
published, mouse wells	208	multi	8	280
published, mouse wells	208	multi	9	1090
published, mouse wells	208	multi	10	135
published, mouse wells	208	multi	11	43
published, mouse wells	208	multi	12	17
published, mouse wells	208	multi	13	9
published, mouse wells	208	multi	18	3
published, mouse wells	208	multi	19	6
published, mouse wells	208	multi	20	24
published, mouse wells	208	single	1	236970
published, mouse wells	208	single	2	9107
published, mouse wells	208	single	3	477
published, mouse wells	208	single	4	10
published, mouse wells	208	single	5	2
published, mouse wells	208	single	8	2
published, mouse wells	208	single	19	7
published, mouse wells	208	single	20	34
published, mouse wells	210	multi	1	8167
published, mouse wells	210	multi	2	11884
published, mouse wells	210	multi	3	4981
published, mouse wells	210	multi	4	5151
published, mouse wells	210	multi	5	1855
published, mouse wells	210	multi	6	1982
published, mouse wells	210	multi	7	426
published, mouse wells	210	multi	8	420
published, mouse wells	210	multi	9	680
published, mouse wells	210	multi	10	105
published, mouse wells	210	multi	11	70
published, mouse wells	210	multi	12	47
published, mouse wells	210	multi	13	13
published, mouse wells	210	multi	14	2
published, mouse wells	210	multi	18	7
published, mouse wells	210	multi	19	9
published, mouse wells	210	multi	20	60
published, mouse wells	210	single	1	265278
published, mouse wells	210	single	2	9577
published, mouse wells	210	single	3	410
published, mouse wells	210	single	4	10
published, mouse wells	210	single	6	2
published, mouse wells	210	single	10	1
published, mouse wells	210	single	19	2
published, mouse wells	210	single	20	45
published, mouse wells	214	multi	1	1707
published, mouse wells	214	multi	2	2249
published, mouse wells	214	multi	3	1083
published, mouse wells	214	multi	4	769
published, mouse wells	214	multi	5	400
published, mouse wells	214	multi	6	323
published, mouse wells	214	multi	7	125
published, mouse wells	214	multi	8	75
published, mouse wells	214	multi	9	129
published, mouse wells	214	multi	10	26
published, mouse wells	214	multi	11	4
published, mouse wells	214	multi	12	9
published, mouse wells	214	multi	13	3
published, mouse wells	214	multi	16	1
published, mouse wells	214	multi	17	1
published, mouse wells	214	multi	19	1
published, mouse wells	214	multi	20	7
published, mouse wells	214	single	1	46511
published, mouse wells	214	single	2	1784
published, mouse wells	214	single	3	79
published, mouse wells	214	single	20	3
published, mouse wells	215	multi	1	3786
published, mouse wells	215	multi	2	4549
published, mouse wells	215	multi	3	2015
published, mouse wells	215	multi	4	2121
published, mouse wells	215	multi	5	764
published, mouse wells	215	multi	6	640
published, mouse wells	215	multi	7	165
published, mouse wells	215	multi	8	138
published, mouse wells	215	multi	9	276
published, mouse wells	215	multi	10	27
published, mouse wells	215	multi	11	18
published, mouse wells	215	multi	12	6
published, mouse wells	215	multi	13	13
published, mouse wells	215	multi	18	1
published, mouse wells	215	multi	19	1
published, mouse wells	215	multi	20	4
published, mouse wells	215	single	1	116011
published, mouse wells	215	single	2	4019
published, mouse wells	215	single	3	184
published, mouse wells	215	single	4	1
published, mouse wells	215	single	6	1
published, mouse wells	215	single	8	1
published, mouse wells	215	single	20	5
published, mouse wells	218	multi	1	6319
published, mouse wells	218	multi	2	8169
published, mouse wells	218	multi	3	4150
published, mouse wells	218	multi	4	5317
published, mouse wells	218	multi	5	1819
published, mouse wells	218	multi	6	1550
published, mouse wells	218	multi	7	391
published, mouse wells	218	multi	8	290
published, mouse wells	218	multi	9	631
published, mouse wells	218	multi	10	88
published, mouse wells	218	multi	11	39
published, mouse wells	218	multi	12	16
published, mouse wells	218	multi	13	3
published, mouse wells	218	multi	14	1
published, mouse wells	218	multi	17	5
published, mouse wells	218	multi	18	3
published, mouse wells	218	multi	19	9
published, mouse wells	218	multi	20	32
published, mouse wells	218	single	1	211565
published, mouse wells	218	single	2	7866
published, mouse wells	218	single	3	338
published, mouse wells	218	single	4	12
published, mouse wells	218	single	9	1
published, mouse wells	218	single	16	1
published, mouse wells	218	single	20	25
published, mouse wells	220	multi	1	10316
published, mouse wells	220	multi	2	14695
published, mouse wells	220	multi	3	6699
published, mouse wells	220	multi	4	6103
published, mouse wells	220	multi	5	2451
published, mouse wells	220	multi	6	2446
published, mouse wells	220	multi	7	611
published, mouse wells	220	multi	8	533
published, mouse wells	220	multi	9	1229
published, mouse wells	220	multi	10	133
published, mouse wells	220	multi	11	39
published, mouse wells	220	multi	12	29
published, mouse wells	220	multi	13	11
published, mouse wells	220	multi	14	4
published, mouse wells	220	multi	16	1
published, mouse wells	220	multi	18	2
published, mouse wells	220	multi	19	19
published, mouse wells	220	multi	20	36
published, mouse wells	220	single	1	347204
published, mouse wells	220	single	2	13017
published, mouse wells	220	single	3	487
published, mouse wells	220	single	4	18
published, mouse wells	220	single	11	2
published, mouse wells	220	single	12	1
published, mouse wells	220	single	14	11
published, mouse wells	220	single	15	1
published, mouse wells	220	single	17	1
published, mouse wells	220	single	19	4
published, mouse wells	220	single	20	44
published, mouse wells	222	multi	1	7786
published, mouse wells	222	multi	2	11715
published, mouse wells	222	multi	3	4963
published, mouse wells	222	multi	4	3673
published, mouse wells	222	multi	5	1574
published, mouse wells	222	multi	6	1518
published, mouse wells	222	multi	7	460
published, mouse wells	222	multi	8	351
published, mouse wells	222	multi	9	490
published, mouse wells	222	multi	10	137
published, mouse wells	222	multi	11	58
published, mouse wells	222	multi	12	34
published, mouse wells	222	multi	13	7
published, mouse wells	222	multi	14	8
published, mouse wells	222	multi	15	2
published, mouse wells	222	multi	16	2
published, mouse wells	222	multi	18	3
published, mouse wells	222	multi	19	4
published, mouse wells	222	multi	20	35
published, mouse wells	222	single	1	222261
published, mouse wells	222	single	2	7711
published, mouse wells	222	single	3	315
published, mouse wells	222	single	4	12
published, mouse wells	222	single	5	2
published, mouse wells	222	single	7	1
published, mouse wells	222	single	8	1
published, mouse wells	222	single	9	2
published, mouse wells	222	single	10	2
published, mouse wells	222	single	13	4
published, mouse wells	222	single	14	1
published, mouse wells	222	single	15	3
published, mouse wells	222	single	16	3
published, mouse wells	222	single	19	3
published, mouse wells	222	single	20	33
published, mouse wells	224	multi	1	1973
published, mouse wells	224	multi	2	3661
published, mouse wells	224	multi	3	1451
published, mouse wells	224	multi	4	991
published, mouse wells	224	multi	5	537
published, mouse wells	224	multi	6	426
published, mouse wells	224	multi	7	177
published, mouse wells	224	multi	8	103
published, mouse wells	224	multi	9	123
published, mouse wells	224	multi	10	35
published, mouse wells	224	multi	11	9
published, mouse wells	224	multi	12	5
published, mouse wells	224	multi	13	1
published, mouse wells	224	multi	19	1
published, mouse wells	224	multi	20	13
published, mouse wells	224	single	1	45201
published, mouse wells	224	single	2	1872
published, mouse wells	224	single	3	95
published, mouse wells	224	single	4	6
published, mouse wells	224	single	18	2
published, mouse wells	224	single	20	4
published, mouse wells	226	multi	1	4044
published, mouse wells	226	multi	2	6434
published, mouse wells	226	multi	3	2884
published, mouse wells	226	multi	4	2028
published, mouse wells	226	multi	5	887
published, mouse wells	226	multi	6	735
published, mouse wells	226	multi	7	269
published, mouse wells	226	multi	8	201
published, mouse wells	226	multi	9	213
published, mouse wells	226	multi	10	107
published, mouse wells	226	multi	11	41
published, mouse wells	226	multi	12	22
published, mouse wells	226	multi	13	1
published, mouse wells	226	multi	20	21
published, mouse wells	226	single	1	87616
published, mouse wells	226	single	2	3411
published, mouse wells	226	single	3	86
published, mouse wells	226	single	14	2
published, mouse wells	226	single	20	4
published, mouse wells	228	multi	1	1003
published, mouse wells	228	multi	2	1764
published, mouse wells	228	multi	3	919
published, mouse wells	228	multi	4	583
published, mouse wells	228	multi	5	312
published, mouse wells	228	multi	6	200
published, mouse wells	228	multi	7	95
published, mouse wells	228	multi	8	87
published, mouse wells	228	multi	9	51
published, mouse wells	228	multi	10	31
published, mouse wells	228	multi	11	20
published, mouse wells	228	multi	12	3
published, mouse wells	228	multi	13	3
published, mouse wells	228	multi	20	24
published, mouse wells	228	single	1	18168
published, mouse wells	228	single	2	764
published, mouse wells	228	single	3	51
published, mouse wells	228	single	20	2
published, mouse wells	230	multi	1	2555
published, mouse wells	230	multi	2	3391
published, mouse wells	230	multi	3	1705
published, mouse wells	230	multi	4	1394
published, mouse wells	230	multi	5	567
published, mouse wells	230	multi	6	516
published, mouse wells	230	multi	7	150
published, mouse wells	230	multi	8	134
published, mouse wells	230	multi	9	181
published, mouse wells	230	multi	10	45
published, mouse wells	230	multi	11	19
published, mouse wells	230	multi	12	11
published, mouse wells	230	multi	13	4
published, mouse wells	230	multi	15	2
published, mouse wells	230	multi	18	2
published, mouse wells	230	multi	19	4
published, mouse wells	230	multi	20	38
published, mouse wells	230	single	1	63962
published, mouse wells	230	single	2	2413
published, mouse wells	230	single	3	72
published, mouse wells	230	single	20	18
published, mouse wells	232	multi	1	3362
published, mouse wells	232	multi	2	4669
published, mouse wells	232	multi	3	2284
published, mouse wells	232	multi	4	2847
published, mouse wells	232	multi	5	904
published, mouse wells	232	multi	6	1084
published, mouse wells	232	multi	7	236
published, mouse wells	232	multi	8	106
published, mouse wells	232	multi	9	301
published, mouse wells	232	multi	10	42
published, mouse wells	232	multi	11	8
published, mouse wells	232	multi	12	12
published, mouse wells	232	multi	13	1
published, mouse wells	232	multi	14	1
published, mouse wells	232	multi	15	1
published, mouse wells	232	multi	20	25
published, mouse wells	232	single	1	113458
published, mouse wells	232	single	2	4329
published, mouse wells	232	single	3	196
published, mouse wells	232	single	4	1
published, mouse wells	232	single	8	1
published, mouse wells	232	single	11	1
published, mouse wells	232	single	14	2
published, mouse wells	232	single	16	5
published, mouse wells	232	single	20	30
published, mouse wells	234	multi	1	5377
published, mouse wells	234	multi	2	7253
published, mouse wells	234	multi	3	3734
published, mouse wells	234	multi	4	3876
published, mouse wells	234	multi	5	1338
published, mouse wells	234	multi	6	1254
published, mouse wells	234	multi	7	407
published, mouse wells	234	multi	8	221
published, mouse wells	234	multi	9	538
published, mouse wells	234	multi	10	74
published, mouse wells	234	multi	11	25
published, mouse wells	234	multi	12	24
published, mouse wells	234	multi	18	2
published, mouse wells	234	multi	19	2
published, mouse wells	234	multi	20	26
published, mouse wells	234	single	1	180661
published, mouse wells	234	single	2	6385
published, mouse wells	234	single	3	387
published, mouse wells	234	single	4	8
published, mouse wells	234	single	14	2
published, mouse wells	234	single	20	23
published, mouse wells	236	multi	1	1922
published, mouse wells	236	multi	2	2735
published, mouse wells	236	multi	3	1262
published, mouse wells	236	multi	4	1000
published, mouse wells	236	multi	5	424
published, mouse wells	236	multi	6	397
published, mouse wells	236	multi	7	113
published, mouse wells	236	multi	8	101
published, mouse wells	236	multi	9	118
published, mouse wells	236	multi	10	22
published, mouse wells	236	multi	11	25
published, mouse wells	236	multi	12	5
published, mouse wells	236	multi	20	7
published, mouse wells	236	single	1	47818
published, mouse wells	236	single	2	1753
published, mouse wells	236	single	3	55
published, mouse wells	236	single	6	2
published, mouse wells	236	single	20	4
published, mouse wells	238	multi	1	896
published, mouse wells	238	multi	2	1207
published, mouse wells	238	multi	3	631
published, mouse wells	238	multi	4	444
published, mouse wells	238	multi	5	196
published, mouse wells	238	multi	6	145
published, mouse wells	238	multi	7	33
published, mouse wells	238	multi	8	27
published, mouse wells	238	multi	9	50
published, mouse wells	238	multi	10	10
published, mouse wells	238	multi	11	2
published, mouse wells	238	multi	13	1
published, mouse wells	238	multi	18	1
published, mouse wells	238	multi	20	3
published, mouse wells	238	single	1	29477
published, mouse wells	238	single	2	984
published, mouse wells	238	single	3	27
published, mouse wells	238	single	8	4
published, mouse wells	238	single	12	2
published, mouse wells	238	single	13	4
published, mouse wells	238	single	15	1
published, mouse wells	242	multi	1	5940
published, mouse wells	242	multi	2	8132
published, mouse wells	242	multi	3	3241
published, mouse wells	242	multi	4	4347
published, mouse wells	242	multi	5	1078
published, mouse wells	242	multi	6	1312
published, mouse wells	242	multi	7	347
published, mouse wells	242	multi	8	225
published, mouse wells	242	multi	9	363
published, mouse wells	242	multi	10	72
published, mouse wells	242	multi	11	42
published, mouse wells	242	multi	12	14
published, mouse wells	242	multi	13	12
published, mouse wells	242	multi	16	1
published, mouse wells	242	multi	18	12
published, mouse wells	242	multi	20	37
published, mouse wells	242	single	1	156963
published, mouse wells	242	single	2	5995
published, mouse wells	242	single	3	262
published, mouse wells	242	single	4	1
published, mouse wells	242	single	8	1
published, mouse wells	242	single	17	7
published, mouse wells	242	single	20	20
published, mouse wells	244	multi	1	7094
published, mouse wells	244	multi	2	9317
published, mouse wells	244	multi	3	4260
published, mouse wells	244	multi	4	3408
published, mouse wells	244	multi	5	1551
