dataset	cell	class	ngenes	reads
published, mouse wells	034	multi	11	47
published, mouse wells	034	multi	12	21
published, mouse wells	034	multi	18	6
published, mouse wells	034	multi	19	8
published, mouse wells	034	multi	20	44
published, mouse wells	034	single	1	118782
published, mouse wells	034	single	2	4217
published, mouse wells	034	single	3	205
published, mouse wells	034	single	4	12
published, mouse wells	034	single	7	2
published, mouse wells	034	single	9	2
published, mouse wells	034	single	12	1
published, mouse wells	034	single	14	1
published, mouse wells	034	single	15	1
published, mouse wells	034	single	16	3
published, mouse wells	034	single	20	27
published, mouse wells	036	multi	1	6880
published, mouse wells	036	multi	2	9146
published, mouse wells	036	multi	3	4401
published, mouse wells	036	multi	4	3230
published, mouse wells	036	multi	5	1392
published, mouse wells	036	multi	6	1556
published, mouse wells	036	multi	7	383
published, mouse wells	036	multi	8	300
published, mouse wells	036	multi	9	616
published, mouse wells	036	multi	10	85
published, mouse wells	036	multi	11	40
published, mouse wells	036	multi	12	24
published, mouse wells	036	multi	13	11
published, mouse wells	036	multi	18	2
published, mouse wells	036	multi	19	3
published, mouse wells	036	multi	20	31
published, mouse wells	036	single	1	213095
published, mouse wells	036	single	2	7762
published, mouse wells	036	single	3	328
published, mouse wells	036	single	4	4
published, mouse wells	036	single	6	1
published, mouse wells	036	single	14	4
published, mouse wells	036	single	15	3
published, mouse wells	036	single	16	1
published, mouse wells	036	single	17	6
published, mouse wells	036	single	20	78
published, mouse wells	038	multi	1	2244
published, mouse wells	038	multi	2	2275
published, mouse wells	038	multi	3	1087
published, mouse wells	038	multi	4	871
published, mouse wells	038	multi	5	408
published, mouse wells	038	multi	6	382
published, mouse wells	038	multi	7	75
published, mouse wells	038	multi	8	47
published, mouse wells	038	multi	9	166
published, mouse wells	038	multi	10	18
published, mouse wells	038	multi	11	10
published, mouse wells	038	multi	12	4
published, mouse wells	038	multi	13	4
published, mouse wells	038	multi	18	1
published, mouse wells	038	multi	20	8
published, mouse wells	038	single	1	70795
published, mouse wells	038	single	2	2332
published, mouse wells	038	single	3	93
published, mouse wells	038	single	4	4
published, mouse wells	038	single	10	1
published, mouse wells	038	single	12	1
published, mouse wells	038	single	13	6
published, mouse wells	038	single	14	1
published, mouse wells	038	single	17	5
published, mouse wells	038	single	19	4
published, mouse wells	038	single	20	6
published, mouse wells	040	multi	1	1012
published, mouse wells	040	multi	2	1252
published, mouse wells	040	multi	3	515
published, mouse wells	040	multi	4	501
published, mouse wells	040	multi	5	223
published, mouse wells	040	multi	6	208
published, mouse wells	040	multi	7	45
published, mouse wells	040	multi	8	36
published, mouse wells	040	multi	9	76
published, mouse wells	040	multi	10	19
published, mouse wells	040	multi	11	1
published, mouse wells	040	multi	12	1
published, mouse wells	040	multi	20	6
published, mouse wells	040	single	1	28390
published, mouse wells	040	single	2	983
published, mouse wells	040	single	3	53
published, mouse wells	040	single	4	1
published, mouse wells	040	single	12	2
published, mouse wells	040	single	20	2
published, mouse wells	042	multi	1	2349
published, mouse wells	042	multi	2	3288
published, mouse wells	042	multi	3	1593
published, mouse wells	042	multi	4	2075
published, mouse wells	042	multi	5	695
published, mouse wells	042	multi	6	909
published, mouse wells	042	multi	7	166
published, mouse wells	042	multi	8	81
published, mouse wells	042	multi	9	308
published, mouse wells	042	multi	10	8
published, mouse wells	042	multi	11	19
published, mouse wells	042	multi	12	3
published, mouse wells	042	multi	13	8
published, mouse wells	042	multi	18	3
published, mouse wells	042	multi	20	6
published, mouse wells	042	single	1	82801
published, mouse wells	042	single	2	3006
published, mouse wells	042	single	3	123
published, mouse wells	042	single	4	1
published, mouse wells	042	single	20	8
published, mouse wells	044	multi	1	3260
published, mouse wells	044	multi	2	5334
published, mouse wells	044	multi	3	2182
published, mouse wells	044	multi	4	1850
published, mouse wells	044	multi	5	780
published, mouse wells	044	multi	6	667
published, mouse wells	044	multi	7	207
published, mouse wells	044	multi	8	119
published, mouse wells	044	multi	9	305
published, mouse wells	044	multi	10	53
published, mouse wells	044	multi	11	22
published, mouse wells	044	multi	12	11
published, mouse wells	044	multi	13	2
published, mouse wells	044	multi	15	1
published, mouse wells	044	multi	17	1
published, mouse wells	044	multi	20	20
published, mouse wells	044	single	1	103502
published, mouse wells	044	single	2	3779
published, mouse wells	044	single	3	165
published, mouse wells	044	single	4	7
published, mouse wells	044	single	10	2
published, mouse wells	044	single	20	28
published, mouse wells	046	multi	1	2052
published, mouse wells	046	multi	2	3977
published, mouse wells	046	multi	3	1916
published, mouse wells	046	multi	4	1457
published, mouse wells	046	multi	5	671
published, mouse wells	046	multi	6	401
published, mouse wells	046	multi	7	180
published, mouse wells	046	multi	8	198
published, mouse wells	046	multi	9	156
published, mouse wells	046	multi	10	70
published, mouse wells	046	multi	11	34
published, mouse wells	046	multi	12	9
published, mouse wells	046	multi	18	2
published, mouse wells	046	multi	19	2
published, mouse wells	046	multi	20	36
published, mouse wells	046	single	1	29934
published, mouse wells	046	single	2	1566
published, mouse wells	046	single	3	18
published, mouse wells	046	single	14	2
published, mouse wells	050	multi	1	2506
published, mouse wells	050	multi	2	4022
published, mouse wells	050	multi	3	2044
published, mouse wells	050	multi	4	1437
published, mouse wells	050	multi	5	697
published, mouse wells	050	multi	6	503
published, mouse wells	050	multi	7	189
published, mouse wells	050	multi	8	99
published, mouse wells	050	multi	9	190
published, mouse wells	050	multi	10	37
published, mouse wells	050	multi	11	21
published, mouse wells	050	multi	12	20
published, mouse wells	050	multi	19	1
published, mouse wells	050	multi	20	27
published, mouse wells	050	single	1	62228
published, mouse wells	050	single	2	2474
published, mouse wells	050	single	3	89
published, mouse wells	050	single	20	2
published, mouse wells	054	multi	1	1658
published, mouse wells	054	multi	2	2077
published, mouse wells	054	multi	3	833
published, mouse wells	054	multi	4	782
published, mouse wells	054	multi	5	316
published, mouse wells	054	multi	6	270
published, mouse wells	054	multi	7	51
published, mouse wells	054	multi	8	41
published, mouse wells	054	multi	9	85
published, mouse wells	054	multi	10	14
published, mouse wells	054	multi	11	20
published, mouse wells	054	multi	12	8
published, mouse wells	054	multi	13	3
published, mouse wells	054	multi	20	3
published, mouse wells	054	single	1	46994
published, mouse wells	054	single	2	1870
published, mouse wells	054	single	3	101
published, mouse wells	054	single	18	1
published, mouse wells	054	single	19	1
published, mouse wells	054	single	20	11
published, mouse wells	056	multi	1	15277
published, mouse wells	056	multi	2	21554
published, mouse wells	056	multi	3	10786
published, mouse wells	056	multi	4	22359
published, mouse wells	056	multi	5	5257
published, mouse wells	056	multi	6	6651
published, mouse wells	056	multi	7	1052
published, mouse wells	056	multi	8	677
published, mouse wells	056	multi	9	2930
published, mouse wells	056	multi	10	270
published, mouse wells	056	multi	11	163
published, mouse wells	056	multi	12	52
published, mouse wells	056	multi	13	107
published, mouse wells	056	multi	14	9
published, mouse wells	056	multi	15	1
published, mouse wells	056	multi	16	2
published, mouse wells	056	multi	18	14
published, mouse wells	056	multi	19	2
published, mouse wells	056	multi	20	58
published, mouse wells	056	single	1	521926
published, mouse wells	056	single	2	22710
published, mouse wells	056	single	3	1254
published, mouse wells	056	single	4	71
published, mouse wells	056	single	5	9
published, mouse wells	056	single	6	23
published, mouse wells	056	single	8	7
published, mouse wells	056	single	9	1
published, mouse wells	056	single	11	2
published, mouse wells	056	single	13	9
published, mouse wells	056	single	14	2
published, mouse wells	056	single	15	2
published, mouse wells	056	single	18	8
published, mouse wells	056	single	19	5
published, mouse wells	056	single	20	2
published, mouse wells	058	multi	1	2517
published, mouse wells	058	multi	2	3635
published, mouse wells	058	multi	3	1850
published, mouse wells	058	multi	4	1378
published, mouse wells	058	multi	5	583
published, mouse wells	058	multi	6	429
published, mouse wells	058	multi	7	202
published, mouse wells	058	multi	8	143
published, mouse wells	058	multi	9	114
published, mouse wells	058	multi	10	47
published, mouse wells	058	multi	11	36
published, mouse wells	058	multi	12	10
published, mouse wells	058	multi	13	1
published, mouse wells	058	multi	14	1
published, mouse wells	058	multi	18	6
published, mouse wells	058	multi	19	8
published, mouse wells	058	multi	20	8
published, mouse wells	058	single	1	74001
published, mouse wells	058	single	2	2588
published, mouse wells	058	single	3	124
published, mouse wells	058	single	4	4
published, mouse wells	058	single	5	8
published, mouse wells	058	single	9	4
published, mouse wells	058	single	15	6
published, mouse wells	058	single	17	2
published, mouse wells	058	single	19	3
published, mouse wells	058	single	20	3
published, mouse wells	060	multi	1	4937
published, mouse wells	060	multi	2	6167
published, mouse wells	060	multi	3	3411
published, mouse wells	060	multi	4	3058
published, mouse wells	060	multi	5	1003
published, mouse wells	060	multi	6	1055
published, mouse wells	060	multi	7	246
published, mouse wells	060	multi	8	187
published, mouse wells	060	multi	9	551
published, mouse wells	060	multi	10	43
published, mouse wells	060	multi	11	41
published, mouse wells	060	multi	12	24
published, mouse wells	060	multi	13	2
published, mouse wells	060	multi	18	3
published, mouse wells	060	multi	19	10
published, mouse wells	060	multi	20	46
published, mouse wells	060	single	1	176373
published, mouse wells	060	single	2	6330
published, mouse wells	060	single	3	273
published, mouse wells	060	single	4	8
published, mouse wells	060	single	5	1
published, mouse wells	060	single	8	11
published, mouse wells	060	single	9	1
published, mouse wells	060	single	14	4
published, mouse wells	060	single	20	31
published, mouse wells	062	multi	1	5127
published, mouse wells	062	multi	2	6501
published, mouse wells	062	multi	3	2923
published, mouse wells	062	multi	4	2525
published, mouse wells	062	multi	5	1144
published, mouse wells	062	multi	6	1078
published, mouse wells	062	multi	7	236
published, mouse wells	062	multi	8	214
published, mouse wells	062	multi	9	376
published, mouse wells	062	multi	10	52
published, mouse wells	062	multi	11	15
published, mouse wells	062	multi	12	25
published, mouse wells	062	multi	13	10
published, mouse wells	062	multi	14	5
published, mouse wells	062	multi	18	3
published, mouse wells	062	multi	19	4
published, mouse wells	062	multi	20	12
published, mouse wells	062	single	1	163228
published, mouse wells	062	single	2	5886
published, mouse wells	062	single	3	311
published, mouse wells	062	single	5	10
published, mouse wells	062	single	7	7
published, mouse wells	062	single	8	3
published, mouse wells	062	single	12	7
published, mouse wells	062	single	14	6
published, mouse wells	062	single	20	6
published, mouse wells	064	multi	1	5842
published, mouse wells	064	multi	2	6688
published, mouse wells	064	multi	3	2846
published, mouse wells	064	multi	4	2249
published, mouse wells	064	multi	5	928
published, mouse wells	064	multi	6	842
published, mouse wells	064	multi	7	250
published, mouse wells	064	multi	8	173
published, mouse wells	064	multi	9	302
published, mouse wells	064	multi	10	86
published, mouse wells	064	multi	11	30
published, mouse wells	064	multi	12	27
published, mouse wells	064	multi	13	2
published, mouse wells	064	multi	14	3
published, mouse wells	064	multi	17	5
published, mouse wells	064	multi	18	9
published, mouse wells	064	multi	20	23
published, mouse wells	064	single	1	131065
published, mouse wells	064	single	2	4446
published, mouse wells	064	single	3	173
published, mouse wells	064	single	4	1
published, mouse wells	064	single	12	1
published, mouse wells	064	single	14	2
published, mouse wells	064	single	15	4
published, mouse wells	064	single	17	3
published, mouse wells	064	single	18	10
published, mouse wells	064	single	20	14
published, mouse wells	066	multi	1	8102
published, mouse wells	066	multi	2	11410
published, mouse wells	066	multi	3	5153
published, mouse wells	066	multi	4	4805
published, mouse wells	066	multi	5	1793
published, mouse wells	066	multi	6	1703
published, mouse wells	066	multi	7	488
published, mouse wells	066	multi	8	317
published, mouse wells	066	multi	9	592
published, mouse wells	066	multi	10	139
published, mouse wells	066	multi	11	71
published, mouse wells	066	multi	12	16
published, mouse wells	066	multi	13	5
published, mouse wells	066	multi	14	1
published, mouse wells	066	multi	15	5
published, mouse wells	066	multi	18	2
published, mouse wells	066	multi	20	49
published, mouse wells	066	single	1	242642
published, mouse wells	066	single	2	9539
published, mouse wells	066	single	3	425
published, mouse wells	066	single	4	16
published, mouse wells	066	single	9	1
published, mouse wells	066	single	12	1
published, mouse wells	066	single	14	6
published, mouse wells	066	single	15	2
published, mouse wells	066	single	16	13
published, mouse wells	066	single	17	2
published, mouse wells	066	single	19	5
published, mouse wells	066	single	20	49
published, mouse wells	068	multi	1	3602
published, mouse wells	068	multi	2	5529
published, mouse wells	068	multi	3	2360
published, mouse wells	068	multi	4	2043
published, mouse wells	068	multi	5	862
published, mouse wells	068	multi	6	931
published, mouse wells	068	multi	7	204
published, mouse wells	068	multi	8	174
published, mouse wells	068	multi	9	312
published, mouse wells	068	multi	10	36
published, mouse wells	068	multi	11	34
published, mouse wells	068	multi	12	6
published, mouse wells	068	multi	13	3
published, mouse wells	068	multi	14	1
published, mouse wells	068	multi	15	2
published, mouse wells	068	multi	18	1
published, mouse wells	068	multi	20	45
published, mouse wells	068	single	1	107148
published, mouse wells	068	single	2	3832
published, mouse wells	068	single	3	150
published, mouse wells	068	single	4	2
published, mouse wells	068	single	18	3
published, mouse wells	068	single	20	9
published, mouse wells	070	multi	1	3797
published, mouse wells	070	multi	2	4234
published, mouse wells	070	multi	3	1634
published, mouse wells	070	multi	4	2205
published, mouse wells	070	multi	5	784
published, mouse wells	070	multi	6	755
published, mouse wells	070	multi	7	141
published, mouse wells	070	multi	8	95
published, mouse wells	070	multi	9	307
published, mouse wells	070	multi	10	39
published, mouse wells	070	multi	11	34
published, mouse wells	070	multi	12	10
published, mouse wells	070	multi	13	9
published, mouse wells	070	multi	20	43
published, mouse wells	070	single	1	100751
published, mouse wells	070	single	2	3907
published, mouse wells	070	single	3	183
published, mouse wells	070	single	4	3
published, mouse wells	070	single	6	1
published, mouse wells	070	single	14	1
published, mouse wells	070	single	20	4
published, mouse wells	076	multi	1	8571
published, mouse wells	076	multi	2	10554
published, mouse wells	076	multi	3	4583
published, mouse wells	076	multi	4	4110
published, mouse wells	076	multi	5	1531
published, mouse wells	076	multi	6	1553
published, mouse wells	076	multi	7	455
published, mouse wells	076	multi	8	252
published, mouse wells	076	multi	9	482
published, mouse wells	076	multi	10	91
published, mouse wells	076	multi	11	48
published, mouse wells	076	multi	12	13
published, mouse wells	076	multi	13	30
published, mouse wells	076	multi	15	1
published, mouse wells	076	multi	18	19
published, mouse wells	076	multi	20	23
published, mouse wells	076	single	1	241367
published, mouse wells	076	single	2	9063
published, mouse wells	076	single	3	369
published, mouse wells	076	single	4	4
published, mouse wells	076	single	5	7
published, mouse wells	076	single	6	9
published, mouse wells	076	single	7	8
published, mouse wells	076	single	8	7
published, mouse wells	076	single	9	4
published, mouse wells	076	single	10	8
published, mouse wells	076	single	11	4
published, mouse wells	076	single	13	7
published, mouse wells	076	single	14	6
published, mouse wells	076	single	15	8
published, mouse wells	076	single	16	2
published, mouse wells	076	single	17	1
published, mouse wells	076	single	18	8
published, mouse wells	076	single	19	6
published, mouse wells	076	single	20	73
published, mouse wells	078	multi	1	7140
published, mouse wells	078	multi	2	9672
published, mouse wells	078	multi	3	4481
published, mouse wells	078	multi	4	4333
published, mouse wells	078	multi	5	1422
published, mouse wells	078	multi	6	1604
published, mouse wells	078	multi	7	419
published, mouse wells	078	multi	8	267
published, mouse wells	078	multi	9	751
published, mouse wells	078	multi	10	123
published, mouse wells	078	multi	11	47
published, mouse wells	078	multi	12	24
published, mouse wells	078	multi	13	8
published, mouse wells	078	multi	18	4
published, mouse wells	078	multi	19	1
published, mouse wells	078	multi	20	33
published, mouse wells	078	single	1	213966
published, mouse wells	078	single	2	8419
published, mouse wells	078	single	3	398
published, mouse wells	078	single	4	3
published, mouse wells	078	single	8	1
published, mouse wells	078	single	14	7
published, mouse wells	078	single	15	6
published, mouse wells	078	single	20	31
published, mouse wells	080	multi	1	5742
published, mouse wells	080	multi	2	8312
published, mouse wells	080	multi	3	3820
published, mouse wells	080	multi	4	4440
published, mouse wells	080	multi	5	1320
published, mouse wells	080	multi	6	1607
published, mouse wells	080	multi	7	324
published, mouse wells	080	multi	8	224
published, mouse wells	080	multi	9	508
published, mouse wells	080	multi	10	69
published, mouse wells	080	multi	11	49
published, mouse wells	080	multi	12	22
published, mouse wells	080	multi	13	11
published, mouse wells	080	multi	18	2
published, mouse wells	080	multi	19	6
published, mouse wells	080	multi	20	21
published, mouse wells	080	single	1	187270
published, mouse wells	080	single	2	6697
published, mouse wells	080	single	3	257
published, mouse wells	080	single	4	21
published, mouse wells	080	single	16	1
published, mouse wells	080	single	17	1
published, mouse wells	080	single	19	12
published, mouse wells	080	single	20	22
published, mouse wells	082	multi	1	3348
published, mouse wells	082	multi	2	4914
published, mouse wells	082	multi	3	2547
published, mouse wells	082	multi	4	1630
published, mouse wells	082	multi	5	734
published, mouse wells	082	multi	6	627
published, mouse wells	082	multi	7	142
published, mouse wells	082	multi	8	172
published, mouse wells	082	multi	9	209
published, mouse wells	082	multi	10	40
published, mouse wells	082	multi	11	43
published, mouse wells	082	multi	12	16
published, mouse wells	082	multi	13	2
published, mouse wells	082	multi	19	14
published, mouse wells	082	multi	20	34
published, mouse wells	082	single	1	80346
published, mouse wells	082	single	2	2865
published, mouse wells	082	single	3	105
published, mouse wells	082	single	4	2
published, mouse wells	082	single	20	8
published, mouse wells	084	multi	1	2446
published, mouse wells	084	multi	2	4053
published, mouse wells	084	multi	3	1947
published, mouse wells	084	multi	4	1231
published, mouse wells	084	multi	5	615
published, mouse wells	084	multi	6	499
published, mouse wells	084	multi	7	186
published, mouse wells	084	multi	8	176
published, mouse wells	084	multi	9	185
published, mouse wells	084	multi	10	38
published, mouse wells	084	multi	11	33
published, mouse wells	084	multi	12	15
published, mouse wells	084	multi	14	1
published, mouse wells	084	multi	17	1
published, mouse wells	084	multi	18	5
published, mouse wells	084	multi	20	24
published, mouse wells	084	single	1	68575
published, mouse wells	084	single	2	2791
published, mouse wells	084	single	3	90
published, mouse wells	084	single	11	5
published, mouse wells	084	single	20	24
published, mouse wells	086	multi	1	3477
published, mouse wells	086	multi	2	5110
published, mouse wells	086	multi	3	2532
published, mouse wells	086	multi	4	1648
published, mouse wells	086	multi	5	730
published, mouse wells	086	multi	6	615
published, mouse wells	086	multi	7	237
published, mouse wells	086	multi	8	168
published, mouse wells	086	multi	9	202
published, mouse wells	086	multi	10	68
published, mouse wells	086	multi	11	21
published, mouse wells	086	multi	12	6
published, mouse wells	086	multi	14	1
published, mouse wells	086	multi	19	7
published, mouse wells	086	multi	20	37
published, mouse wells	086	single	1	104249
published, mouse wells	086	single	2	3633
published, mouse wells	086	single	3	106
published, mouse wells	086	single	4	4
published, mouse wells	086	single	12	1
published, mouse wells	086	single	15	1
published, mouse wells	086	single	20	5
published, mouse wells	088	multi	1	9822
published, mouse wells	088	multi	2	14687
published, mouse wells	088	multi	3	6574
published, mouse wells	088	multi	4	4839
published, mouse wells	088	multi	5	2008
published, mouse wells	088	multi	6	2180
published, mouse wells	088	multi	7	656
published, mouse wells	088	multi	8	457
published, mouse wells	088	multi	9	535
published, mouse wells	088	multi	10	129
published, mouse wells	088	multi	11	91
published, mouse wells	088	multi	12	50
published, mouse wells	088	multi	13	5
published, mouse wells	088	multi	14	4
published, mouse wells	088	multi	15	1
published, mouse wells	088	multi	17	6
published, mouse wells	088	multi	18	15
published, mouse wells	088	multi	19	12
published, mouse wells	088	multi	20	85
published, mouse wells	088	single	1	261325
published, mouse wells	088	single	2	9610
published, mouse wells	088	single	3	367
published, mouse wells	088	single	4	9
published, mouse wells	088	single	15	1
published, mouse wells	088	single	18	1
published, mouse wells	088	single	20	54
published, mouse wells	090	multi	1	12662
published, mouse wells	090	multi	2	17450
published, mouse wells	090	multi	3	7752
published, mouse wells	090	multi	4	10337
published, mouse wells	090	multi	5	3208
published, mouse wells	090	multi	6	3428
published, mouse wells	090	multi	7	697
published, mouse wells	090	multi	8	547
published, mouse wells	090	multi	9	1303
published, mouse wells	090	multi	10	166
published, mouse wells	090	multi	11	90
published, mouse wells	090	multi	12	13
published, mouse wells	090	multi	13	20
published, mouse wells	090	multi	14	4
published, mouse wells	090	multi	15	1
published, mouse wells	090	multi	18	1
published, mouse wells	090	multi	19	3
published, mouse wells	090	multi	20	58
published, mouse wells	090	single	1	389550
published, mouse wells	090	single	2	14942
published, mouse wells	090	single	3	699
published, mouse wells	090	single	4	50
published, mouse wells	090	single	6	2
published, mouse wells	090	single	7	3
published, mouse wells	090	single	8	5
published, mouse wells	090	single	9	1
published, mouse wells	090	single	10	2
published, mouse wells	090	single	11	10
published, mouse wells	090	single	12	5
published, mouse wells	090	single	14	2
published, mouse wells	090	single	20	42
published, mouse wells	092	multi	1	7569
published, mouse wells	092	multi	2	11303
published, mouse wells	092	multi	3	5297
published, mouse wells	092	multi	4	3537
published, mouse wells	092	multi	5	1493
published, mouse wells	092	multi	6	1564
published, mouse wells	092	multi	7	443
published, mouse wells	092	multi	8	359
published, mouse wells	092	multi	9	417
published, mouse wells	092	multi	10	121
published, mouse wells	092	multi	11	43
published, mouse wells	092	multi	12	17
published, mouse wells	092	multi	13	1
published, mouse wells	092	multi	14	1
published, mouse wells	092	multi	15	1
published, mouse wells	092	multi	18	5
published, mouse wells	092	multi	19	13
published, mouse wells	092	multi	20	55
published, mouse wells	092	single	1	212565
published, mouse wells	092	single	2	7606
published, mouse wells	092	single	3	288
published, mouse wells	092	single	4	3
published, mouse wells	092	single	14	5
published, mouse wells	092	single	20	35
published, mouse wells	094	multi	1	6308
published, mouse wells	094	multi	2	9363
published, mouse wells	094	multi	3	4148
published, mouse wells	094	multi	4	3018
published, mouse wells	094	multi	5	1315
published, mouse wells	094	multi	6	1338
published, mouse wells	094	multi	7	380
published, mouse wells	094	multi	8	377
published, mouse wells	094	multi	9	471
published, mouse wells	094	multi	10	106
published, mouse wells	094	multi	11	28
published, mouse wells	094	multi	12	22
published, mouse wells	094	multi	13	4
published, mouse wells	094	multi	18	3
published, mouse wells	094	multi	19	1
published, mouse wells	094	multi	20	36
published, mouse wells	094	single	1	199513
published, mouse wells	094	single	2	7205
published, mouse wells	094	single	3	253
published, mouse wells	094	single	4	4
published, mouse wells	094	single	12	2
published, mouse wells	094	single	14	4
published, mouse wells	094	single	17	4
published, mouse wells	094	single	18	1
published, mouse wells	094	single	20	22
published, mouse wells	098	multi	1	3406
published, mouse wells	098	multi	2	5273
published, mouse wells	098	multi	3	3044
published, mouse wells	098	multi	4	2073
published, mouse wells	098	multi	5	1008
published, mouse wells	098	multi	6	795
published, mouse wells	098	multi	7	282
published, mouse wells	098	multi	8	270
published, mouse wells	098	multi	9	202
published, mouse wells	098	multi	10	97
published, mouse wells	098	multi	11	32
published, mouse wells	098	multi	12	10
published, mouse wells	098	multi	13	7
published, mouse wells	098	multi	14	1
published, mouse wells	098	multi	16	1
published, mouse wells	098	multi	18	3
published, mouse wells	098	multi	19	1
published, mouse wells	098	multi	20	43
published, mouse wells	098	single	1	71218
published, mouse wells	098	single	2	3295
published, mouse wells	098	single	3	107
published, mouse wells	098	single	4	4
published, mouse wells	098	single	16	3
published, mouse wells	100	multi	1	8442
published, mouse wells	100	multi	2	12803
published, mouse wells	100	multi	3	5830
published, mouse wells	100	multi	4	6125
published, mouse wells	100	multi	5	2184
published, mouse wells	100	multi	6	2007
published, mouse wells	100	multi	7	515
published, mouse wells	100	multi	8	385
published, mouse wells	100	multi	9	814
published, mouse wells	100	multi	10	122
published, mouse wells	100	multi	11	41
published, mouse wells	100	multi	12	20
published, mouse wells	100	multi	13	6
published, mouse wells	100	multi	14	1
published, mouse wells	100	multi	15	5
published, mouse wells	100	multi	17	1
published, mouse wells	100	multi	18	5
published, mouse wells	100	multi	19	8
published, mouse wells	100	multi	20	52
published, mouse wells	100	single	1	267776
published, mouse wells	100	single	2	9809
published, mouse wells	100	single	3	293
published, mouse wells	100	single	4	6
published, mouse wells	100	single	13	7
published, mouse wells	100	single	15	6
published, mouse wells	100	single	20	6
published, mouse wells	104	multi	1	3551
published, mouse wells	104	multi	2	3985
published, mouse wells	104	multi	3	1845
published, mouse wells	104	multi	4	1538
published, mouse wells	104	multi	5	507
published, mouse wells	104	multi	6	650
published, mouse wells	104	multi	7	173
published, mouse wells	104	multi	8	118
published, mouse wells	104	multi	9	227
published, mouse wells	104	multi	10	20
published, mouse wells	104	multi	11	23
published, mouse wells	104	multi	12	9
published, mouse wells	104	multi	13	4
published, mouse wells	104	multi	14	1
published, mouse wells	104	multi	18	3
published, mouse wells	104	multi	20	21
published, mouse wells	104	single	1	87237
published, mouse wells	104	single	2	2939
published, mouse wells	104	single	3	169
published, mouse wells	104	single	4	8
published, mouse wells	104	single	20	12
published, mouse wells	106	multi	1	4748
published, mouse wells	106	multi	2	7396
published, mouse wells	106	multi	3	3297
published, mouse wells	106	multi	4	2444
published, mouse wells	106	multi	5	1142
published, mouse wells	106	multi	6	854
published, mouse wells	106	multi	7	324
published, mouse wells	106	multi	8	246
published, mouse wells	106	multi	9	298
published, mouse wells	106	multi	10	65
published, mouse wells	106	multi	11	48
published, mouse wells	106	multi	12	27
published, mouse wells	106	multi	13	3
published, mouse wells	106	multi	18	1
published, mouse wells	106	multi	19	2
published, mouse wells	106	multi	20	39
published, mouse wells	106	single	1	128813
published, mouse wells	106	single	2	4538
published, mouse wells	106	single	3	206
published, mouse wells	106	single	4	5
published, mouse wells	106	single	11	2
published, mouse wells	106	single	12	4
published, mouse wells	106	single	18	1
published, mouse wells	106	single	19	4
published, mouse wells	106	single	20	28
published, mouse wells	108	multi	1	7358
published, mouse wells	108	multi	2	9377
published, mouse wells	108	multi	3	4202
published, mouse wells	108	multi	4	3980
published, mouse wells	108	multi	5	1483
published, mouse wells	108	multi	6	1490
published, mouse wells	108	multi	7	364
published, mouse wells	108	multi	8	300
published, mouse wells	108	multi	9	493
published, mouse wells	108	multi	10	88
published, mouse wells	108	multi	11	49
published, mouse wells	108	multi	12	19
published, mouse wells	108	multi	13	8
published, mouse wells	108	multi	14	1
published, mouse wells	108	multi	15	1
published, mouse wells	108	multi	18	2
published, mouse wells	108	multi	19	2
published, mouse wells	108	multi	20	59
published, mouse wells	108	single	1	225486
published, mouse wells	108	single	2	8359
published, mouse wells	108	single	3	276
published, mouse wells	108	single	4	9
published, mouse wells	108	single	6	3
published, mouse wells	108	single	12	1
published, mouse wells	108	single	13	2
published, mouse wells	108	single	14	2
published, mouse wells	108	single	15	6
published, mouse wells	108	single	17	1
published, mouse wells	108	single	20	26
published, mouse wells	112	multi	1	10454
published, mouse wells	112	multi	2	13061
published, mouse wells	112	multi	3	5565
published, mouse wells	112	multi	4	4916
published, mouse wells	112	multi	5	2006
published, mouse wells	112	multi	6	2006
published, mouse wells	112	multi	7	480
published, mouse wells	112	multi	8	352
published, mouse wells	112	multi	9	825
published, mouse wells	112	multi	10	117
published, mouse wells	112	multi	11	54
published, mouse wells	112	multi	12	42
published, mouse wells	112	multi	13	4
published, mouse wells	112	multi	19	5
published, mouse wells	112	multi	20	30
published, mouse wells	112	single	1	325582
published, mouse wells	112	single	2	11734
published, mouse wells	112	single	3	448
published, mouse wells	112	single	4	22
published, mouse wells	112	single	5	1
published, mouse wells	112	single	6	5
published, mouse wells	112	single	7	1
published, mouse wells	112	single	10	3
published, mouse wells	112	single	12	8
published, mouse wells	112	single	13	1
published, mouse wells	112	single	14	9
published, mouse wells	112	single	15	1
published, mouse wells	112	single	18	1
published, mouse wells	112	single	20	53
published, mouse wells	114	multi	1	4468
published, mouse wells	114	multi	2	6821
published, mouse wells	114	multi	3	3432
published, mouse wells	114	multi	4	9344
published, mouse wells	114	multi	5	1263
published, mouse wells	114	multi	6	1332
published, mouse wells	114	multi	7	347
published, mouse wells	114	multi	8	274
published, mouse wells	114	multi	9	682
published, mouse wells	114	multi	10	84
published, mouse wells	114	multi	11	53
published, mouse wells	114	multi	12	19
published, mouse wells	114	multi	13	57
published, mouse wells	114	multi	14	10
published, mouse wells	114	multi	18	1
published, mouse wells	114	multi	19	3
published, mouse wells	114	multi	20	32
published, mouse wells	114	single	1	94631
published, mouse wells	114	single	2	4602
published, mouse wells	114	single	3	197
published, mouse wells	114	single	4	16
published, mouse wells	114	single	7	7
