dataset	cell	class	star_reads	bed_reads	bed_rows	reads_1biotype	reads_mixed	exon	intron	tRNA	mixed_label	reads_offspecies	rows_offspecies
published, mouse wells	126	single	22999	20076	24332	19825	251	12193	7201	2	680	433	497
published, mouse wells	128	multi	48176	37802	118150	14596	23206	21198	7306	4	9294	1682	13826
published, mouse wells	128	single	307232	275789	335969	271645	4144	157166	108983	14	9626	4721	5755
published, mouse wells	130	multi	14490	12493	46377	2813	9680	5627	843	6	6017	246	3682
published, mouse wells	130	single	34078	28704	37120	27872	832	21646	5778	35	1245	1217	1497
published, mouse wells	132	multi	33268	26359	81296	9314	17045	16170	4259	4	5926	768	4866
published, mouse wells	132	single	165666	147392	180648	145354	2038	91225	51074	14	5079	2003	2348
published, mouse wells	134	multi	23683	8330	23767	4953	3377	3826	2655	0	1849	713	2716
published, mouse wells	134	single	70128	37630	45093	37156	474	20356	15979	0	1295	1964	2327
published, mouse wells	136	multi	19962	15501	48065	5879	9622	8991	2968	3	3539	784	5495
published, mouse wells	136	single	129299	114522	139134	113066	1456	66001	44272	1	4248	2995	3602
published, mouse wells	138	multi	16751	13311	42614	3954	9357	8323	1741	2	3245	595	4973
published, mouse wells	138	single	94719	84760	104099	83349	1411	51933	29984	0	2843	2168	2588
published, mouse wells	140	multi	31801	24791	76514	9128	15663	13963	4885	0	5943	969	7049
published, mouse wells	140	single	200034	179389	217708	176877	2512	101865	70371	4	7149	2715	3275
published, mouse wells	142	multi	42006	32655	100561	12434	20221	18387	6242	3	8023	1308	12026
published, mouse wells	142	single	266855	237190	287314	233721	3469	135286	93082	2	8820	2983	3630
published, mouse wells	146	multi	10840	8499	26037	3059	5440	5397	1125	0	1977	421	2189
published, mouse wells	146	single	58538	51677	63653	51070	607	34781	15136	2	1758	1420	1683
published, mouse wells	148	multi	31140	23674	72200	9064	14610	13269	4552	1	5852	1439	8315
published, mouse wells	148	single	192882	170839	207178	168466	2373	99325	65406	11	6097	6681	8320
published, mouse wells	150	multi	17507	13926	46006	5083	8843	6951	2621	0	4354	679	7039
published, mouse wells	150	single	138414	123004	148369	120418	2586	63463	54452	0	5089	2365	2920
published, mouse wells	154	multi	46511	37644	120401	13762	23882	21507	6746	2	9389	1539	13535
published, mouse wells	154	single	312246	284684	345319	280733	3951	161936	112264	11	10473	4196	5118
published, mouse wells	156	multi	29671	22146	68072	8381	13765	12636	4323	1	5186	1227	8108
published, mouse wells	156	single	163541	141305	172514	139149	2156	81173	54977	9	5146	4171	4969
published, mouse wells	158	multi	30735	22655	71592	9245	13410	12510	4584	9	5552	1158	8503
published, mouse wells	158	single	196022	172654	208716	170298	2356	101301	65556	17	5780	3166	3807
published, mouse wells	160	multi	30643	25204	108165	6550	18654	11595	2647	1	10961	1451	22724
published, mouse wells	160	single	131107	117826	148435	115463	2363	76694	36379	5	4748	6001	7356
