dataset	cell	class	star_reads	bed_reads	bed_rows	reads_1biotype	reads_mixed	exon	intron	tRNA	mixed_label	reads_offspecies	rows_offspecies
VASA published, mouse	252	single	380546	356037	432882	348362	7675	209725	132186	17	14109	0	0
VASA published, mouse	254	multi	66550	60785	244536	17968	42817	28273	13375	10	19127	0	0
VASA published, mouse	254	single	389249	365972	444563	358916	7056	214288	137818	7	13859	0	0
VASA published, mouse	256	multi	38878	34346	136405	10747	23599	15873	8186	2	10285	0	0
VASA published, mouse	256	single	245901	230926	281397	226324	4602	137510	84385	22	9009	0	0
VASA published, mouse	258	multi	38371	34733	145995	10693	24040	15020	8224	0	11489	0	0
VASA published, mouse	258	single	282797	267412	324569	261836	5576	153162	103422	2	10826	0	0
VASA published, mouse	260	multi	35584	32959	133993	9148	23811	15326	6886	5	10742	0	0
VASA published, mouse	260	single	199632	190458	232893	186685	3773	121031	62904	9	6514	0	0
VASA published, mouse	262	multi	21355	19638	75068	5901	13737	9554	4242	0	5842	0	0
VASA published, mouse	262	single	134734	125064	150926	122868	2196	75442	45170	4	4448	0	0
VASA published, mouse	263	multi	23964	22266	90447	6834	15432	10224	5084	2	6956	0	0
VASA published, mouse	263	single	161122	152775	184978	150000	2775	90547	56238	5	5985	0	0
VASA published, mouse	266	multi	108017	101214	490748	21916	79298	48609	16069	7	36529	0	0
VASA published, mouse	266	single	605263	563770	694369	547229	16541	335727	205510	11	22522	0	0
VASA published, mouse	268	multi	28009	25185	103416	7207	17978	11827	5373	1	7984	0	0
VASA published, mouse	268	single	147194	135664	164554	132885	2779	80645	49676	6	5337	0	0
VASA published, mouse	270	multi	35746	33053	143339	9143	23910	15473	6331	2	11247	0	0
VASA published, mouse	270	single	213624	200776	245109	196524	4252	123392	69965	15	7404	0	0
VASA published, mouse	272	multi	29982	27640	117275	8067	19573	12854	6044	0	8742	0	0
VASA published, mouse	272	single	200344	188613	228966	184732	3881	110161	71198	6	7248	0	0
VASA published, mouse	274	multi	19180	17747	74146	5081	12666	8602	3114	0	6031	0	0
VASA published, mouse	274	single	114983	109231	135796	106928	2303	73017	31913	0	4301	0	0
VASA published, mouse	276	multi	64894	61231	278199	15757	45474	27456	10714	1	23060	0	0
VASA published, mouse	276	single	440097	417660	510202	407327	10333	246644	153879	19	17118	0	0
VASA published, mouse	278	multi	12888	11566	44550	3668	7898	5120	3169	0	3277	0	0
VASA published, mouse	278	single	75431	68734	83131	67273	1461	39091	26731	2	2910	0	0
VASA published, mouse	280	multi	3341	2792	9578	1057	1735	1115	913	0	764	0	0
VASA published, mouse	280	single	19737	17164	20259	16847	317	8736	7717	0	711	0	0
VASA published, mouse	282	multi	46670	42511	184184	12965	29546	18369	9669	0	14473	0	0
VASA published, mouse	282	single	343101	321363	390115	314323	7040	178504	129935	4	12920	0	0
VASA published, mouse	284	multi	30426	27910	107710	9098	18812	13187	6810	4	7909	0	0
VASA published, mouse	284	single	191912	177771	214428	174379	3392	101071	69747	2	6951	0	0
VASA published, mouse	286	multi	43555	38383	153025	11943	26440	17865	8305	2	12211	0	0
VASA published, mouse	286	single	252351	233961	284256	229244	4717	139005	85829	9	9118	0	0
VASA published, mouse	287	multi	86381	79211	313169	23925	55286	37508	17518	2	24183	0	0
VASA published, mouse	287	single	572798	538196	655214	528656	9540	328509	189694	17	19976	0	0
VASA published, mouse	290	multi	12098	10426	42789	2958	7468	5147	1671	0	3608	0	0
VASA published, mouse	290	single	53053	49070	60137	48064	1006	32187	15162	4	1717	0	0
VASA published, mouse	292	multi	9490	7606	31755	2072	5534	3834	1142	0	2630	0	0
VASA published, mouse	292	single	43766	39693	49079	38320	1373	25352	12647	4	1690	0	0
VASA published, mouse	294	multi	74561	66984	297344	16236	50748	34053	10970	2	21959	0	0
VASA published, mouse	294	single	394916	370914	462280	359587	11327	236516	119054	22	15322	0	0
VASA published, mouse	296	multi	73176	67694	292129	19192	48502	30026	15512	4	22152	0	0
VASA published, mouse	296	single	470131	445320	540696	436108	9212	255668	171969	20	17663	0	0
VASA published, mouse	298	multi	6161	5476	22003	1753	3723	2407	1338	0	1731	0	0
VASA published, mouse	298	single	37162	34368	41026	33722	646	19666	13526	4	1172	0	0
VASA published, mouse	300	multi	102562	95545	431237	23723	71822	45312	18615	6	31612	0	0
VASA published, mouse	300	single	594679	554654	680785	540426	14228	330486	200651	22	23495	0	0
VASA published, mouse	302	multi	34386	32101	126964	9380	22721	15270	6648	3	10180	0	0
VASA published, mouse	302	single	230329	217032	261493	212741	4291	124938	83564	8	8522	0	0
VASA published, mouse	304	multi	8045	6255	29268	1988	4267	2459	1475	0	2321	0	0
VASA published, mouse	304	single	21911	19115	24063	18520	595	12801	5300	13	1001	0	0
VASA published, mouse	306	multi	12735	10946	45295	3702	7244	4804	2626	0	3516	0	0
VASA published, mouse	306	single	73476	66583	80660	65191	1392	38095	25870	5	2613	0	0
VASA published, mouse	308	multi	51321	47318	196353	13959	33359	22911	9811	5	14591	0	0
VASA published, mouse	308	single	339307	320662	389955	314308	6354	190417	117079	3	13163	0	0
VASA published, mouse	310	multi	53696	49810	208885	14181	35629	23081	10147	0	16582	0	0
VASA published, mouse	310	single	343772	327340	399846	320473	6867	194845	119305	13	13177	0	0
VASA published, mouse	311	multi	45608	42353	170722	12643	29710	19328	9643	3	13379	0	0
VASA published, mouse	311	single	328581	310089	375505	303520	6569	178053	119081	15	12940	0	0
VASA published, mouse	314	multi	81810	78294	368702	15244	63050	38176	11122	0	28996	0	0
VASA published, mouse	314	single	408770	386787	476325	375842	10945	229523	140357	24	16883	0	0
VASA published, mouse	316	multi	11835	11100	44788	2768	8332	5932	1689	0	3479	0	0
VASA published, mouse	316	single	56426	52985	65720	52086	899	38009	13153	0	1823	0	0
VASA published, mouse	318	multi	79657	74040	321630	20765	53275	32479	15589	1	25971	0	0
VASA published, mouse	318	single	594817	563427	680831	551516	11911	317607	223908	18	21894	0	0
VASA published, mouse	322	multi	119314	113856	553631	22691	91165	55757	16061	1	42037	0	0
VASA published, mouse	322	single	658936	623878	762294	608537	15341	363943	234469	41	25425	0	0
VASA published, mouse	324	multi	21256	19660	79388	5957	13703	8884	4370	0	6406	0	0
VASA published, mouse	324	single	152069	142285	173314	139454	2831	84348	52819	1	5117	0	0
VASA published, mouse	326	multi	37695	34699	140421	10899	23800	15372	8555	5	10767	0	0
VASA published, mouse	326	single	263361	245869	296197	240833	5036	138556	97965	10	9338	0	0
VASA published, mouse	328	multi	39709	27637	106222	11577	16060	11293	5795	0	10549	0	0
VASA published, mouse	328	single	166097	147823	182551	145023	2800	93885	47463	2	6473	0	0
VASA published, mouse	330	multi	14912	13570	55131	4421	9149	5789	3312	0	4469	0	0
VASA published, mouse	330	single	98545	91916	112670	89942	1974	55264	33127	0	3525	0	0
VASA published, mouse	332	multi	18392	17023	66148	4638	12385	8786	3224	1	5012	0	0
VASA published, mouse	332	single	103811	96876	117510	95007	1869	57974	35476	0	3426	0	0
VASA published, mouse	334	multi	44828	41463	183226	10588	30875	19943	7419	1	14100	0	0
VASA published, mouse	334	single	273477	255139	312883	248715	6424	151272	93072	4	10791	0	0
VASA published, mouse	335	multi	79653	74962	350283	17089	57873	36446	12264	4	26248	0	0
VASA published, mouse	335	single	446315	420887	516854	409447	11440	247042	155740	22	18083	0	0
VASA published, mouse	338	multi	13757	12637	55521	2896	9741	6205	2180	0	4252	0	0
VASA published, mouse	338	single	74200	69821	86480	68168	1653	44952	22770	8	2091	0	0
VASA published, mouse	340	multi	116467	108647	474417	29137	79510	50458	20707	0	37482	0	0
VASA published, mouse	340	single	803318	763705	934610	747630	16075	455410	278013	18	30264	0	0
VASA published, mouse	342	multi	57137	53724	228668	14545	39179	25127	9442	0	19155	0	0
VASA published, mouse	342	single	376672	358106	447097	351075	7031	245450	99009	22	13625	0	0
VASA published, mouse	344	multi	42112	38674	153042	12419	26255	16350	10447	2	11875	0	0
VASA published, mouse	344	single	305776	288381	344848	282910	5471	155827	121188	21	11345	0	0
VASA published, mouse	346	multi	16693	14771	58282	4902	9869	6730	3810	2	4229	0	0
VASA published, mouse	346	single	107025	98057	117499	96048	2009	54876	39549	3	3629	0	0
VASA published, mouse	348	multi	90910	84528	370001	22731	61797	37485	16955	4	30084	0	0
VASA published, mouse	348	single	596451	571934	701711	559582	12352	340492	208229	12	23201	0	0
VASA published, mouse	350	multi	44070	40782	163756	11741	29041	20333	7447	5	12997	0	0
VASA published, mouse	350	single	296820	281017	345444	275614	5403	180666	89710	24	10617	0	0
VASA published, mouse	352	multi	83835	76564	300188	23992	52572	34480	19750	0	22334	0	0
VASA published, mouse	352	single	594868	559112	673669	548618	10494	315473	222581	18	21040	0	0
VASA published, mouse	354	multi	43495	40069	166444	12975	27094	16355	9959	0	13755	0	0
VASA published, mouse	354	single	338479	319923	386544	313213	6710	178887	128426	1	12609	0	0
VASA published, mouse	356	multi	133228	124642	571133	28425	96217	59738	22335	8	42561	0	0
VASA published, mouse	356	single	702765	662514	808852	645785	16729	391533	245818	67	25096	0	0
VASA published, mouse	358	multi	62063	57673	249914	16210	41463	25865	11921	0	19887	0	0
VASA published, mouse	358	single	390506	373698	456509	365132	8566	215894	141587	13	16204	0	0
VASA published, mouse	359	multi	58659	52512	219824	15905	36607	24150	11586	4	16772	0	0
VASA published, mouse	359	single	406930	384926	468606	377352	7574	226641	142649	7	15629	0	0
VASA published, mouse	362	multi	57194	53630	231803	14383	39247	26099	9314	1	18216	0	0
VASA published, mouse	362	single	375154	361812	445475	354105	7707	224686	122810	9	14307	0	0
VASA published, mouse	364	multi	25788	23665	93900	7314	16351	10996	5644	0	7025	0	0
VASA published, mouse	364	single	150642	138875	167107	136293	2582	80789	52896	0	5190	0	0
VASA published, mouse	366	multi	11823	10944	43490	3294	7650	5139	2401	0	3404	0	0
VASA published, mouse	366	single	67699	64321	78092	63107	1214	39076	22675	0	2570	0	0
VASA published, mouse	368	multi	122182	115770	553075	26214	89556	57175	19018	8	39569	0	0
VASA published, mouse	368	single	634479	603681	750254	587837	15844	382359	197448	26	23848	0	0
VASA published, mouse	370	multi	181077	170130	839855	36861	133269	80945	27739	15	61431	0	0
VASA published, mouse	370	single	870994	821561	1013866	798203	23358	491467	295885	81	34128	0	0
VASA published, mouse	372	multi	83081	78875	375957	17717	61158	37658	11678	12	29527	0	0
VASA published, mouse	372	single	457909	434944	540517	422809	12135	278992	137611	43	18298	0	0
VASA published, mouse	374	multi	111743	105249	473651	28226	77023	47748	19652	5	37844	0	0
VASA published, mouse	374	single	722767	682407	832844	666052	16355	398041	255619	26	28721	0	0
VASA published, mouse	376	multi	132365	125994	608418	26648	99346	62799	18371	5	44819	0	0
VASA published, mouse	376	single	794715	762450	939963	743937	18513	457394	273629	42	31385	0	0
VASA published, mouse	378	multi	37952	34939	145349	10126	24813	16105	7604	5	11225	0	0
VASA published, mouse	378	single	229479	215986	261559	211030	4956	122384	85035	18	8549	0	0
VASA published, mouse	380	multi	40072	37392	159972	10416	26976	17407	7379	2	12604	0	0
VASA published, mouse	380	single	269647	253942	309368	248460	5482	151827	92167	0	9948	0	0
VASA published, mouse	382	multi	9328	8815	44833	1978	6837	3656	1300	0	3859	0	0
VASA published, mouse	382	single	48019	45800	57061	44647	1153	29904	14023	4	1869	0	0
VASA published, mouse	383	multi	107881	101042	452843	24117	76925	46616	18207	3	36216	0	0
VASA published, mouse	383	single	620978	583180	715257	568666	14514	348779	210415	13	23973	0	0
