dataset	cell	class	biotype	reads
VASA published, mouse	186	multi	miRNA	1620
VASA published, mouse	186	multi	snRNA	739
VASA published, mouse	186	multi	snoRNA	532
VASA published, mouse	186	multi	TEC	319
VASA published, mouse	186	multi	rRNA	227
VASA published, mouse	186	multi	TranscribedUnitaryPseudogene	188
VASA published, mouse	186	multi	ribozyme	77
VASA published, mouse	186	multi	UnitaryPseudogene	53
VASA published, mouse	186	multi	MtRrna	12
VASA published, mouse	186	multi	tRNA	10
VASA published, mouse	186	multi	MtTrna	4
VASA published, mouse	186	multi	TrVPseudogene	1
VASA published, mouse	186	single	ProteinCoding	363239
VASA published, mouse	186	single	lncRNA	21030
VASA published, mouse	186	single	ribozyme	1555
VASA published, mouse	186	single	TEC	1241
VASA published, mouse	186	single	ProcessedPseudogene	803
VASA published, mouse	186	single	snoRNA	737
VASA published, mouse	186	single	miRNA	397
VASA published, mouse	186	single	TranscribedUnprocessedPseudogene	261
VASA published, mouse	186	single	TranscribedProcessedPseudogene	248
VASA published, mouse	186	single	MiscRna	121
VASA published, mouse	186	single	snRNA	103
VASA published, mouse	186	single	TranscribedUnitaryPseudogene	98
VASA published, mouse	186	single	scaRNA	76
VASA published, mouse	186	single	rRNA	55
VASA published, mouse	186	single	UnitaryPseudogene	47
VASA published, mouse	186	single	UnprocessedPseudogene	28
VASA published, mouse	186	single	MtRrna	22
VASA published, mouse	186	single	MtTrna	21
VASA published, mouse	186	single	tRNA	10
VASA published, mouse	188	multi	ProteinCoding	22002
VASA published, mouse	188	multi	lncRNA	10368
VASA published, mouse	188	multi	ProcessedPseudogene	7735
VASA published, mouse	188	multi	TranscribedProcessedPseudogene	3271
VASA published, mouse	188	multi	UnprocessedPseudogene	2475
VASA published, mouse	188	multi	MiscRna	2102
VASA published, mouse	188	multi	TranscribedUnprocessedPseudogene	845
VASA published, mouse	188	multi	miRNA	505
VASA published, mouse	188	multi	snoRNA	237
VASA published, mouse	188	multi	TranscribedUnitaryPseudogene	204
VASA published, mouse	188	multi	snRNA	164
VASA published, mouse	188	multi	rRNA	77
VASA published, mouse	188	multi	TEC	62
VASA published, mouse	188	multi	ribozyme	22
VASA published, mouse	188	multi	UnitaryPseudogene	13
VASA published, mouse	188	multi	tRNA	7
VASA published, mouse	188	multi	MtRrna	4
VASA published, mouse	188	multi	MtTrna	2
VASA published, mouse	188	single	ProteinCoding	144782
VASA published, mouse	188	single	lncRNA	8418
VASA published, mouse	188	single	ribozyme	631
VASA published, mouse	188	single	TEC	420
VASA published, mouse	188	single	ProcessedPseudogene	324
VASA published, mouse	188	single	TranscribedProcessedPseudogene	284
VASA published, mouse	188	single	snoRNA	211
VASA published, mouse	188	single	miRNA	164
VASA published, mouse	188	single	MiscRna	112
VASA published, mouse	188	single	TranscribedUnprocessedPseudogene	86
VASA published, mouse	188	single	scaRNA	47
VASA published, mouse	188	single	TranscribedUnitaryPseudogene	22
VASA published, mouse	188	single	UnprocessedPseudogene	21
VASA published, mouse	188	single	snRNA	19
VASA published, mouse	188	single	rRNA	14
VASA published, mouse	188	single	MtRrna	12
VASA published, mouse	188	single	MtTrna	11
VASA published, mouse	188	single	tRNA	9
VASA published, mouse	188	single	UnitaryPseudogene	1
VASA published, mouse	190	multi	ProteinCoding	25288
VASA published, mouse	190	multi	lncRNA	12634
VASA published, mouse	190	multi	ProcessedPseudogene	9457
VASA published, mouse	190	multi	TranscribedProcessedPseudogene	3862
VASA published, mouse	190	multi	UnprocessedPseudogene	1926
VASA published, mouse	190	multi	MiscRna	1862
VASA published, mouse	190	multi	TranscribedUnprocessedPseudogene	803
VASA published, mouse	190	multi	miRNA	782
VASA published, mouse	190	multi	snoRNA	295
VASA published, mouse	190	multi	snRNA	176
VASA published, mouse	190	multi	TranscribedUnitaryPseudogene	146
VASA published, mouse	190	multi	rRNA	126
VASA published, mouse	190	multi	TEC	118
VASA published, mouse	190	multi	UnitaryPseudogene	41
VASA published, mouse	190	multi	ribozyme	27
VASA published, mouse	190	multi	tRNA	15
VASA published, mouse	190	multi	MtRrna	3
VASA published, mouse	190	multi	IgVPseudogene	1
VASA published, mouse	190	single	ProteinCoding	183083
VASA published, mouse	190	single	lncRNA	9093
VASA published, mouse	190	single	TEC	678
VASA published, mouse	190	single	ProcessedPseudogene	483
VASA published, mouse	190	single	ribozyme	476
VASA published, mouse	190	single	TranscribedProcessedPseudogene	232
VASA published, mouse	190	single	snoRNA	207
VASA published, mouse	190	single	miRNA	198
VASA published, mouse	190	single	TranscribedUnprocessedPseudogene	139
VASA published, mouse	190	single	MiscRna	83
VASA published, mouse	190	single	TranscribedUnitaryPseudogene	76
VASA published, mouse	190	single	scaRNA	34
VASA published, mouse	190	single	MtRrna	18
VASA published, mouse	190	single	UnitaryPseudogene	18
VASA published, mouse	190	single	UnprocessedPseudogene	17
VASA published, mouse	190	single	rRNA	15
VASA published, mouse	190	single	snRNA	13
VASA published, mouse	190	single	tRNA	10
VASA published, mouse	190	single	MtTrna	7
VASA published, mouse	194	multi	ProteinCoding	5126
VASA published, mouse	194	multi	lncRNA	2654
VASA published, mouse	194	multi	ProcessedPseudogene	2375
VASA published, mouse	194	multi	TranscribedProcessedPseudogene	929
VASA published, mouse	194	multi	MiscRna	412
VASA published, mouse	194	multi	UnprocessedPseudogene	412
VASA published, mouse	194	multi	snRNA	126
VASA published, mouse	194	multi	miRNA	116
VASA published, mouse	194	multi	snoRNA	95
VASA published, mouse	194	multi	TranscribedUnprocessedPseudogene	94
VASA published, mouse	194	multi	rRNA	23
VASA published, mouse	194	multi	MtTrna	15
VASA published, mouse	194	multi	TranscribedUnitaryPseudogene	14
VASA published, mouse	194	multi	TEC	13
VASA published, mouse	194	multi	tRNA	5
VASA published, mouse	194	multi	ribozyme	4
VASA published, mouse	194	single	ProteinCoding	25288
VASA published, mouse	194	single	lncRNA	2359
VASA published, mouse	194	single	ribozyme	765
VASA published, mouse	194	single	snoRNA	169
VASA published, mouse	194	single	miRNA	91
VASA published, mouse	194	single	TranscribedProcessedPseudogene	90
VASA published, mouse	194	single	ProcessedPseudogene	82
VASA published, mouse	194	single	TEC	63
VASA published, mouse	194	single	snRNA	23
VASA published, mouse	194	single	scaRNA	21
VASA published, mouse	194	single	TranscribedUnprocessedPseudogene	18
VASA published, mouse	194	single	tRNA	18
VASA published, mouse	194	single	UnprocessedPseudogene	10
VASA published, mouse	194	single	MiscRna	9
VASA published, mouse	194	single	rRNA	6
VASA published, mouse	194	single	TranscribedUnitaryPseudogene	5
VASA published, mouse	194	single	MtRrna	2
VASA published, mouse	194	single	MtTrna	2
VASA published, mouse	194	single	UnitaryPseudogene	1
VASA published, mouse	196	multi	ProteinCoding	11956
VASA published, mouse	196	multi	lncRNA	6264
VASA published, mouse	196	multi	ProcessedPseudogene	4887
VASA published, mouse	196	multi	TranscribedProcessedPseudogene	1989
VASA published, mouse	196	multi	MiscRna	1933
VASA published, mouse	196	multi	snRNA	565
VASA published, mouse	196	multi	miRNA	458
VASA published, mouse	196	multi	UnprocessedPseudogene	406
VASA published, mouse	196	multi	TranscribedUnprocessedPseudogene	200
VASA published, mouse	196	multi	snoRNA	165
VASA published, mouse	196	multi	rRNA	54
VASA published, mouse	196	multi	ribozyme	51
VASA published, mouse	196	multi	TEC	40
VASA published, mouse	196	multi	UnitaryPseudogene	32
VASA published, mouse	196	multi	TranscribedUnitaryPseudogene	11
VASA published, mouse	196	multi	tRNA	7
VASA published, mouse	196	multi	MtTrna	2
VASA published, mouse	196	single	ProteinCoding	69070
VASA published, mouse	196	single	lncRNA	4019
VASA published, mouse	196	single	ribozyme	792
VASA published, mouse	196	single	ProcessedPseudogene	255
VASA published, mouse	196	single	snoRNA	240
VASA published, mouse	196	single	TEC	183
VASA published, mouse	196	single	miRNA	145
VASA published, mouse	196	single	TranscribedProcessedPseudogene	73
VASA published, mouse	196	single	snRNA	56
VASA published, mouse	196	single	MiscRna	39
VASA published, mouse	196	single	TranscribedUnprocessedPseudogene	28
VASA published, mouse	196	single	tRNA	16
VASA published, mouse	196	single	scaRNA	14
VASA published, mouse	196	single	TranscribedUnitaryPseudogene	13
VASA published, mouse	196	single	UnprocessedPseudogene	9
VASA published, mouse	196	single	rRNA	9
VASA published, mouse	196	single	MtTrna	5
VASA published, mouse	196	single	MtRrna	4
VASA published, mouse	196	single	UnitaryPseudogene	1
VASA published, mouse	198	multi	ProteinCoding	18522
VASA published, mouse	198	multi	lncRNA	8845
VASA published, mouse	198	multi	ProcessedPseudogene	8125
VASA published, mouse	198	multi	TranscribedProcessedPseudogene	3487
VASA published, mouse	198	multi	UnprocessedPseudogene	1150
VASA published, mouse	198	multi	MiscRna	898
VASA published, mouse	198	multi	TranscribedUnprocessedPseudogene	572
VASA published, mouse	198	multi	miRNA	439
VASA published, mouse	198	multi	TranscribedUnitaryPseudogene	126
VASA published, mouse	198	multi	snoRNA	86
VASA published, mouse	198	multi	rRNA	62
VASA published, mouse	198	multi	TEC	50
VASA published, mouse	198	multi	snRNA	38
VASA published, mouse	198	multi	UnitaryPseudogene	22
VASA published, mouse	198	multi	ribozyme	7
VASA published, mouse	198	multi	tRNA	5
VASA published, mouse	198	multi	MtRrna	2
VASA published, mouse	198	single	ProteinCoding	127784
VASA published, mouse	198	single	lncRNA	9089
VASA published, mouse	198	single	TEC	360
VASA published, mouse	198	single	ProcessedPseudogene	302
VASA published, mouse	198	single	miRNA	193
VASA published, mouse	198	single	ribozyme	191
VASA published, mouse	198	single	TranscribedProcessedPseudogene	154
VASA published, mouse	198	single	snoRNA	122
VASA published, mouse	198	single	TranscribedUnprocessedPseudogene	85
VASA published, mouse	198	single	MiscRna	54
VASA published, mouse	198	single	TranscribedUnitaryPseudogene	53
VASA published, mouse	198	single	UnprocessedPseudogene	24
VASA published, mouse	198	single	MtRrna	11
VASA published, mouse	198	single	scaRNA	11
VASA published, mouse	198	single	snRNA	11
VASA published, mouse	198	single	MtTrna	10
VASA published, mouse	198	single	rRNA	8
VASA published, mouse	198	single	TranslatedUnprocessedPseudogene	6
VASA published, mouse	198	single	UnitaryPseudogene	4
VASA published, mouse	200	multi	ProteinCoding	25444
VASA published, mouse	200	multi	lncRNA	12984
VASA published, mouse	200	multi	ProcessedPseudogene	10077
VASA published, mouse	200	multi	TranscribedProcessedPseudogene	4282
VASA published, mouse	200	multi	MiscRna	2841
VASA published, mouse	200	multi	UnprocessedPseudogene	1743
VASA published, mouse	200	multi	miRNA	834
VASA published, mouse	200	multi	TranscribedUnprocessedPseudogene	629
VASA published, mouse	200	multi	snRNA	327
VASA published, mouse	200	multi	snoRNA	198
VASA published, mouse	200	multi	TEC	137
VASA published, mouse	200	multi	rRNA	89
VASA published, mouse	200	multi	TranscribedUnitaryPseudogene	86
VASA published, mouse	200	multi	ribozyme	44
VASA published, mouse	200	multi	UnitaryPseudogene	26
VASA published, mouse	200	multi	tRNA	8
VASA published, mouse	200	multi	pseudogene	4
VASA published, mouse	200	multi	MtRrna	2
VASA published, mouse	200	multi	MtTrna	2
VASA published, mouse	200	single	ProteinCoding	173338
VASA published, mouse	200	single	lncRNA	9015
VASA published, mouse	200	single	ProcessedPseudogene	879
VASA published, mouse	200	single	TEC	553
VASA published, mouse	200	single	snoRNA	376
VASA published, mouse	200	single	ribozyme	345
VASA published, mouse	200	single	TranscribedProcessedPseudogene	343
VASA published, mouse	200	single	MiscRna	269
VASA published, mouse	200	single	miRNA	230
VASA published, mouse	200	single	TranscribedUnprocessedPseudogene	94
VASA published, mouse	200	single	scaRNA	35
VASA published, mouse	200	single	TranscribedUnitaryPseudogene	28
VASA published, mouse	200	single	MtRrna	26
VASA published, mouse	200	single	UnprocessedPseudogene	24
VASA published, mouse	200	single	snRNA	20
VASA published, mouse	200	single	tRNA	18
VASA published, mouse	200	single	rRNA	14
VASA published, mouse	200	single	MtTrna	5
VASA published, mouse	200	single	pseudogene	5
VASA published, mouse	200	single	TranslatedUnprocessedPseudogene	1
VASA published, mouse	200	single	UnitaryPseudogene	1
VASA published, mouse	202	multi	ProteinCoding	58812
VASA published, mouse	202	multi	lncRNA	30902
VASA published, mouse	202	multi	ProcessedPseudogene	24593
VASA published, mouse	202	multi	TranscribedProcessedPseudogene	10315
VASA published, mouse	202	multi	MiscRna	4828
VASA published, mouse	202	multi	UnprocessedPseudogene	3506
VASA published, mouse	202	multi	TranscribedUnprocessedPseudogene	1827
VASA published, mouse	202	multi	miRNA	1815
VASA published, mouse	202	multi	snoRNA	675
VASA published, mouse	202	multi	snRNA	475
VASA published, mouse	202	multi	TEC	421
VASA published, mouse	202	multi	rRNA	234
VASA published, mouse	202	multi	TranscribedUnitaryPseudogene	162
VASA published, mouse	202	multi	ribozyme	85
VASA published, mouse	202	multi	UnitaryPseudogene	76
VASA published, mouse	202	multi	tRNA	33
VASA published, mouse	202	multi	MtTrna	12
VASA published, mouse	202	multi	MtRrna	4
VASA published, mouse	202	multi	scaRNA	3
VASA published, mouse	202	single	ProteinCoding	434196
VASA published, mouse	202	single	lncRNA	21781
VASA published, mouse	202	single	TEC	1212
VASA published, mouse	202	single	ProcessedPseudogene	1124
VASA published, mouse	202	single	snoRNA	1057
VASA published, mouse	202	single	ribozyme	1037
VASA published, mouse	202	single	miRNA	722
VASA published, mouse	202	single	TranscribedProcessedPseudogene	486
VASA published, mouse	202	single	TranscribedUnprocessedPseudogene	295
VASA published, mouse	202	single	scaRNA	99
VASA published, mouse	202	single	MiscRna	86
VASA published, mouse	202	single	TranscribedUnitaryPseudogene	83
VASA published, mouse	202	single	UnprocessedPseudogene	60
VASA published, mouse	202	single	snRNA	58
VASA published, mouse	202	single	rRNA	44
VASA published, mouse	202	single	tRNA	44
VASA published, mouse	202	single	MtRrna	22
VASA published, mouse	202	single	MtTrna	15
VASA published, mouse	202	single	UnitaryPseudogene	15
VASA published, mouse	204	multi	ProteinCoding	21270
VASA published, mouse	204	multi	lncRNA	11806
VASA published, mouse	204	multi	ProcessedPseudogene	7843
VASA published, mouse	204	multi	MiscRna	3410
VASA published, mouse	204	multi	TranscribedProcessedPseudogene	3242
VASA published, mouse	204	multi	miRNA	1298
VASA published, mouse	204	multi	snoRNA	745
VASA published, mouse	204	multi	TranscribedUnprocessedPseudogene	632
VASA published, mouse	204	multi	UnprocessedPseudogene	523
VASA published, mouse	204	multi	snRNA	379
VASA published, mouse	204	multi	rRNA	172
VASA published, mouse	204	multi	TranscribedUnitaryPseudogene	106
VASA published, mouse	204	multi	TEC	94
VASA published, mouse	204	multi	ribozyme	40
VASA published, mouse	204	multi	UnitaryPseudogene	33
VASA published, mouse	204	multi	tRNA	8
VASA published, mouse	204	multi	MtTrna	2
VASA published, mouse	204	multi	IgVPseudogene	1
VASA published, mouse	204	single	ProteinCoding	158673
VASA published, mouse	204	single	lncRNA	8183
VASA published, mouse	204	single	ribozyme	671
VASA published, mouse	204	single	snoRNA	485
VASA published, mouse	204	single	TEC	414
VASA published, mouse	204	single	ProcessedPseudogene	382
VASA published, mouse	204	single	miRNA	207
VASA published, mouse	204	single	TranscribedProcessedPseudogene	137
VASA published, mouse	204	single	TranscribedUnprocessedPseudogene	101
VASA published, mouse	204	single	MiscRna	76
VASA published, mouse	204	single	scaRNA	45
VASA published, mouse	204	single	snRNA	34
VASA published, mouse	204	single	rRNA	33
VASA published, mouse	204	single	TranscribedUnitaryPseudogene	14
VASA published, mouse	204	single	UnprocessedPseudogene	13
VASA published, mouse	204	single	MtTrna	12
VASA published, mouse	204	single	tRNA	8
VASA published, mouse	204	single	MtRrna	2
VASA published, mouse	204	single	TranslatedUnprocessedPseudogene	1
VASA published, mouse	208	multi	ProteinCoding	34719
VASA published, mouse	208	multi	lncRNA	18672
VASA published, mouse	208	multi	ProcessedPseudogene	12191
VASA published, mouse	208	multi	MiscRna	7393
VASA published, mouse	208	multi	TranscribedProcessedPseudogene	5013
VASA published, mouse	208	multi	miRNA	2065
VASA published, mouse	208	multi	UnprocessedPseudogene	1574
VASA published, mouse	208	multi	snRNA	1163
VASA published, mouse	208	multi	snoRNA	878
VASA published, mouse	208	multi	TranscribedUnprocessedPseudogene	816
VASA published, mouse	208	multi	rRNA	256
VASA published, mouse	208	multi	ribozyme	123
VASA published, mouse	208	multi	TEC	99
VASA published, mouse	208	multi	TranscribedUnitaryPseudogene	73
VASA published, mouse	208	multi	tRNA	26
VASA published, mouse	208	multi	UnitaryPseudogene	24
VASA published, mouse	208	multi	MtRrna	2
VASA published, mouse	208	single	ProteinCoding	242773
VASA published, mouse	208	single	lncRNA	11547
VASA published, mouse	208	single	ribozyme	1273
VASA published, mouse	208	single	snoRNA	782
VASA published, mouse	208	single	TEC	709
VASA published, mouse	208	single	ProcessedPseudogene	687
VASA published, mouse	208	single	miRNA	255
VASA published, mouse	208	single	TranscribedProcessedPseudogene	189
VASA published, mouse	208	single	snRNA	142
VASA published, mouse	208	single	MiscRna	138
VASA published, mouse	208	single	TranscribedUnprocessedPseudogene	110
VASA published, mouse	208	single	TranscribedUnitaryPseudogene	54
VASA published, mouse	208	single	scaRNA	52
VASA published, mouse	208	single	tRNA	47
VASA published, mouse	208	single	rRNA	44
VASA published, mouse	208	single	UnprocessedPseudogene	26
VASA published, mouse	208	single	MtRrna	10
VASA published, mouse	208	single	MtTrna	9
VASA published, mouse	208	single	UnitaryPseudogene	8
VASA published, mouse	208	single	TrVGene	1
VASA published, mouse	210	multi	ProteinCoding	35703
VASA published, mouse	210	multi	lncRNA	17430
VASA published, mouse	210	multi	ProcessedPseudogene	13966
VASA published, mouse	210	multi	TranscribedProcessedPseudogene	5759
VASA published, mouse	210	multi	MiscRna	4048
VASA published, mouse	210	multi	UnprocessedPseudogene	2480
VASA published, mouse	210	multi	miRNA	1334
VASA published, mouse	210	multi	TranscribedUnprocessedPseudogene	860
VASA published, mouse	210	multi	snoRNA	432
VASA published, mouse	210	multi	snRNA	391
VASA published, mouse	210	multi	rRNA	197
VASA published, mouse	210	multi	TranscribedUnitaryPseudogene	163
VASA published, mouse	210	multi	TEC	113
VASA published, mouse	210	multi	ribozyme	64
VASA published, mouse	210	multi	UnitaryPseudogene	63
VASA published, mouse	210	multi	TrVPseudogene	15
VASA published, mouse	210	multi	tRNA	10
VASA published, mouse	210	multi	MtRrna	4
VASA published, mouse	210	multi	MtTrna	2
VASA published, mouse	210	multi	scaRNA	1
VASA published, mouse	210	single	ProteinCoding	274012
VASA published, mouse	210	single	lncRNA	10341
VASA published, mouse	210	single	TEC	840
VASA published, mouse	210	single	ribozyme	651
VASA published, mouse	210	single	snoRNA	646
VASA published, mouse	210	single	ProcessedPseudogene	538
VASA published, mouse	210	single	miRNA	353
VASA published, mouse	210	single	TranscribedProcessedPseudogene	203
VASA published, mouse	210	single	TranscribedUnprocessedPseudogene	162
VASA published, mouse	210	single	MiscRna	64
VASA published, mouse	210	single	snRNA	62
VASA published, mouse	210	single	TranscribedUnitaryPseudogene	61
VASA published, mouse	210	single	scaRNA	45
VASA published, mouse	210	single	rRNA	25
VASA published, mouse	210	single	UnprocessedPseudogene	24
VASA published, mouse	210	single	MtRrna	17
VASA published, mouse	210	single	tRNA	16
VASA published, mouse	210	single	MtTrna	11
VASA published, mouse	210	single	UnitaryPseudogene	5
VASA published, mouse	214	multi	ProteinCoding	7026
VASA published, mouse	214	multi	lncRNA	3484
VASA published, mouse	214	multi	ProcessedPseudogene	3211
VASA published, mouse	214	multi	TranscribedProcessedPseudogene	1369
VASA published, mouse	214	multi	MiscRna	264
VASA published, mouse	214	multi	UnprocessedPseudogene	248
VASA published, mouse	214	multi	TranscribedUnprocessedPseudogene	222
VASA published, mouse	214	multi	miRNA	124
VASA published, mouse	214	multi	snoRNA	63
VASA published, mouse	214	multi	TranscribedUnitaryPseudogene	52
VASA published, mouse	214	multi	rRNA	22
VASA published, mouse	214	multi	snRNA	22
VASA published, mouse	214	multi	TEC	20
VASA published, mouse	214	multi	UnitaryPseudogene	16
VASA published, mouse	214	multi	ribozyme	13
VASA published, mouse	214	multi	MtRrna	2
VASA published, mouse	214	single	ProteinCoding	47897
VASA published, mouse	214	single	lncRNA	2001
VASA published, mouse	214	single	ProcessedPseudogene	147
VASA published, mouse	214	single	ribozyme	103
VASA published, mouse	214	single	snoRNA	100
VASA published, mouse	214	single	TEC	84
VASA published, mouse	214	single	miRNA	70
VASA published, mouse	214	single	TranscribedProcessedPseudogene	50
VASA published, mouse	214	single	TranscribedUnprocessedPseudogene	17
VASA published, mouse	214	single	tRNA	12
VASA published, mouse	214	single	scaRNA	11
VASA published, mouse	214	single	rRNA	7
VASA published, mouse	214	single	MiscRna	6
VASA published, mouse	214	single	TranscribedUnitaryPseudogene	4
VASA published, mouse	214	single	UnprocessedPseudogene	4
VASA published, mouse	214	single	snRNA	4
VASA published, mouse	214	single	MtRrna	2
VASA published, mouse	215	multi	ProteinCoding	14606
VASA published, mouse	215	multi	lncRNA	7340
VASA published, mouse	215	multi	ProcessedPseudogene	4898
VASA published, mouse	215	multi	TranscribedProcessedPseudogene	2034
VASA published, mouse	215	multi	MiscRna	1504
VASA published, mouse	215	multi	UnprocessedPseudogene	1276
VASA published, mouse	215	multi	TranscribedUnprocessedPseudogene	612
VASA published, mouse	215	multi	miRNA	450
VASA published, mouse	215	multi	snoRNA	208
VASA published, mouse	215	multi	rRNA	107
VASA published, mouse	215	multi	snRNA	107
VASA published, mouse	215	multi	TEC	46
VASA published, mouse	215	multi	TranscribedUnitaryPseudogene	36
VASA published, mouse	215	multi	UnitaryPseudogene	25
VASA published, mouse	215	multi	ribozyme	25
VASA published, mouse	215	multi	MtTrna	11
VASA published, mouse	215	multi	tRNA	6
VASA published, mouse	215	single	ProteinCoding	118999
VASA published, mouse	215	single	lncRNA	6365
VASA published, mouse	215	single	TEC	382
VASA published, mouse	215	single	ribozyme	273
VASA published, mouse	215	single	ProcessedPseudogene	237
VASA published, mouse	215	single	snoRNA	227
VASA published, mouse	215	single	miRNA	158
VASA published, mouse	215	single	TranscribedUnprocessedPseudogene	137
VASA published, mouse	215	single	TranscribedProcessedPseudogene	107
VASA published, mouse	215	single	MiscRna	41
VASA published, mouse	215	single	snRNA	19
VASA published, mouse	215	single	rRNA	16
VASA published, mouse	215	single	scaRNA	16
VASA published, mouse	215	single	MtTrna	10
VASA published, mouse	215	single	UnprocessedPseudogene	9
VASA published, mouse	215	single	TranscribedUnitaryPseudogene	8
VASA published, mouse	215	single	UnitaryPseudogene	8
VASA published, mouse	215	single	tRNA	3
VASA published, mouse	215	single	MtRrna	1
VASA published, mouse	218	multi	ProteinCoding	29104
VASA published, mouse	218	multi	lncRNA	14883
VASA published, mouse	218	multi	ProcessedPseudogene	10772
VASA published, mouse	218	multi	TranscribedProcessedPseudogene	4499
VASA published, mouse	218	multi	MiscRna	4336
VASA published, mouse	218	multi	TranscribedUnprocessedPseudogene	1079
VASA published, mouse	218	multi	UnprocessedPseudogene	872
VASA published, mouse	218	multi	miRNA	872
VASA published, mouse	218	multi	snoRNA	423
VASA published, mouse	218	multi	snRNA	395
VASA published, mouse	218	multi	TranscribedUnitaryPseudogene	160
VASA published, mouse	218	multi	TEC	156
VASA published, mouse	218	multi	rRNA	104
VASA published, mouse	218	multi	ribozyme	51
VASA published, mouse	218	multi	UnitaryPseudogene	39
VASA published, mouse	218	multi	tRNA	6
VASA published, mouse	218	multi	pseudogene	3
VASA published, mouse	218	multi	MtRrna	1
VASA published, mouse	218	single	ProteinCoding	217355
VASA published, mouse	218	single	lncRNA	10691
VASA published, mouse	218	single	TEC	697
VASA published, mouse	218	single	ribozyme	695
VASA published, mouse	218	single	snoRNA	520
VASA published, mouse	218	single	ProcessedPseudogene	516
VASA published, mouse	218	single	miRNA	321
VASA published, mouse	218	single	TranscribedProcessedPseudogene	183
VASA published, mouse	218	single	TranscribedUnprocessedPseudogene	133
VASA published, mouse	218	single	MiscRna	68
VASA published, mouse	218	single	snRNA	64
VASA published, mouse	218	single	scaRNA	52
VASA published, mouse	218	single	TranscribedUnitaryPseudogene	51
VASA published, mouse	218	single	UnprocessedPseudogene	26
VASA published, mouse	218	single	rRNA	20
VASA published, mouse	218	single	tRNA	17
VASA published, mouse	218	single	UnitaryPseudogene	11
VASA published, mouse	218	single	MtRrna	8
VASA published, mouse	218	single	MtTrna	1
VASA published, mouse	220	multi	ProteinCoding	45225
VASA published, mouse	220	multi	lncRNA	24068
VASA published, mouse	220	multi	ProcessedPseudogene	16676
VASA published, mouse	220	multi	TranscribedProcessedPseudogene	6953
VASA published, mouse	220	multi	MiscRna	4653
VASA published, mouse	220	multi	UnprocessedPseudogene	2602
VASA published, mouse	220	multi	TranscribedUnprocessedPseudogene	1733
VASA published, mouse	220	multi	miRNA	1543
VASA published, mouse	220	multi	snoRNA	1055
VASA published, mouse	220	multi	snRNA	1028
VASA published, mouse	220	multi	TranscribedUnitaryPseudogene	315
VASA published, mouse	220	multi	TEC	241
VASA published, mouse	220	multi	rRNA	162
VASA published, mouse	220	multi	ribozyme	97
VASA published, mouse	220	multi	UnitaryPseudogene	47
VASA published, mouse	220	multi	tRNA	12
VASA published, mouse	220	multi	MtRrna	5
VASA published, mouse	220	multi	IgVGene	1
VASA published, mouse	220	single	ProteinCoding	355410
VASA published, mouse	220	single	lncRNA	18225
VASA published, mouse	220	single	ribozyme	1508
VASA published, mouse	220	single	TEC	897
VASA published, mouse	220	single	snoRNA	885
VASA published, mouse	220	single	ProcessedPseudogene	825
VASA published, mouse	220	single	miRNA	648
VASA published, mouse	220	single	TranscribedUnprocessedPseudogene	311
VASA published, mouse	220	single	TranscribedProcessedPseudogene	294
VASA published, mouse	220	single	TranscribedUnitaryPseudogene	160
VASA published, mouse	220	single	MiscRna	127
VASA published, mouse	220	single	snRNA	82
VASA published, mouse	220	single	scaRNA	71
VASA published, mouse	220	single	rRNA	40
VASA published, mouse	220	single	UnprocessedPseudogene	35
VASA published, mouse	220	single	tRNA	29
VASA published, mouse	220	single	MtRrna	18
VASA published, mouse	220	single	UnitaryPseudogene	14
VASA published, mouse	220	single	MtTrna	5
VASA published, mouse	222	multi	ProteinCoding	33092
VASA published, mouse	222	multi	lncRNA	15754
VASA published, mouse	222	multi	ProcessedPseudogene	13955
VASA published, mouse	222	multi	TranscribedProcessedPseudogene	6349
VASA published, mouse	222	multi	UnprocessedPseudogene	2837
VASA published, mouse	222	multi	MiscRna	1685
VASA published, mouse	222	multi	TranscribedUnprocessedPseudogene	841
VASA published, mouse	222	multi	miRNA	826
VASA published, mouse	222	multi	snoRNA	268
VASA published, mouse	222	multi	snRNA	130
VASA published, mouse	222	multi	TEC	90
VASA published, mouse	222	multi	TranscribedUnitaryPseudogene	85
VASA published, mouse	222	multi	rRNA	83
VASA published, mouse	222	multi	UnitaryPseudogene	54
VASA published, mouse	222	multi	ribozyme	34
VASA published, mouse	222	multi	tRNA	17
VASA published, mouse	222	multi	MtTrna	10
VASA published, mouse	222	multi	MtRrna	4
VASA published, mouse	222	single	ProteinCoding	226363
VASA published, mouse	222	single	lncRNA	12539
VASA published, mouse	222	single	ProcessedPseudogene	547
VASA published, mouse	222	single	TEC	518
VASA published, mouse	222	single	snoRNA	496
VASA published, mouse	222	single	miRNA	409
VASA published, mouse	222	single	ribozyme	371
VASA published, mouse	222	single	TranscribedProcessedPseudogene	346
VASA published, mouse	222	single	TranscribedUnprocessedPseudogene	110
VASA published, mouse	222	single	TranscribedUnitaryPseudogene	69
VASA published, mouse	222	single	MiscRna	57
VASA published, mouse	222	single	snRNA	34
VASA published, mouse	222	single	scaRNA	29
VASA published, mouse	222	single	MtTrna	25
VASA published, mouse	222	single	tRNA	24
VASA published, mouse	222	single	UnitaryPseudogene	19
VASA published, mouse	222	single	UnprocessedPseudogene	13
VASA published, mouse	222	single	MtRrna	10
