dataset	cell	class	biotype	reads
VASA own, 75 nt	005	single	ribozyme	26398
VASA own, 75 nt	005	single	snoRNA	19496
VASA own, 75 nt	005	single	MiscRna	13531
VASA own, 75 nt	005	single	snRNA	9364
VASA own, 75 nt	005	single	miRNA	3086
VASA own, 75 nt	005	single	ProcessedPseudogene	2485
VASA own, 75 nt	005	single	rRNA	2170
VASA own, 75 nt	005	single	TEC	1873
VASA own, 75 nt	005	single	TranscribedProcessedPseudogene	1160
VASA own, 75 nt	005	single	scaRNA	1094
VASA own, 75 nt	005	single	TranscribedUnprocessedPseudogene	539
VASA own, 75 nt	005	single	MtRrna	321
VASA own, 75 nt	005	single	TranscribedUnitaryPseudogene	244
VASA own, 75 nt	005	single	tRNA	233
VASA own, 75 nt	005	single	UnprocessedPseudogene	75
VASA own, 75 nt	005	single	MtTrna	66
VASA own, 75 nt	005	single	UnitaryPseudogene	58
VASA own, 75 nt	005	single	TranslatedUnprocessedPseudogene	4
VASA own, 75 nt	005	single	TrJGene	3
VASA own, 75 nt	006	multi	ProteinCoding	850241
VASA own, 75 nt	006	multi	lncRNA	779342
VASA own, 75 nt	006	multi	MiscRna	185109
VASA own, 75 nt	006	multi	ProcessedPseudogene	114284
VASA own, 75 nt	006	multi	miRNA	94917
VASA own, 75 nt	006	multi	snRNA	90879
VASA own, 75 nt	006	multi	TranscribedProcessedPseudogene	49856
VASA own, 75 nt	006	multi	snoRNA	17711
VASA own, 75 nt	006	multi	UnprocessedPseudogene	10633
VASA own, 75 nt	006	multi	rRNA	7504
VASA own, 75 nt	006	multi	TranscribedUnprocessedPseudogene	7003
VASA own, 75 nt	006	multi	TranscribedUnitaryPseudogene	4463
VASA own, 75 nt	006	multi	TEC	2641
VASA own, 75 nt	006	multi	tRNA	2266
VASA own, 75 nt	006	multi	UnitaryPseudogene	1034
VASA own, 75 nt	006	multi	ribozyme	389
VASA own, 75 nt	006	multi	MtTrna	155
VASA own, 75 nt	006	multi	MtRrna	50
VASA own, 75 nt	006	multi	scaRNA	13
VASA own, 75 nt	006	multi	TrVGene	10
VASA own, 75 nt	006	multi	IgVPseudogene	7
VASA own, 75 nt	006	multi	IgVGene	6
VASA own, 75 nt	006	multi	TranslatedUnprocessedPseudogene	5
VASA own, 75 nt	006	multi	TrCGene	3
VASA own, 75 nt	006	multi	IgCGene	1
VASA own, 75 nt	006	multi	TrVPseudogene	1
VASA own, 75 nt	006	single	ProteinCoding	1393415
VASA own, 75 nt	006	single	lncRNA	151695
VASA own, 75 nt	006	single	ribozyme	29158
VASA own, 75 nt	006	single	snoRNA	18452
VASA own, 75 nt	006	single	MiscRna	16678
VASA own, 75 nt	006	single	snRNA	12118
VASA own, 75 nt	006	single	miRNA	4848
VASA own, 75 nt	006	single	ProcessedPseudogene	3735
VASA own, 75 nt	006	single	TEC	2889
VASA own, 75 nt	006	single	rRNA	2655
VASA own, 75 nt	006	single	TranscribedProcessedPseudogene	1297
VASA own, 75 nt	006	single	scaRNA	850
VASA own, 75 nt	006	single	TranscribedUnprocessedPseudogene	755
VASA own, 75 nt	006	single	MtRrna	484
VASA own, 75 nt	006	single	TranscribedUnitaryPseudogene	367
VASA own, 75 nt	006	single	UnprocessedPseudogene	353
VASA own, 75 nt	006	single	tRNA	336
VASA own, 75 nt	006	single	MtTrna	192
VASA own, 75 nt	006	single	UnitaryPseudogene	107
VASA own, 75 nt	006	single	sRNA	4
VASA own, 75 nt	006	single	TranslatedUnprocessedPseudogene	2
VASA own, 75 nt	007	multi	ProteinCoding	1610291
VASA own, 75 nt	007	multi	lncRNA	1495856
VASA own, 75 nt	007	multi	MiscRna	503997
VASA own, 75 nt	007	multi	snRNA	275824
VASA own, 75 nt	007	multi	ProcessedPseudogene	250119
VASA own, 75 nt	007	multi	miRNA	244342
VASA own, 75 nt	007	multi	TranscribedProcessedPseudogene	111492
VASA own, 75 nt	007	multi	snoRNA	58842
VASA own, 75 nt	007	multi	UnprocessedPseudogene	25540
VASA own, 75 nt	007	multi	rRNA	18531
VASA own, 75 nt	007	multi	TranscribedUnprocessedPseudogene	14705
VASA own, 75 nt	007	multi	TranscribedUnitaryPseudogene	9752
VASA own, 75 nt	007	multi	TEC	4353
VASA own, 75 nt	007	multi	UnitaryPseudogene	1959
VASA own, 75 nt	007	multi	tRNA	1704
VASA own, 75 nt	007	multi	ribozyme	1231
VASA own, 75 nt	007	multi	MtTrna	235
VASA own, 75 nt	007	multi	MtRrna	89
VASA own, 75 nt	007	multi	scaRNA	20
VASA own, 75 nt	007	multi	TrVGene	13
VASA own, 75 nt	007	multi	IgVGene	12
VASA own, 75 nt	007	multi	IgCGene	7
VASA own, 75 nt	007	multi	TrCGene	5
VASA own, 75 nt	007	multi	IgVPseudogene	4
VASA own, 75 nt	007	multi	TranslatedUnprocessedPseudogene	2
VASA own, 75 nt	007	multi	IgCPseudogene	1
VASA own, 75 nt	007	multi	TrVPseudogene	1
VASA own, 75 nt	007	single	ProteinCoding	3187979
VASA own, 75 nt	007	single	lncRNA	308958
VASA own, 75 nt	007	single	ribozyme	74725
VASA own, 75 nt	007	single	snoRNA	59738
VASA own, 75 nt	007	single	MiscRna	37349
VASA own, 75 nt	007	single	snRNA	32574
VASA own, 75 nt	007	single	miRNA	9915
VASA own, 75 nt	007	single	ProcessedPseudogene	7387
VASA own, 75 nt	007	single	TEC	7105
VASA own, 75 nt	007	single	rRNA	3903
VASA own, 75 nt	007	single	TranscribedProcessedPseudogene	3120
VASA own, 75 nt	007	single	scaRNA	2581
VASA own, 75 nt	007	single	TranscribedUnprocessedPseudogene	2441
VASA own, 75 nt	007	single	MtRrna	968
VASA own, 75 nt	007	single	tRNA	920
VASA own, 75 nt	007	single	TranscribedUnitaryPseudogene	661
VASA own, 75 nt	007	single	MtTrna	387
VASA own, 75 nt	007	single	UnprocessedPseudogene	374
VASA own, 75 nt	007	single	UnitaryPseudogene	254
VASA own, 75 nt	007	single	TranslatedUnprocessedPseudogene	12
VASA own, 75 nt	007	single	TrCGene	2
VASA own, 75 nt	007	single	IgCGene	1
VASA own, 75 nt	007	single	TrJGene	1
VASA own, 75 nt	007	single	TrVGene	1
VASA own, 75 nt	007	single	TrVPseudogene	1
VASA own, 75 nt	008	multi	ProteinCoding	1086184
VASA own, 75 nt	008	multi	lncRNA	998425
VASA own, 75 nt	008	multi	MiscRna	205224
VASA own, 75 nt	008	multi	snRNA	171879
VASA own, 75 nt	008	multi	ProcessedPseudogene	133326
VASA own, 75 nt	008	multi	miRNA	99708
VASA own, 75 nt	008	multi	TranscribedProcessedPseudogene	58913
VASA own, 75 nt	008	multi	snoRNA	29443
VASA own, 75 nt	008	multi	UnprocessedPseudogene	14857
VASA own, 75 nt	008	multi	rRNA	14122
VASA own, 75 nt	008	multi	TranscribedUnprocessedPseudogene	6987
VASA own, 75 nt	008	multi	TranscribedUnitaryPseudogene	4656
VASA own, 75 nt	008	multi	TEC	2929
VASA own, 75 nt	008	multi	tRNA	1977
VASA own, 75 nt	008	multi	UnitaryPseudogene	1605
VASA own, 75 nt	008	multi	ribozyme	544
VASA own, 75 nt	008	multi	MtTrna	279
VASA own, 75 nt	008	multi	MtRrna	55
VASA own, 75 nt	008	multi	scaRNA	15
VASA own, 75 nt	008	multi	IgVGene	10
VASA own, 75 nt	008	multi	IgVPseudogene	9
VASA own, 75 nt	008	multi	TrCGene	5
VASA own, 75 nt	008	multi	TrVGene	5
VASA own, 75 nt	008	multi	IgCGene	2
VASA own, 75 nt	008	multi	TrVPseudogene	2
VASA own, 75 nt	008	multi	TrJGene	1
VASA own, 75 nt	008	multi	TranslatedUnprocessedPseudogene	1
VASA own, 75 nt	008	single	ProteinCoding	1735997
VASA own, 75 nt	008	single	lncRNA	189571
VASA own, 75 nt	008	single	ribozyme	32128
VASA own, 75 nt	008	single	snoRNA	28165
VASA own, 75 nt	008	single	snRNA	22498
VASA own, 75 nt	008	single	MiscRna	18575
VASA own, 75 nt	008	single	miRNA	5849
VASA own, 75 nt	008	single	rRNA	4715
VASA own, 75 nt	008	single	ProcessedPseudogene	4396
VASA own, 75 nt	008	single	TEC	4024
VASA own, 75 nt	008	single	TranscribedProcessedPseudogene	1882
VASA own, 75 nt	008	single	scaRNA	1409
VASA own, 75 nt	008	single	TranscribedUnprocessedPseudogene	1014
VASA own, 75 nt	008	single	MtRrna	866
VASA own, 75 nt	008	single	tRNA	708
VASA own, 75 nt	008	single	TranscribedUnitaryPseudogene	458
VASA own, 75 nt	008	single	UnitaryPseudogene	321
VASA own, 75 nt	008	single	UnprocessedPseudogene	313
VASA own, 75 nt	008	single	MtTrna	303
VASA own, 75 nt	008	single	IgVPseudogene	2
VASA own, 75 nt	008	single	IgVGene	1
VASA own, 75 nt	008	single	TrVGene	1
VASA own, 75 nt	009	multi	ProteinCoding	1227764
VASA own, 75 nt	009	multi	lncRNA	1105782
VASA own, 75 nt	009	multi	MiscRna	358241
VASA own, 75 nt	009	multi	ProcessedPseudogene	205324
VASA own, 75 nt	009	multi	miRNA	168717
VASA own, 75 nt	009	multi	snRNA	151885
VASA own, 75 nt	009	multi	TranscribedProcessedPseudogene	92882
VASA own, 75 nt	009	multi	snoRNA	30429
VASA own, 75 nt	009	multi	UnprocessedPseudogene	19995
VASA own, 75 nt	009	multi	rRNA	16528
VASA own, 75 nt	009	multi	TranscribedUnprocessedPseudogene	11690
VASA own, 75 nt	009	multi	TranscribedUnitaryPseudogene	7604
VASA own, 75 nt	009	multi	TEC	3317
VASA own, 75 nt	009	multi	tRNA	2044
VASA own, 75 nt	009	multi	UnitaryPseudogene	1735
VASA own, 75 nt	009	multi	ribozyme	725
VASA own, 75 nt	009	multi	MtTrna	220
VASA own, 75 nt	009	multi	MtRrna	79
VASA own, 75 nt	009	multi	scaRNA	23
VASA own, 75 nt	009	multi	TrVGene	9
VASA own, 75 nt	009	multi	IgVGene	6
VASA own, 75 nt	009	multi	IgCGene	5
VASA own, 75 nt	009	multi	IgVPseudogene	5
VASA own, 75 nt	009	multi	TrCGene	3
VASA own, 75 nt	009	multi	TrVPseudogene	3
VASA own, 75 nt	009	multi	TranslatedUnprocessedPseudogene	2
VASA own, 75 nt	009	single	ProteinCoding	2488468
VASA own, 75 nt	009	single	lncRNA	226488
VASA own, 75 nt	009	single	ribozyme	50070
VASA own, 75 nt	009	single	snoRNA	34887
VASA own, 75 nt	009	single	MiscRna	23733
VASA own, 75 nt	009	single	snRNA	20296
VASA own, 75 nt	009	single	miRNA	7581
VASA own, 75 nt	009	single	ProcessedPseudogene	6327
VASA own, 75 nt	009	single	rRNA	5511
VASA own, 75 nt	009	single	TEC	5335
VASA own, 75 nt	009	single	TranscribedProcessedPseudogene	2432
VASA own, 75 nt	009	single	scaRNA	1900
VASA own, 75 nt	009	single	TranscribedUnprocessedPseudogene	1536
VASA own, 75 nt	009	single	MtRrna	1077
VASA own, 75 nt	009	single	tRNA	575
VASA own, 75 nt	009	single	TranscribedUnitaryPseudogene	567
VASA own, 75 nt	009	single	MtTrna	338
VASA own, 75 nt	009	single	UnprocessedPseudogene	335
VASA own, 75 nt	009	single	UnitaryPseudogene	171
VASA own, 75 nt	009	single	TranslatedUnprocessedPseudogene	9
VASA own, 75 nt	009	single	TrVPseudogene	6
VASA own, 75 nt	009	single	TrVGene	2
VASA own, 75 nt	009	single	sRNA	2
VASA own, 75 nt	009	single	IgVGene	1
VASA own, 75 nt	009	single	IgVPseudogene	1
VASA own, 75 nt	010	multi	ProteinCoding	2551044
VASA own, 75 nt	010	multi	lncRNA	2368229
VASA own, 75 nt	010	multi	MiscRna	772451
VASA own, 75 nt	010	multi	snRNA	657893
VASA own, 75 nt	010	multi	ProcessedPseudogene	380553
VASA own, 75 nt	010	multi	miRNA	317590
VASA own, 75 nt	010	multi	TranscribedProcessedPseudogene	168805
VASA own, 75 nt	010	multi	snoRNA	119847
VASA own, 75 nt	010	multi	UnprocessedPseudogene	37741
VASA own, 75 nt	010	multi	rRNA	23927
VASA own, 75 nt	010	multi	TranscribedUnprocessedPseudogene	20461
VASA own, 75 nt	010	multi	TranscribedUnitaryPseudogene	12947
VASA own, 75 nt	010	multi	TEC	5473
VASA own, 75 nt	010	multi	ribozyme	2352
VASA own, 75 nt	010	multi	tRNA	1956
VASA own, 75 nt	010	multi	UnitaryPseudogene	1935
VASA own, 75 nt	010	multi	MtTrna	148
VASA own, 75 nt	010	multi	MtRrna	122
VASA own, 75 nt	010	multi	scaRNA	34
VASA own, 75 nt	010	multi	IgVGene	7
VASA own, 75 nt	010	multi	TrVGene	7
VASA own, 75 nt	010	multi	IgCGene	6
VASA own, 75 nt	010	multi	TrCGene	6
VASA own, 75 nt	010	multi	TranslatedUnprocessedPseudogene	5
VASA own, 75 nt	010	multi	IgVPseudogene	4
VASA own, 75 nt	010	multi	pseudogene	2
VASA own, 75 nt	010	multi	IgJGene	1
VASA own, 75 nt	010	single	ProteinCoding	4773280
VASA own, 75 nt	010	single	lncRNA	442021
VASA own, 75 nt	010	single	snoRNA	114654
VASA own, 75 nt	010	single	ribozyme	107911
VASA own, 75 nt	010	single	MiscRna	68201
VASA own, 75 nt	010	single	snRNA	61565
VASA own, 75 nt	010	single	miRNA	14458
VASA own, 75 nt	010	single	ProcessedPseudogene	12128
VASA own, 75 nt	010	single	TEC	10223
VASA own, 75 nt	010	single	rRNA	6239
VASA own, 75 nt	010	single	scaRNA	5950
VASA own, 75 nt	010	single	TranscribedProcessedPseudogene	5566
VASA own, 75 nt	010	single	TranscribedUnprocessedPseudogene	2991
VASA own, 75 nt	010	single	MtRrna	1460
VASA own, 75 nt	010	single	tRNA	1296
VASA own, 75 nt	010	single	TranscribedUnitaryPseudogene	1233
VASA own, 75 nt	010	single	MtTrna	429
VASA own, 75 nt	010	single	UnprocessedPseudogene	386
VASA own, 75 nt	010	single	UnitaryPseudogene	278
VASA own, 75 nt	010	single	IgVGene	1
VASA own, 75 nt	011	multi	ProteinCoding	2606227
VASA own, 75 nt	011	multi	lncRNA	2399384
VASA own, 75 nt	011	multi	MiscRna	798767
VASA own, 75 nt	011	multi	snRNA	722637
VASA own, 75 nt	011	multi	ProcessedPseudogene	377748
VASA own, 75 nt	011	multi	miRNA	312170
VASA own, 75 nt	011	multi	snoRNA	172239
VASA own, 75 nt	011	multi	TranscribedProcessedPseudogene	171666
VASA own, 75 nt	011	multi	UnprocessedPseudogene	34057
VASA own, 75 nt	011	multi	rRNA	25185
VASA own, 75 nt	011	multi	TranscribedUnprocessedPseudogene	20056
VASA own, 75 nt	011	multi	TranscribedUnitaryPseudogene	12925
VASA own, 75 nt	011	multi	TEC	6236
VASA own, 75 nt	011	multi	ribozyme	2765
VASA own, 75 nt	011	multi	UnitaryPseudogene	2619
VASA own, 75 nt	011	multi	tRNA	1984
VASA own, 75 nt	011	multi	MtTrna	172
VASA own, 75 nt	011	multi	MtRrna	123
VASA own, 75 nt	011	multi	scaRNA	42
VASA own, 75 nt	011	multi	IgVGene	15
VASA own, 75 nt	011	multi	TrVGene	13
VASA own, 75 nt	011	multi	IgVPseudogene	7
VASA own, 75 nt	011	multi	IgCGene	5
VASA own, 75 nt	011	multi	TrCGene	4
VASA own, 75 nt	011	multi	TranslatedUnprocessedPseudogene	4
VASA own, 75 nt	011	multi	pseudogene	3
VASA own, 75 nt	011	multi	TrJGene	1
VASA own, 75 nt	011	multi	TrVPseudogene	1
VASA own, 75 nt	011	single	ProteinCoding	4810212
VASA own, 75 nt	011	single	lncRNA	469513
VASA own, 75 nt	011	single	snoRNA	141395
VASA own, 75 nt	011	single	ribozyme	121798
VASA own, 75 nt	011	single	snRNA	66096
VASA own, 75 nt	011	single	MiscRna	53325
VASA own, 75 nt	011	single	miRNA	15929
VASA own, 75 nt	011	single	ProcessedPseudogene	11911
VASA own, 75 nt	011	single	TEC	10116
VASA own, 75 nt	011	single	scaRNA	6698
VASA own, 75 nt	011	single	rRNA	6071
VASA own, 75 nt	011	single	TranscribedProcessedPseudogene	5170
VASA own, 75 nt	011	single	TranscribedUnprocessedPseudogene	3052
VASA own, 75 nt	011	single	tRNA	1464
VASA own, 75 nt	011	single	MtRrna	1324
VASA own, 75 nt	011	single	TranscribedUnitaryPseudogene	1136
VASA own, 75 nt	011	single	UnitaryPseudogene	619
VASA own, 75 nt	011	single	UnprocessedPseudogene	362
VASA own, 75 nt	011	single	MtTrna	345
VASA own, 75 nt	011	single	TranslatedUnprocessedPseudogene	3
VASA own, 75 nt	011	single	pseudogene	3
VASA own, 75 nt	011	single	IgVGene	2
VASA own, 75 nt	011	single	IgVPseudogene	1
VASA own, 75 nt	011	single	TrVPseudogene	1
VASA own, 75 nt	012	multi	ProteinCoding	2036718
VASA own, 75 nt	012	multi	lncRNA	1916662
VASA own, 75 nt	012	multi	MiscRna	667276
VASA own, 75 nt	012	multi	snRNA	522120
VASA own, 75 nt	012	multi	ProcessedPseudogene	314616
VASA own, 75 nt	012	multi	miRNA	296904
VASA own, 75 nt	012	multi	TranscribedProcessedPseudogene	141794
VASA own, 75 nt	012	multi	snoRNA	96167
VASA own, 75 nt	012	multi	UnprocessedPseudogene	29515
VASA own, 75 nt	012	multi	rRNA	23584
VASA own, 75 nt	012	multi	TranscribedUnprocessedPseudogene	16808
VASA own, 75 nt	012	multi	TranscribedUnitaryPseudogene	10669
VASA own, 75 nt	012	multi	TEC	5876
VASA own, 75 nt	012	multi	tRNA	1924
VASA own, 75 nt	012	multi	ribozyme	1745
VASA own, 75 nt	012	multi	UnitaryPseudogene	1676
VASA own, 75 nt	012	multi	MtTrna	139
VASA own, 75 nt	012	multi	MtRrna	137
VASA own, 75 nt	012	multi	scaRNA	25
VASA own, 75 nt	012	multi	TranslatedUnprocessedPseudogene	19
VASA own, 75 nt	012	multi	TrVGene	14
VASA own, 75 nt	012	multi	IgCGene	13
VASA own, 75 nt	012	multi	IgVPseudogene	8
VASA own, 75 nt	012	multi	IgVGene	5
VASA own, 75 nt	012	multi	TrCGene	5
VASA own, 75 nt	012	multi	TrVPseudogene	2
VASA own, 75 nt	012	multi	TrJGene	1
VASA own, 75 nt	012	multi	pseudogene	1
VASA own, 75 nt	012	single	ProteinCoding	3945218
VASA own, 75 nt	012	single	lncRNA	372714
VASA own, 75 nt	012	single	ribozyme	100761
VASA own, 75 nt	012	single	snoRNA	96742
VASA own, 75 nt	012	single	snRNA	49745
VASA own, 75 nt	012	single	MiscRna	48464
VASA own, 75 nt	012	single	miRNA	12488
VASA own, 75 nt	012	single	ProcessedPseudogene	9857
VASA own, 75 nt	012	single	TEC	8217
VASA own, 75 nt	012	single	rRNA	6333
VASA own, 75 nt	012	single	scaRNA	4993
VASA own, 75 nt	012	single	TranscribedProcessedPseudogene	4538
VASA own, 75 nt	012	single	TranscribedUnprocessedPseudogene	2561
VASA own, 75 nt	012	single	MtRrna	1087
VASA own, 75 nt	012	single	TranscribedUnitaryPseudogene	977
VASA own, 75 nt	012	single	tRNA	848
VASA own, 75 nt	012	single	UnprocessedPseudogene	411
VASA own, 75 nt	012	single	MtTrna	374
VASA own, 75 nt	012	single	UnitaryPseudogene	273
VASA own, 75 nt	012	single	TranslatedUnprocessedPseudogene	8
VASA own, 75 nt	012	single	IgVGene	4
VASA own, 75 nt	012	single	TrVGene	2
VASA own, 75 nt	012	single	IgCGene	1
VASA own, 75 nt	012	single	IgVPseudogene	1
VASA own, 75 nt	012	single	TrCGene	1
VASA own, 75 nt	013	multi	ProteinCoding	2183699
VASA own, 75 nt	013	multi	lncRNA	2074879
VASA own, 75 nt	013	multi	MiscRna	594337
VASA own, 75 nt	013	multi	snRNA	580790
VASA own, 75 nt	013	multi	ProcessedPseudogene	261300
VASA own, 75 nt	013	multi	miRNA	251713
VASA own, 75 nt	013	multi	snoRNA	134848
VASA own, 75 nt	013	multi	TranscribedProcessedPseudogene	117611
VASA own, 75 nt	013	multi	UnprocessedPseudogene	24090
VASA own, 75 nt	013	multi	rRNA	19021
VASA own, 75 nt	013	multi	TranscribedUnprocessedPseudogene	14204
VASA own, 75 nt	013	multi	TranscribedUnitaryPseudogene	9099
VASA own, 75 nt	013	multi	TEC	4592
VASA own, 75 nt	013	multi	ribozyme	1943
VASA own, 75 nt	013	multi	tRNA	1722
VASA own, 75 nt	013	multi	UnitaryPseudogene	1483
VASA own, 75 nt	013	multi	MtTrna	165
VASA own, 75 nt	013	multi	MtRrna	124
VASA own, 75 nt	013	multi	scaRNA	25
VASA own, 75 nt	013	multi	TranslatedUnprocessedPseudogene	17
VASA own, 75 nt	013	multi	TrVGene	16
VASA own, 75 nt	013	multi	IgVGene	12
VASA own, 75 nt	013	multi	IgCGene	7
VASA own, 75 nt	013	multi	IgVPseudogene	7
VASA own, 75 nt	013	multi	TrCGene	7
VASA own, 75 nt	013	multi	TrVPseudogene	4
VASA own, 75 nt	013	single	ProteinCoding	3304865
VASA own, 75 nt	013	single	lncRNA	341258
VASA own, 75 nt	013	single	snoRNA	95309
VASA own, 75 nt	013	single	ribozyme	78570
VASA own, 75 nt	013	single	snRNA	52140
VASA own, 75 nt	013	single	MiscRna	43318
VASA own, 75 nt	013	single	miRNA	11219
VASA own, 75 nt	013	single	ProcessedPseudogene	8356
VASA own, 75 nt	013	single	TEC	6765
VASA own, 75 nt	013	single	scaRNA	4887
VASA own, 75 nt	013	single	rRNA	4879
VASA own, 75 nt	013	single	TranscribedProcessedPseudogene	3433
VASA own, 75 nt	013	single	TranscribedUnprocessedPseudogene	2119
VASA own, 75 nt	013	single	tRNA	1055
VASA own, 75 nt	013	single	MtRrna	961
VASA own, 75 nt	013	single	TranscribedUnitaryPseudogene	773
VASA own, 75 nt	013	single	UnprocessedPseudogene	304
VASA own, 75 nt	013	single	UnitaryPseudogene	283
VASA own, 75 nt	013	single	MtTrna	251
VASA own, 75 nt	013	single	TranslatedUnprocessedPseudogene	4
VASA own, 75 nt	013	single	TrCGene	2
VASA own, 75 nt	013	single	TrVGene	1
VASA own, 75 nt	014	multi	ProteinCoding	52508
VASA own, 75 nt	014	multi	lncRNA	36342
VASA own, 75 nt	014	multi	MiscRna	1869
VASA own, 75 nt	014	multi	ProcessedPseudogene	1537
VASA own, 75 nt	014	multi	snRNA	1111
VASA own, 75 nt	014	multi	miRNA	731
VASA own, 75 nt	014	multi	TranscribedUnprocessedPseudogene	647
VASA own, 75 nt	014	multi	rRNA	558
VASA own, 75 nt	014	multi	TranscribedProcessedPseudogene	509
VASA own, 75 nt	014	multi	TEC	424
VASA own, 75 nt	014	multi	UnprocessedPseudogene	398
VASA own, 75 nt	014	multi	snoRNA	225
VASA own, 75 nt	014	multi	TranscribedUnitaryPseudogene	109
VASA own, 75 nt	014	multi	UnitaryPseudogene	86
VASA own, 75 nt	014	multi	tRNA	8
VASA own, 75 nt	014	multi	ribozyme	4
VASA own, 75 nt	014	multi	MtRrna	3
VASA own, 75 nt	014	multi	MtTrna	2
VASA own, 75 nt	014	multi	IgVGene	1
VASA own, 75 nt	014	multi	IgVPseudogene	1
VASA own, 75 nt	014	multi	TrJPseudogene	1
VASA own, 75 nt	014	single	ProteinCoding	26491
VASA own, 75 nt	014	single	lncRNA	6324
VASA own, 75 nt	014	single	snoRNA	280
VASA own, 75 nt	014	single	ribozyme	252
VASA own, 75 nt	014	single	MiscRna	139
VASA own, 75 nt	014	single	rRNA	119
VASA own, 75 nt	014	single	snRNA	116
VASA own, 75 nt	014	single	TEC	89
VASA own, 75 nt	014	single	ProcessedPseudogene	87
VASA own, 75 nt	014	single	TranscribedUnprocessedPseudogene	87
VASA own, 75 nt	014	single	miRNA	56
VASA own, 75 nt	014	single	MtRrna	44
VASA own, 75 nt	014	single	TranscribedProcessedPseudogene	18
VASA own, 75 nt	014	single	TranscribedUnitaryPseudogene	17
VASA own, 75 nt	014	single	UnprocessedPseudogene	17
VASA own, 75 nt	014	single	scaRNA	17
VASA own, 75 nt	014	single	UnitaryPseudogene	10
VASA own, 75 nt	014	single	MtTrna	4
VASA own, 75 nt	014	single	tRNA	3
VASA own, 75 nt	015	multi	ProteinCoding	62047
VASA own, 75 nt	015	multi	lncRNA	44580
VASA own, 75 nt	015	multi	MiscRna	4763
VASA own, 75 nt	015	multi	ProcessedPseudogene	2644
VASA own, 75 nt	015	multi	snRNA	2304
VASA own, 75 nt	015	multi	miRNA	1918
VASA own, 75 nt	015	multi	UnprocessedPseudogene	1446
VASA own, 75 nt	015	multi	TranscribedProcessedPseudogene	1108
VASA own, 75 nt	015	multi	TEC	688
VASA own, 75 nt	015	multi	rRNA	655
VASA own, 75 nt	015	multi	snoRNA	562
VASA own, 75 nt	015	multi	TranscribedUnprocessedPseudogene	273
VASA own, 75 nt	015	multi	UnitaryPseudogene	101
VASA own, 75 nt	015	multi	TranscribedUnitaryPseudogene	90
VASA own, 75 nt	015	multi	tRNA	25
VASA own, 75 nt	015	multi	MtRrna	7
VASA own, 75 nt	015	multi	IgVGene	5
VASA own, 75 nt	015	multi	ribozyme	5
VASA own, 75 nt	015	multi	MtTrna	2
VASA own, 75 nt	015	multi	TrVGene	2
VASA own, 75 nt	015	multi	IgCGene	1
VASA own, 75 nt	015	multi	IgCPseudogene	1
VASA own, 75 nt	015	multi	TrCGene	1
VASA own, 75 nt	015	multi	TrVPseudogene	1
VASA own, 75 nt	015	multi	scaRNA	1
VASA own, 75 nt	015	single	ProteinCoding	44376
VASA own, 75 nt	015	single	lncRNA	8882
VASA own, 75 nt	015	single	snoRNA	628
VASA own, 75 nt	015	single	ribozyme	615
VASA own, 75 nt	015	single	MiscRna	315
VASA own, 75 nt	015	single	snRNA	236
VASA own, 75 nt	015	single	rRNA	184
VASA own, 75 nt	015	single	TEC	179
VASA own, 75 nt	015	single	MtRrna	119
VASA own, 75 nt	015	single	ProcessedPseudogene	112
VASA own, 75 nt	015	single	miRNA	83
VASA own, 75 nt	015	single	UnprocessedPseudogene	62
VASA own, 75 nt	015	single	scaRNA	34
VASA own, 75 nt	015	single	TranscribedProcessedPseudogene	30
VASA own, 75 nt	015	single	TranscribedUnprocessedPseudogene	23
VASA own, 75 nt	015	single	TranscribedUnitaryPseudogene	20
VASA own, 75 nt	015	single	UnitaryPseudogene	11
VASA own, 75 nt	015	single	tRNA	6
VASA own, 75 nt	015	single	MtTrna	2
VASA own, 75 nt	016	multi	ProteinCoding	28114
VASA own, 75 nt	016	multi	lncRNA	18124
VASA own, 75 nt	016	multi	MiscRna	1011
VASA own, 75 nt	016	multi	ProcessedPseudogene	674
VASA own, 75 nt	016	multi	snRNA	546
VASA own, 75 nt	016	multi	miRNA	420
VASA own, 75 nt	016	multi	TranscribedProcessedPseudogene	265
VASA own, 75 nt	016	multi	TEC	257
VASA own, 75 nt	016	multi	TranscribedUnprocessedPseudogene	223
VASA own, 75 nt	016	multi	UnprocessedPseudogene	218
VASA own, 75 nt	016	multi	rRNA	205
VASA own, 75 nt	016	multi	snoRNA	139
VASA own, 75 nt	016	multi	TranscribedUnitaryPseudogene	50
VASA own, 75 nt	016	multi	UnitaryPseudogene	37
VASA own, 75 nt	016	multi	tRNA	7
VASA own, 75 nt	016	multi	ribozyme	3
VASA own, 75 nt	016	multi	MtTrna	1
VASA own, 75 nt	016	multi	TrCGene	1
VASA own, 75 nt	016	multi	TrVGene	1
VASA own, 75 nt	016	single	ProteinCoding	14660
VASA own, 75 nt	016	single	lncRNA	4136
VASA own, 75 nt	016	single	snoRNA	175
VASA own, 75 nt	016	single	ribozyme	115
VASA own, 75 nt	016	single	MiscRna	69
VASA own, 75 nt	016	single	snRNA	64
VASA own, 75 nt	016	single	TranscribedUnprocessedPseudogene	57
VASA own, 75 nt	016	single	rRNA	51
VASA own, 75 nt	016	single	TEC	40
VASA own, 75 nt	016	single	ProcessedPseudogene	36
