dataset	cell	class	ngenes	reads
VASA published, mouse	034	multi	9	280
VASA published, mouse	034	multi	10	151
VASA published, mouse	034	multi	11	144
VASA published, mouse	034	multi	12	132
VASA published, mouse	034	multi	13	40
VASA published, mouse	034	multi	14	45
VASA published, mouse	034	multi	15	68
VASA published, mouse	034	multi	16	45
VASA published, mouse	034	multi	17	43
VASA published, mouse	034	multi	18	12
VASA published, mouse	034	multi	19	49
VASA published, mouse	034	multi	20	286
VASA published, mouse	034	single	1	121876
VASA published, mouse	034	single	2	4900
VASA published, mouse	034	single	3	186
VASA published, mouse	034	single	4	14
VASA published, mouse	034	single	7	2
VASA published, mouse	034	single	9	2
VASA published, mouse	034	single	13	1
VASA published, mouse	034	single	15	1
VASA published, mouse	034	single	16	1
VASA published, mouse	034	single	17	3
VASA published, mouse	034	single	20	28
VASA published, mouse	036	multi	1	5993
VASA published, mouse	036	multi	2	9206
VASA published, mouse	036	multi	3	5534
VASA published, mouse	036	multi	4	3455
VASA published, mouse	036	multi	5	2808
VASA published, mouse	036	multi	6	1201
VASA published, mouse	036	multi	7	1472
VASA published, mouse	036	multi	8	640
VASA published, mouse	036	multi	9	626
VASA published, mouse	036	multi	10	381
VASA published, mouse	036	multi	11	194
VASA published, mouse	036	multi	12	191
VASA published, mouse	036	multi	13	139
VASA published, mouse	036	multi	14	89
VASA published, mouse	036	multi	15	112
VASA published, mouse	036	multi	16	53
VASA published, mouse	036	multi	17	24
VASA published, mouse	036	multi	18	15
VASA published, mouse	036	multi	19	55
VASA published, mouse	036	multi	20	276
VASA published, mouse	036	single	1	218998
VASA published, mouse	036	single	2	9000
VASA published, mouse	036	single	3	358
VASA published, mouse	036	single	4	6
VASA published, mouse	036	single	6	1
VASA published, mouse	036	single	15	4
VASA published, mouse	036	single	16	3
VASA published, mouse	036	single	17	1
VASA published, mouse	036	single	18	6
VASA published, mouse	036	single	20	78
VASA published, mouse	038	multi	1	2137
VASA published, mouse	038	multi	2	2436
VASA published, mouse	038	multi	3	1525
VASA published, mouse	038	multi	4	1049
VASA published, mouse	038	multi	5	794
VASA published, mouse	038	multi	6	427
VASA published, mouse	038	multi	7	396
VASA published, mouse	038	multi	8	103
VASA published, mouse	038	multi	9	215
VASA published, mouse	038	multi	10	114
VASA published, mouse	038	multi	11	48
VASA published, mouse	038	multi	12	56
VASA published, mouse	038	multi	13	23
VASA published, mouse	038	multi	14	35
VASA published, mouse	038	multi	15	21
VASA published, mouse	038	multi	16	7
VASA published, mouse	038	multi	17	7
VASA published, mouse	038	multi	18	6
VASA published, mouse	038	multi	19	14
VASA published, mouse	038	multi	20	54
VASA published, mouse	038	single	1	73605
VASA published, mouse	038	single	2	2803
VASA published, mouse	038	single	3	126
VASA published, mouse	038	single	4	6
VASA published, mouse	038	single	10	1
VASA published, mouse	038	single	13	1
VASA published, mouse	038	single	14	6
VASA published, mouse	038	single	15	1
VASA published, mouse	038	single	18	5
VASA published, mouse	038	single	20	10
VASA published, mouse	040	multi	1	847
VASA published, mouse	040	multi	2	1128
VASA published, mouse	040	multi	3	782
VASA published, mouse	040	multi	4	385
VASA published, mouse	040	multi	5	492
VASA published, mouse	040	multi	6	193
VASA published, mouse	040	multi	7	181
VASA published, mouse	040	multi	8	54
VASA published, mouse	040	multi	9	86
VASA published, mouse	040	multi	10	37
VASA published, mouse	040	multi	11	78
VASA published, mouse	040	multi	12	17
VASA published, mouse	040	multi	13	11
VASA published, mouse	040	multi	14	15
VASA published, mouse	040	multi	15	16
VASA published, mouse	040	multi	16	4
VASA published, mouse	040	multi	17	1
VASA published, mouse	040	multi	18	6
VASA published, mouse	040	multi	19	21
VASA published, mouse	040	multi	20	27
VASA published, mouse	040	single	1	29282
VASA published, mouse	040	single	2	1244
VASA published, mouse	040	single	3	55
VASA published, mouse	040	single	4	1
VASA published, mouse	040	single	13	2
VASA published, mouse	040	single	20	2
VASA published, mouse	042	multi	1	2154
VASA published, mouse	042	multi	2	3284
VASA published, mouse	042	multi	3	2077
VASA published, mouse	042	multi	4	1840
VASA published, mouse	042	multi	5	1712
VASA published, mouse	042	multi	6	491
VASA published, mouse	042	multi	7	981
VASA published, mouse	042	multi	8	235
VASA published, mouse	042	multi	9	283
VASA published, mouse	042	multi	10	320
VASA published, mouse	042	multi	11	127
VASA published, mouse	042	multi	12	140
VASA published, mouse	042	multi	13	30
VASA published, mouse	042	multi	14	60
VASA published, mouse	042	multi	15	32
VASA published, mouse	042	multi	16	27
VASA published, mouse	042	multi	17	21
VASA published, mouse	042	multi	18	22
VASA published, mouse	042	multi	19	12
VASA published, mouse	042	multi	20	110
VASA published, mouse	042	single	1	85488
VASA published, mouse	042	single	2	3516
VASA published, mouse	042	single	3	121
VASA published, mouse	042	single	4	1
VASA published, mouse	042	single	20	8
VASA published, mouse	044	multi	1	2887
VASA published, mouse	044	multi	2	4990
VASA published, mouse	044	multi	3	2853
VASA published, mouse	044	multi	4	1945
VASA published, mouse	044	multi	5	1404
VASA published, mouse	044	multi	6	577
VASA published, mouse	044	multi	7	706
VASA published, mouse	044	multi	8	251
VASA published, mouse	044	multi	9	348
VASA published, mouse	044	multi	10	161
VASA published, mouse	044	multi	11	112
VASA published, mouse	044	multi	12	69
VASA published, mouse	044	multi	13	40
VASA published, mouse	044	multi	14	44
VASA published, mouse	044	multi	15	61
VASA published, mouse	044	multi	16	27
VASA published, mouse	044	multi	17	46
VASA published, mouse	044	multi	18	9
VASA published, mouse	044	multi	19	33
VASA published, mouse	044	multi	20	134
VASA published, mouse	044	single	1	105296
VASA published, mouse	044	single	2	4294
VASA published, mouse	044	single	3	167
VASA published, mouse	044	single	4	12
VASA published, mouse	044	single	10	2
VASA published, mouse	044	single	20	28
VASA published, mouse	046	multi	1	1789
VASA published, mouse	046	multi	2	3751
VASA published, mouse	046	multi	3	2475
VASA published, mouse	046	multi	4	1472
VASA published, mouse	046	multi	5	1069
VASA published, mouse	046	multi	6	548
VASA published, mouse	046	multi	7	396
VASA published, mouse	046	multi	8	256
VASA published, mouse	046	multi	9	105
VASA published, mouse	046	multi	10	118
VASA published, mouse	046	multi	11	105
VASA published, mouse	046	multi	12	82
VASA published, mouse	046	multi	13	56
VASA published, mouse	046	multi	14	61
VASA published, mouse	046	multi	15	72
VASA published, mouse	046	multi	16	40
VASA published, mouse	046	multi	17	69
VASA published, mouse	046	multi	18	12
VASA published, mouse	046	multi	19	41
VASA published, mouse	046	multi	20	278
VASA published, mouse	046	single	1	31082
VASA published, mouse	046	single	2	1805
VASA published, mouse	046	single	3	31
VASA published, mouse	046	single	15	2
VASA published, mouse	050	multi	1	2162
VASA published, mouse	050	multi	2	3747
VASA published, mouse	050	multi	3	2516
VASA published, mouse	050	multi	4	1579
VASA published, mouse	050	multi	5	1156
VASA published, mouse	050	multi	6	610
VASA published, mouse	050	multi	7	523
VASA published, mouse	050	multi	8	215
VASA published, mouse	050	multi	9	145
VASA published, mouse	050	multi	10	148
VASA published, mouse	050	multi	11	94
VASA published, mouse	050	multi	12	68
VASA published, mouse	050	multi	13	50
VASA published, mouse	050	multi	14	55
VASA published, mouse	050	multi	15	43
VASA published, mouse	050	multi	16	52
VASA published, mouse	050	multi	17	43
VASA published, mouse	050	multi	18	17
VASA published, mouse	050	multi	19	35
VASA published, mouse	050	multi	20	171
VASA published, mouse	050	single	1	63756
VASA published, mouse	050	single	2	2781
VASA published, mouse	050	single	3	74
VASA published, mouse	050	single	20	2
VASA published, mouse	054	multi	1	1609
VASA published, mouse	054	multi	2	2192
VASA published, mouse	054	multi	3	1231
VASA published, mouse	054	multi	4	795
VASA published, mouse	054	multi	5	597
VASA published, mouse	054	multi	6	254
VASA published, mouse	054	multi	7	335
VASA published, mouse	054	multi	8	83
VASA published, mouse	054	multi	9	111
VASA published, mouse	054	multi	10	58
VASA published, mouse	054	multi	11	26
VASA published, mouse	054	multi	12	50
VASA published, mouse	054	multi	13	29
VASA published, mouse	054	multi	14	14
VASA published, mouse	054	multi	15	10
VASA published, mouse	054	multi	16	8
VASA published, mouse	054	multi	17	3
VASA published, mouse	054	multi	18	1
VASA published, mouse	054	multi	19	9
VASA published, mouse	054	multi	20	34
VASA published, mouse	054	single	1	48817
VASA published, mouse	054	single	2	2081
VASA published, mouse	054	single	3	94
VASA published, mouse	054	single	4	2
VASA published, mouse	054	single	19	1
VASA published, mouse	054	single	20	12
VASA published, mouse	056	multi	1	13860
VASA published, mouse	056	multi	2	20837
VASA published, mouse	056	multi	3	13332
VASA published, mouse	056	multi	4	14240
VASA published, mouse	056	multi	5	18140
VASA published, mouse	056	multi	6	3554
VASA published, mouse	056	multi	7	6409
VASA published, mouse	056	multi	8	1441
VASA published, mouse	056	multi	9	2968
VASA published, mouse	056	multi	10	4348
VASA published, mouse	056	multi	11	691
VASA published, mouse	056	multi	12	821
VASA published, mouse	056	multi	13	382
VASA published, mouse	056	multi	14	692
VASA published, mouse	056	multi	15	276
VASA published, mouse	056	multi	16	249
VASA published, mouse	056	multi	17	179
VASA published, mouse	056	multi	18	104
VASA published, mouse	056	multi	19	145
VASA published, mouse	056	multi	20	573
VASA published, mouse	056	single	1	536075
VASA published, mouse	056	single	2	26832
VASA published, mouse	056	single	3	1364
VASA published, mouse	056	single	4	73
VASA published, mouse	056	single	5	9
VASA published, mouse	056	single	6	23
VASA published, mouse	056	single	8	7
VASA published, mouse	056	single	9	1
VASA published, mouse	056	single	12	2
VASA published, mouse	056	single	14	9
VASA published, mouse	056	single	15	2
VASA published, mouse	056	single	16	2
VASA published, mouse	056	single	19	8
VASA published, mouse	056	single	20	8
VASA published, mouse	058	multi	1	2088
VASA published, mouse	058	multi	2	3557
VASA published, mouse	058	multi	3	2238
VASA published, mouse	058	multi	4	1463
VASA published, mouse	058	multi	5	1122
VASA published, mouse	058	multi	6	410
VASA published, mouse	058	multi	7	480
VASA published, mouse	058	multi	8	208
VASA published, mouse	058	multi	9	156
VASA published, mouse	058	multi	10	119
VASA published, mouse	058	multi	11	88
VASA published, mouse	058	multi	12	80
VASA published, mouse	058	multi	13	26
VASA published, mouse	058	multi	14	44
VASA published, mouse	058	multi	15	38
VASA published, mouse	058	multi	16	59
VASA published, mouse	058	multi	17	21
VASA published, mouse	058	multi	18	56
VASA published, mouse	058	multi	19	33
VASA published, mouse	058	multi	20	224
VASA published, mouse	058	single	1	75813
VASA published, mouse	058	single	2	3031
VASA published, mouse	058	single	3	91
VASA published, mouse	058	single	4	4
VASA published, mouse	058	single	5	8
VASA published, mouse	058	single	9	4
VASA published, mouse	058	single	16	6
VASA published, mouse	058	single	18	2
VASA published, mouse	058	single	20	6
VASA published, mouse	060	multi	1	4307
VASA published, mouse	060	multi	2	5827
VASA published, mouse	060	multi	3	4183
VASA published, mouse	060	multi	4	2852
VASA published, mouse	060	multi	5	2498
VASA published, mouse	060	multi	6	892
VASA published, mouse	060	multi	7	1182
VASA published, mouse	060	multi	8	394
VASA published, mouse	060	multi	9	575
VASA published, mouse	060	multi	10	344
VASA published, mouse	060	multi	11	130
VASA published, mouse	060	multi	12	148
VASA published, mouse	060	multi	13	63
VASA published, mouse	060	multi	14	76
VASA published, mouse	060	multi	15	57
VASA published, mouse	060	multi	16	44
VASA published, mouse	060	multi	17	25
VASA published, mouse	060	multi	18	18
VASA published, mouse	060	multi	19	31
VASA published, mouse	060	multi	20	171
VASA published, mouse	060	single	1	179896
VASA published, mouse	060	single	2	7511
VASA published, mouse	060	single	3	299
VASA published, mouse	060	single	4	8
VASA published, mouse	060	single	5	1
VASA published, mouse	060	single	8	11
VASA published, mouse	060	single	9	1
VASA published, mouse	060	single	15	4
VASA published, mouse	060	single	20	30
VASA published, mouse	062	multi	1	4566
VASA published, mouse	062	multi	2	6679
VASA published, mouse	062	multi	3	3591
VASA published, mouse	062	multi	4	2630
VASA published, mouse	062	multi	5	1935
VASA published, mouse	062	multi	6	793
VASA published, mouse	062	multi	7	1017
VASA published, mouse	062	multi	8	409
VASA published, mouse	062	multi	9	491
VASA published, mouse	062	multi	10	173
VASA published, mouse	062	multi	11	166
VASA published, mouse	062	multi	12	124
VASA published, mouse	062	multi	13	73
VASA published, mouse	062	multi	14	84
VASA published, mouse	062	multi	15	65
VASA published, mouse	062	multi	16	44
VASA published, mouse	062	multi	17	49
VASA published, mouse	062	multi	18	28
VASA published, mouse	062	multi	19	48
VASA published, mouse	062	multi	20	166
VASA published, mouse	062	single	1	168082
VASA published, mouse	062	single	2	7134
VASA published, mouse	062	single	3	348
VASA published, mouse	062	single	4	2
VASA published, mouse	062	single	5	10
VASA published, mouse	062	single	7	7
VASA published, mouse	062	single	8	3
VASA published, mouse	062	single	13	7
VASA published, mouse	062	single	15	6
VASA published, mouse	062	single	20	6
VASA published, mouse	064	multi	1	4967
VASA published, mouse	064	multi	2	7534
VASA published, mouse	064	multi	3	3927
VASA published, mouse	064	multi	4	2475
VASA published, mouse	064	multi	5	1850
VASA published, mouse	064	multi	6	912
VASA published, mouse	064	multi	7	822
VASA published, mouse	064	multi	8	376
VASA published, mouse	064	multi	9	362
VASA published, mouse	064	multi	10	267
VASA published, mouse	064	multi	11	123
VASA published, mouse	064	multi	12	173
VASA published, mouse	064	multi	13	60
VASA published, mouse	064	multi	14	81
VASA published, mouse	064	multi	15	48
VASA published, mouse	064	multi	16	40
VASA published, mouse	064	multi	17	23
VASA published, mouse	064	multi	18	6
VASA published, mouse	064	multi	19	21
VASA published, mouse	064	multi	20	195
VASA published, mouse	064	single	1	135711
VASA published, mouse	064	single	2	5413
VASA published, mouse	064	single	3	179
VASA published, mouse	064	single	4	4
VASA published, mouse	064	single	13	1
VASA published, mouse	064	single	15	2
VASA published, mouse	064	single	16	4
VASA published, mouse	064	single	18	3
VASA published, mouse	064	single	19	10
VASA published, mouse	064	single	20	15
VASA published, mouse	066	multi	1	7146
VASA published, mouse	066	multi	2	11191
VASA published, mouse	066	multi	3	6808
VASA published, mouse	066	multi	4	4830
VASA published, mouse	066	multi	5	3629
VASA published, mouse	066	multi	6	1668
VASA published, mouse	066	multi	7	1751
VASA published, mouse	066	multi	8	674
VASA published, mouse	066	multi	9	685
VASA published, mouse	066	multi	10	517
VASA published, mouse	066	multi	11	259
VASA published, mouse	066	multi	12	243
VASA published, mouse	066	multi	13	78
VASA published, mouse	066	multi	14	114
VASA published, mouse	066	multi	15	114
VASA published, mouse	066	multi	16	53
VASA published, mouse	066	multi	17	56
VASA published, mouse	066	multi	18	24
VASA published, mouse	066	multi	19	80
VASA published, mouse	066	multi	20	320
VASA published, mouse	066	single	1	250767
VASA published, mouse	066	single	2	10757
VASA published, mouse	066	single	3	440
VASA published, mouse	066	single	4	27
VASA published, mouse	066	single	5	4
VASA published, mouse	066	single	9	1
VASA published, mouse	066	single	13	1
VASA published, mouse	066	single	15	6
VASA published, mouse	066	single	16	3
VASA published, mouse	066	single	17	12
VASA published, mouse	066	single	18	2
VASA published, mouse	066	single	20	54
VASA published, mouse	068	multi	1	3097
VASA published, mouse	068	multi	2	5362
VASA published, mouse	068	multi	3	3071
VASA published, mouse	068	multi	4	2146
VASA published, mouse	068	multi	5	1624
VASA published, mouse	068	multi	6	607
VASA published, mouse	068	multi	7	1036
VASA published, mouse	068	multi	8	284
VASA published, mouse	068	multi	9	302
VASA published, mouse	068	multi	10	195
VASA published, mouse	068	multi	11	101
VASA published, mouse	068	multi	12	131
VASA published, mouse	068	multi	13	51
VASA published, mouse	068	multi	14	51
VASA published, mouse	068	multi	15	35
VASA published, mouse	068	multi	16	52
VASA published, mouse	068	multi	17	97
VASA published, mouse	068	multi	18	11
VASA published, mouse	068	multi	19	49
VASA published, mouse	068	multi	20	142
VASA published, mouse	068	single	1	110393
VASA published, mouse	068	single	2	4445
VASA published, mouse	068	single	3	182
VASA published, mouse	068	single	4	2
VASA published, mouse	068	single	19	3
VASA published, mouse	068	single	20	9
VASA published, mouse	070	multi	1	3530
VASA published, mouse	070	multi	2	4618
VASA published, mouse	070	multi	3	2416
VASA published, mouse	070	multi	4	2222
VASA published, mouse	070	multi	5	1732
VASA published, mouse	070	multi	6	575
VASA published, mouse	070	multi	7	846
VASA published, mouse	070	multi	8	266
VASA published, mouse	070	multi	9	311
VASA published, mouse	070	multi	10	391
VASA published, mouse	070	multi	11	76
VASA published, mouse	070	multi	12	135
VASA published, mouse	070	multi	13	50
VASA published, mouse	070	multi	14	66
VASA published, mouse	070	multi	15	43
VASA published, mouse	070	multi	16	23
VASA published, mouse	070	multi	17	24
VASA published, mouse	070	multi	18	6
VASA published, mouse	070	multi	19	18
VASA published, mouse	070	multi	20	88
VASA published, mouse	070	single	1	104766
VASA published, mouse	070	single	2	4595
VASA published, mouse	070	single	3	175
VASA published, mouse	070	single	4	3
VASA published, mouse	070	single	6	1
VASA published, mouse	070	single	15	1
VASA published, mouse	070	single	20	4
VASA published, mouse	076	multi	1	7488
VASA published, mouse	076	multi	2	10941
VASA published, mouse	076	multi	3	6421
VASA published, mouse	076	multi	4	4277
VASA published, mouse	076	multi	5	3235
VASA published, mouse	076	multi	6	1407
VASA published, mouse	076	multi	7	1802
VASA published, mouse	076	multi	8	591
VASA published, mouse	076	multi	9	572
VASA published, mouse	076	multi	10	415
VASA published, mouse	076	multi	11	189
VASA published, mouse	076	multi	12	197
VASA published, mouse	076	multi	13	104
VASA published, mouse	076	multi	14	127
VASA published, mouse	076	multi	15	74
VASA published, mouse	076	multi	16	41
VASA published, mouse	076	multi	17	42
VASA published, mouse	076	multi	18	42
VASA published, mouse	076	multi	19	30
VASA published, mouse	076	multi	20	274
VASA published, mouse	076	single	1	248827
VASA published, mouse	076	single	2	10342
VASA published, mouse	076	single	3	342
VASA published, mouse	076	single	4	4
VASA published, mouse	076	single	5	8
VASA published, mouse	076	single	6	9
VASA published, mouse	076	single	7	8
VASA published, mouse	076	single	8	7
VASA published, mouse	076	single	9	4
VASA published, mouse	076	single	10	5
VASA published, mouse	076	single	11	3
VASA published, mouse	076	single	12	4
VASA published, mouse	076	single	14	7
VASA published, mouse	076	single	15	6
VASA published, mouse	076	single	16	8
VASA published, mouse	076	single	17	2
VASA published, mouse	076	single	18	1
VASA published, mouse	076	single	19	8
VASA published, mouse	076	single	20	79
VASA published, mouse	078	multi	1	6144
VASA published, mouse	078	multi	2	9354
VASA published, mouse	078	multi	3	6026
VASA published, mouse	078	multi	4	4076
VASA published, mouse	078	multi	5	3432
VASA published, mouse	078	multi	6	1278
VASA published, mouse	078	multi	7	1692
VASA published, mouse	078	multi	8	526
VASA published, mouse	078	multi	9	789
VASA published, mouse	078	multi	10	719
VASA published, mouse	078	multi	11	255
VASA published, mouse	078	multi	12	182
VASA published, mouse	078	multi	13	95
VASA published, mouse	078	multi	14	129
VASA published, mouse	078	multi	15	90
VASA published, mouse	078	multi	16	43
VASA published, mouse	078	multi	17	90
VASA published, mouse	078	multi	18	50
VASA published, mouse	078	multi	19	59
VASA published, mouse	078	multi	20	284
VASA published, mouse	078	single	1	219851
VASA published, mouse	078	single	2	9825
VASA published, mouse	078	single	3	327
VASA published, mouse	078	single	4	5
VASA published, mouse	078	single	8	1
VASA published, mouse	078	single	15	7
VASA published, mouse	078	single	16	6
VASA published, mouse	078	single	20	31
VASA published, mouse	080	multi	1	4871
VASA published, mouse	080	multi	2	8132
VASA published, mouse	080	multi	3	4759
VASA published, mouse	080	multi	4	3796
VASA published, mouse	080	multi	5	3483
VASA published, mouse	080	multi	6	960
VASA published, mouse	080	multi	7	1698
VASA published, mouse	080	multi	8	435
VASA published, mouse	080	multi	9	576
VASA published, mouse	080	multi	10	483
VASA published, mouse	080	multi	11	158
VASA published, mouse	080	multi	12	177
VASA published, mouse	080	multi	13	94
VASA published, mouse	080	multi	14	148
VASA published, mouse	080	multi	15	76
VASA published, mouse	080	multi	16	34
VASA published, mouse	080	multi	17	59
VASA published, mouse	080	multi	18	18
VASA published, mouse	080	multi	19	77
VASA published, mouse	080	multi	20	170
VASA published, mouse	080	single	1	191304
VASA published, mouse	080	single	2	7905
VASA published, mouse	080	single	3	294
VASA published, mouse	080	single	4	23
VASA published, mouse	080	single	17	1
VASA published, mouse	080	single	18	1
VASA published, mouse	080	single	20	36
VASA published, mouse	082	multi	1	2960
VASA published, mouse	082	multi	2	4842
VASA published, mouse	082	multi	3	3301
VASA published, mouse	082	multi	4	1779
VASA published, mouse	082	multi	5	1346
VASA published, mouse	082	multi	6	677
VASA published, mouse	082	multi	7	549
VASA published, mouse	082	multi	8	215
VASA published, mouse	082	multi	9	224
VASA published, mouse	082	multi	10	155
VASA published, mouse	082	multi	11	105
VASA published, mouse	082	multi	12	95
VASA published, mouse	082	multi	13	45
VASA published, mouse	082	multi	14	66
VASA published, mouse	082	multi	15	44
VASA published, mouse	082	multi	16	35
VASA published, mouse	082	multi	17	16
VASA published, mouse	082	multi	18	15
VASA published, mouse	082	multi	19	52
VASA published, mouse	082	multi	20	162
VASA published, mouse	082	single	1	82552
VASA published, mouse	082	single	2	3441
VASA published, mouse	082	single	3	111
VASA published, mouse	082	single	4	2
VASA published, mouse	082	single	20	8
VASA published, mouse	084	multi	1	1960
VASA published, mouse	084	multi	2	3898
VASA published, mouse	084	multi	3	2411
VASA published, mouse	084	multi	4	1338
VASA published, mouse	084	multi	5	1037
VASA published, mouse	084	multi	6	560
VASA published, mouse	084	multi	7	484
VASA published, mouse	084	multi	8	271
VASA published, mouse	084	multi	9	146
VASA published, mouse	084	multi	10	112
VASA published, mouse	084	multi	11	91
VASA published, mouse	084	multi	12	90
VASA published, mouse	084	multi	13	36
VASA published, mouse	084	multi	14	52
VASA published, mouse	084	multi	15	41
VASA published, mouse	084	multi	16	23
VASA published, mouse	084	multi	17	15
VASA published, mouse	084	multi	18	20
VASA published, mouse	084	multi	19	32
VASA published, mouse	084	multi	20	155
VASA published, mouse	084	single	1	70738
VASA published, mouse	084	single	2	3159
VASA published, mouse	084	single	3	57
VASA published, mouse	084	single	5	1
VASA published, mouse	084	single	12	5
VASA published, mouse	084	single	20	24
VASA published, mouse	086	multi	1	2905
VASA published, mouse	086	multi	2	4975
VASA published, mouse	086	multi	3	3062
VASA published, mouse	086	multi	4	1889
VASA published, mouse	086	multi	5	1329
VASA published, mouse	086	multi	6	558
VASA published, mouse	086	multi	7	703
VASA published, mouse	086	multi	8	250
VASA published, mouse	086	multi	9	161
VASA published, mouse	086	multi	10	176
VASA published, mouse	086	multi	11	132
VASA published, mouse	086	multi	12	88
VASA published, mouse	086	multi	13	37
VASA published, mouse	086	multi	14	49
VASA published, mouse	086	multi	15	39
VASA published, mouse	086	multi	16	30
VASA published, mouse	086	multi	17	42
VASA published, mouse	086	multi	18	10
VASA published, mouse	086	multi	19	21
VASA published, mouse	086	multi	20	213
VASA published, mouse	086	single	1	106623
VASA published, mouse	086	single	2	4294
VASA published, mouse	086	single	3	100
VASA published, mouse	086	single	4	4
VASA published, mouse	086	single	5	1
VASA published, mouse	086	single	13	1
VASA published, mouse	086	single	15	1
VASA published, mouse	086	single	20	5
VASA published, mouse	088	multi	1	8434
VASA published, mouse	088	multi	2	14382
VASA published, mouse	088	multi	3	7916
VASA published, mouse	088	multi	4	5421
VASA published, mouse	088	multi	5	3793
VASA published, mouse	088	multi	6	1737
VASA published, mouse	088	multi	7	2198
VASA published, mouse	088	multi	8	775
VASA published, mouse	088	multi	9	647
VASA published, mouse	088	multi	10	435
VASA published, mouse	088	multi	11	286
VASA published, mouse	088	multi	12	188
VASA published, mouse	088	multi	13	113
VASA published, mouse	088	multi	14	136
VASA published, mouse	088	multi	15	114
VASA published, mouse	088	multi	16	90
VASA published, mouse	088	multi	17	107
VASA published, mouse	088	multi	18	28
VASA published, mouse	088	multi	19	68
VASA published, mouse	088	multi	20	483
VASA published, mouse	088	single	1	267058
VASA published, mouse	088	single	2	10896
VASA published, mouse	088	single	3	383
VASA published, mouse	088	single	4	15
VASA published, mouse	088	single	16	1
VASA published, mouse	088	single	19	1
VASA published, mouse	088	single	20	55
VASA published, mouse	090	multi	1	11111
VASA published, mouse	090	multi	2	17388
VASA published, mouse	090	multi	3	9978
VASA published, mouse	090	multi	4	8679
VASA published, mouse	090	multi	5	8412
VASA published, mouse	090	multi	6	2347
VASA published, mouse	090	multi	7	3471
VASA published, mouse	090	multi	8	1146
VASA published, mouse	090	multi	9	1385
VASA published, mouse	090	multi	10	2006
VASA published, mouse	090	multi	11	479
VASA published, mouse	090	multi	12	395
VASA published, mouse	090	multi	13	177
VASA published, mouse	090	multi	14	407
VASA published, mouse	090	multi	15	201
VASA published, mouse	090	multi	16	138
VASA published, mouse	090	multi	17	112
VASA published, mouse	090	multi	18	58
VASA published, mouse	090	multi	19	91
VASA published, mouse	090	multi	20	419
VASA published, mouse	090	single	1	401048
VASA published, mouse	090	single	2	17193
VASA published, mouse	090	single	3	778
VASA published, mouse	090	single	4	83
VASA published, mouse	090	single	6	2
VASA published, mouse	090	single	7	2
VASA published, mouse	090	single	8	5
VASA published, mouse	090	single	9	1
VASA published, mouse	090	single	11	2
VASA published, mouse	090	single	12	10
VASA published, mouse	090	single	13	5
VASA published, mouse	090	single	15	2
VASA published, mouse	090	single	20	42
VASA published, mouse	092	multi	1	6058
VASA published, mouse	092	multi	2	11010
VASA published, mouse	092	multi	3	6502
VASA published, mouse	092	multi	4	3908
VASA published, mouse	092	multi	5	2781
VASA published, mouse	092	multi	6	1489
VASA published, mouse	092	multi	7	1500
VASA published, mouse	092	multi	8	687
VASA published, mouse	092	multi	9	471
VASA published, mouse	092	multi	10	350
VASA published, mouse	092	multi	11	241
VASA published, mouse	092	multi	12	199
VASA published, mouse	092	multi	13	83
VASA published, mouse	092	multi	14	137
VASA published, mouse	092	multi	15	127
VASA published, mouse	092	multi	16	55
VASA published, mouse	092	multi	17	83
VASA published, mouse	092	multi	18	42
VASA published, mouse	092	multi	19	78
VASA published, mouse	092	multi	20	423
VASA published, mouse	092	single	1	216588
VASA published, mouse	092	single	2	8652
VASA published, mouse	092	single	3	300
VASA published, mouse	092	single	4	5
VASA published, mouse	092	single	15	5
VASA published, mouse	092	single	20	35
VASA published, mouse	094	multi	1	5373
VASA published, mouse	094	multi	2	8883
VASA published, mouse	094	multi	3	5853
VASA published, mouse	094	multi	4	3359
VASA published, mouse	094	multi	5	2559
VASA published, mouse	094	multi	6	1122
VASA published, mouse	094	multi	7	1351
VASA published, mouse	094	multi	8	609
VASA published, mouse	094	multi	9	446
VASA published, mouse	094	multi	10	349
VASA published, mouse	094	multi	11	199
VASA published, mouse	094	multi	12	158
VASA published, mouse	094	multi	13	72
VASA published, mouse	094	multi	14	78
VASA published, mouse	094	multi	15	63
VASA published, mouse	094	multi	16	24
VASA published, mouse	094	multi	17	29
VASA published, mouse	094	multi	18	16
VASA published, mouse	094	multi	19	47
VASA published, mouse	094	multi	20	280
VASA published, mouse	094	single	1	204235
VASA published, mouse	094	single	2	8540
VASA published, mouse	094	single	3	283
VASA published, mouse	094	single	4	6
VASA published, mouse	094	single	13	2
VASA published, mouse	094	single	15	4
VASA published, mouse	094	single	18	4
VASA published, mouse	094	single	19	1
VASA published, mouse	094	single	20	22
VASA published, mouse	098	multi	1	2752
VASA published, mouse	098	multi	2	5331
VASA published, mouse	098	multi	3	3621
VASA published, mouse	098	multi	4	2053
VASA published, mouse	098	multi	5	1780
VASA published, mouse	098	multi	6	863
VASA published, mouse	098	multi	7	724
VASA published, mouse	098	multi	8	367
VASA published, mouse	098	multi	9	144
VASA published, mouse	098	multi	10	181
VASA published, mouse	098	multi	11	151
VASA published, mouse	098	multi	12	111
VASA published, mouse	098	multi	13	70
VASA published, mouse	098	multi	14	68
VASA published, mouse	098	multi	15	71
VASA published, mouse	098	multi	16	83
VASA published, mouse	098	multi	17	56
VASA published, mouse	098	multi	18	24
