dataset	class	length	biotype	reads	reads_at_length
VASA own, 130 nt	single	106	MiscRna	7416	153050
VASA own, 130 nt	single	106	MtRrna	30	153050
VASA own, 130 nt	single	106	MtTrna	5	153050
VASA own, 130 nt	single	106	ProcessedPseudogene	387	153050
VASA own, 130 nt	single	106	ProteinCoding	127767	153050
VASA own, 130 nt	single	106	TEC	264	153050
VASA own, 130 nt	single	106	TranscribedProcessedPseudogene	124	153050
VASA own, 130 nt	single	106	TranscribedUnitaryPseudogene	32	153050
VASA own, 130 nt	single	106	TranscribedUnprocessedPseudogene	71	153050
VASA own, 130 nt	single	106	UnitaryPseudogene	6	153050
VASA own, 130 nt	single	106	UnprocessedPseudogene	25	153050
VASA own, 130 nt	single	106	lncRNA	17130	153050
VASA own, 130 nt	single	106	miRNA	778	153050
VASA own, 130 nt	single	106	rRNA	141	153050
VASA own, 130 nt	single	106	ribozyme	2702	153050
VASA own, 130 nt	single	106	scaRNA	270	153050
VASA own, 130 nt	single	106	snRNA	2390	153050
VASA own, 130 nt	single	106	snoRNA	6760	153050
VASA own, 130 nt	single	106	tRNA	49	153050
VASA own, 130 nt	single	107	MiscRna	5546	159261
VASA own, 130 nt	single	107	MtRrna	23	159261
VASA own, 130 nt	single	107	MtTrna	4	159261
VASA own, 130 nt	single	107	ProcessedPseudogene	448	159261
VASA own, 130 nt	single	107	ProteinCoding	135270	159261
VASA own, 130 nt	single	107	TEC	316	159261
VASA own, 130 nt	single	107	TranscribedProcessedPseudogene	106	159261
VASA own, 130 nt	single	107	TranscribedUnitaryPseudogene	38	159261
VASA own, 130 nt	single	107	TranscribedUnprocessedPseudogene	106	159261
VASA own, 130 nt	single	107	UnitaryPseudogene	12	159261
VASA own, 130 nt	single	107	UnprocessedPseudogene	9	159261
VASA own, 130 nt	single	107	lncRNA	17834	159261
VASA own, 130 nt	single	107	miRNA	822	159261
VASA own, 130 nt	single	107	rRNA	112	159261
VASA own, 130 nt	single	107	ribozyme	1779	159261
VASA own, 130 nt	single	107	scaRNA	222	159261
VASA own, 130 nt	single	107	snRNA	2481	159261
VASA own, 130 nt	single	107	snoRNA	5436	159261
VASA own, 130 nt	single	107	tRNA	61	159261
VASA own, 130 nt	single	108	MiscRna	4852	165040
VASA own, 130 nt	single	108	MtRrna	87	165040
VASA own, 130 nt	single	108	MtTrna	8	165040
VASA own, 130 nt	single	108	ProcessedPseudogene	678	165040
VASA own, 130 nt	single	108	ProteinCoding	137551	165040
VASA own, 130 nt	single	108	TEC	344	165040
VASA own, 130 nt	single	108	TranscribedProcessedPseudogene	105	165040
VASA own, 130 nt	single	108	TranscribedUnitaryPseudogene	38	165040
VASA own, 130 nt	single	108	TranscribedUnprocessedPseudogene	108	165040
VASA own, 130 nt	single	108	UnitaryPseudogene	14	165040
VASA own, 130 nt	single	108	UnprocessedPseudogene	9	165040
VASA own, 130 nt	single	108	lncRNA	21734	165040
VASA own, 130 nt	single	108	miRNA	1005	165040
VASA own, 130 nt	single	108	rRNA	163	165040
VASA own, 130 nt	single	108	ribozyme	2324	165040
VASA own, 130 nt	single	108	scaRNA	202	165040
VASA own, 130 nt	single	108	snRNA	2931	165040
VASA own, 130 nt	single	108	snoRNA	5438	165040
VASA own, 130 nt	single	108	tRNA	34	165040
VASA own, 130 nt	single	109	MiscRna	4117	170455
VASA own, 130 nt	single	109	MtRrna	39	170455
VASA own, 130 nt	single	109	MtTrna	8	170455
VASA own, 130 nt	single	109	ProcessedPseudogene	668	170455
VASA own, 130 nt	single	109	ProteinCoding	146475	170455
VASA own, 130 nt	single	109	TEC	291	170455
VASA own, 130 nt	single	109	TranscribedProcessedPseudogene	113	170455
VASA own, 130 nt	single	109	TranscribedUnitaryPseudogene	52	170455
VASA own, 130 nt	single	109	TranscribedUnprocessedPseudogene	80	170455
VASA own, 130 nt	single	109	UnitaryPseudogene	13	170455
VASA own, 130 nt	single	109	UnprocessedPseudogene	10	170455
VASA own, 130 nt	single	109	lncRNA	19357	170455
VASA own, 130 nt	single	109	miRNA	856	170455
VASA own, 130 nt	single	109	rRNA	121	170455
VASA own, 130 nt	single	109	ribozyme	2322	170455
VASA own, 130 nt	single	109	scaRNA	219	170455
VASA own, 130 nt	single	109	snRNA	3354	170455
VASA own, 130 nt	single	109	snoRNA	5984	170455
VASA own, 130 nt	single	109	tRNA	33	170455
VASA own, 130 nt	single	110	MiscRna	4941	203488
VASA own, 130 nt	single	110	MtRrna	41	203488
VASA own, 130 nt	single	110	MtTrna	18	203488
VASA own, 130 nt	single	110	ProcessedPseudogene	641	203488
VASA own, 130 nt	single	110	ProteinCoding	175936	203488
VASA own, 130 nt	single	110	TEC	315	203488
VASA own, 130 nt	single	110	TranscribedProcessedPseudogene	126	203488
VASA own, 130 nt	single	110	TranscribedUnitaryPseudogene	35	203488
VASA own, 130 nt	single	110	TranscribedUnprocessedPseudogene	136	203488
VASA own, 130 nt	single	110	UnitaryPseudogene	10	203488
VASA own, 130 nt	single	110	UnprocessedPseudogene	20	203488
VASA own, 130 nt	single	110	lncRNA	22328	203488
VASA own, 130 nt	single	110	miRNA	884	203488
VASA own, 130 nt	single	110	rRNA	219	203488
VASA own, 130 nt	single	110	ribozyme	4003	203488
VASA own, 130 nt	single	110	scaRNA	309	203488
VASA own, 130 nt	single	110	snRNA	3284	203488
VASA own, 130 nt	single	110	snoRNA	8858	203488
VASA own, 130 nt	single	110	tRNA	44	203488
VASA own, 130 nt	single	111	MiscRna	5771	186267
VASA own, 130 nt	single	111	MtRrna	33	186267
VASA own, 130 nt	single	111	MtTrna	11	186267
VASA own, 130 nt	single	111	ProcessedPseudogene	698	186267
VASA own, 130 nt	single	111	ProteinCoding	161880	186267
VASA own, 130 nt	single	111	TEC	271	186267
VASA own, 130 nt	single	111	TrVPseudogene	1	186267
VASA own, 130 nt	single	111	TranscribedProcessedPseudogene	131	186267
VASA own, 130 nt	single	111	TranscribedUnitaryPseudogene	47	186267
VASA own, 130 nt	single	111	TranscribedUnprocessedPseudogene	114	186267
VASA own, 130 nt	single	111	UnitaryPseudogene	6	186267
VASA own, 130 nt	single	111	UnprocessedPseudogene	12	186267
VASA own, 130 nt	single	111	lncRNA	18413	186267
VASA own, 130 nt	single	111	miRNA	904	186267
VASA own, 130 nt	single	111	rRNA	185	186267
VASA own, 130 nt	single	111	ribozyme	4052	186267
VASA own, 130 nt	single	111	scaRNA	292	186267
VASA own, 130 nt	single	111	snRNA	4289	186267
VASA own, 130 nt	single	111	snoRNA	8296	186267
VASA own, 130 nt	single	111	tRNA	24	186267
VASA own, 130 nt	single	112	MiscRna	5039	144951
VASA own, 130 nt	single	112	MtRrna	10	144951
VASA own, 130 nt	single	112	MtTrna	11	144951
VASA own, 130 nt	single	112	ProcessedPseudogene	434	144951
VASA own, 130 nt	single	112	ProteinCoding	123625	144951
VASA own, 130 nt	single	112	TEC	265	144951
VASA own, 130 nt	single	112	TranscribedProcessedPseudogene	84	144951
VASA own, 130 nt	single	112	TranscribedUnitaryPseudogene	28	144951
VASA own, 130 nt	single	112	TranscribedUnprocessedPseudogene	76	144951
VASA own, 130 nt	single	112	UnitaryPseudogene	3	144951
VASA own, 130 nt	single	112	UnprocessedPseudogene	3	144951
VASA own, 130 nt	single	112	lncRNA	16152	144951
VASA own, 130 nt	single	112	miRNA	455	144951
VASA own, 130 nt	single	112	rRNA	103	144951
VASA own, 130 nt	single	112	ribozyme	5198	144951
VASA own, 130 nt	single	112	scaRNA	176	144951
VASA own, 130 nt	single	112	snRNA	2902	144951
VASA own, 130 nt	single	112	snoRNA	6580	144951
VASA own, 130 nt	single	112	tRNA	44	144951
VASA own, 130 nt	single	113	MiscRna	7152	161275
VASA own, 130 nt	single	113	MtRrna	15	161275
VASA own, 130 nt	single	113	MtTrna	7	161275
VASA own, 130 nt	single	113	ProcessedPseudogene	1134	161275
VASA own, 130 nt	single	113	ProteinCoding	134946	161275
VASA own, 130 nt	single	113	TEC	263	161275
VASA own, 130 nt	single	113	TranscribedProcessedPseudogene	101	161275
VASA own, 130 nt	single	113	TranscribedUnitaryPseudogene	36	161275
VASA own, 130 nt	single	113	TranscribedUnprocessedPseudogene	93	161275
VASA own, 130 nt	single	113	UnitaryPseudogene	14	161275
VASA own, 130 nt	single	113	UnprocessedPseudogene	3	161275
VASA own, 130 nt	single	113	lncRNA	19022	161275
VASA own, 130 nt	single	113	miRNA	650	161275
VASA own, 130 nt	single	113	rRNA	96	161275
VASA own, 130 nt	single	113	ribozyme	3637	161275
VASA own, 130 nt	single	113	scaRNA	230	161275
VASA own, 130 nt	single	113	snRNA	2831	161275
VASA own, 130 nt	single	113	snoRNA	10633	161275
VASA own, 130 nt	single	113	tRNA	47	161275
VASA own, 130 nt	single	114	MiscRna	12627	164318
VASA own, 130 nt	single	114	MtRrna	20	164318
VASA own, 130 nt	single	114	MtTrna	27	164318
VASA own, 130 nt	single	114	ProcessedPseudogene	1781	164318
VASA own, 130 nt	single	114	ProteinCoding	136721	164318
VASA own, 130 nt	single	114	TEC	258	164318
VASA own, 130 nt	single	114	TranscribedProcessedPseudogene	105	164318
VASA own, 130 nt	single	114	TranscribedUnitaryPseudogene	22	164318
VASA own, 130 nt	single	114	TranscribedUnprocessedPseudogene	91	164318
VASA own, 130 nt	single	114	UnitaryPseudogene	3	164318
VASA own, 130 nt	single	114	UnprocessedPseudogene	15	164318
VASA own, 130 nt	single	114	lncRNA	15186	164318
VASA own, 130 nt	single	114	miRNA	538	164318
VASA own, 130 nt	single	114	rRNA	97	164318
VASA own, 130 nt	single	114	ribozyme	2963	164318
VASA own, 130 nt	single	114	scaRNA	232	164318
VASA own, 130 nt	single	114	snRNA	2180	164318
VASA own, 130 nt	single	114	snoRNA	8192	164318
VASA own, 130 nt	single	114	tRNA	50	164318
VASA own, 130 nt	single	115	MiscRna	9463	180705
VASA own, 130 nt	single	115	MtRrna	23	180705
VASA own, 130 nt	single	115	MtTrna	7	180705
VASA own, 130 nt	single	115	ProcessedPseudogene	448	180705
VASA own, 130 nt	single	115	ProteinCoding	143731	180705
VASA own, 130 nt	single	115	TEC	298	180705
VASA own, 130 nt	single	115	TranscribedProcessedPseudogene	137	180705
VASA own, 130 nt	single	115	TranscribedUnitaryPseudogene	33	180705
VASA own, 130 nt	single	115	TranscribedUnprocessedPseudogene	83	180705
VASA own, 130 nt	single	115	UnitaryPseudogene	7	180705
VASA own, 130 nt	single	115	UnprocessedPseudogene	24	180705
VASA own, 130 nt	single	115	lncRNA	28524	180705
VASA own, 130 nt	single	115	miRNA	1242	180705
VASA own, 130 nt	single	115	rRNA	100	180705
VASA own, 130 nt	single	115	ribozyme	15131	180705
VASA own, 130 nt	single	115	sRNA	2	180705
VASA own, 130 nt	single	115	scaRNA	253	180705
VASA own, 130 nt	single	115	snRNA	2041	180705
VASA own, 130 nt	single	115	snoRNA	8491	180705
VASA own, 130 nt	single	115	tRNA	50	180705
VASA own, 130 nt	single	116	MiscRna	3585	164347
VASA own, 130 nt	single	116	MtRrna	21	164347
VASA own, 130 nt	single	116	MtTrna	7	164347
VASA own, 130 nt	single	116	ProcessedPseudogene	463	164347
VASA own, 130 nt	single	116	ProteinCoding	145210	164347
VASA own, 130 nt	single	116	TEC	275	164347
VASA own, 130 nt	single	116	TranscribedProcessedPseudogene	131	164347
VASA own, 130 nt	single	116	TranscribedUnitaryPseudogene	29	164347
VASA own, 130 nt	single	116	TranscribedUnprocessedPseudogene	96	164347
VASA own, 130 nt	single	116	UnitaryPseudogene	3	164347
VASA own, 130 nt	single	116	UnprocessedPseudogene	14	164347
VASA own, 130 nt	single	116	lncRNA	16417	164347
VASA own, 130 nt	single	116	miRNA	771	164347
VASA own, 130 nt	single	116	rRNA	76	164347
VASA own, 130 nt	single	116	ribozyme	3117	164347
VASA own, 130 nt	single	116	scaRNA	242	164347
VASA own, 130 nt	single	116	snRNA	2148	164347
VASA own, 130 nt	single	116	snoRNA	9195	164347
VASA own, 130 nt	single	116	tRNA	49	164347
VASA own, 130 nt	single	117	MiscRna	4160	175757
VASA own, 130 nt	single	117	MtRrna	16	175757
VASA own, 130 nt	single	117	MtTrna	25	175757
VASA own, 130 nt	single	117	ProcessedPseudogene	419	175757
VASA own, 130 nt	single	117	ProteinCoding	152987	175757
VASA own, 130 nt	single	117	TEC	319	175757
VASA own, 130 nt	single	117	TrVGene	2	175757
VASA own, 130 nt	single	117	TranscribedProcessedPseudogene	154	175757
VASA own, 130 nt	single	117	TranscribedUnitaryPseudogene	24	175757
VASA own, 130 nt	single	117	TranscribedUnprocessedPseudogene	109	175757
VASA own, 130 nt	single	117	UnitaryPseudogene	12	175757
VASA own, 130 nt	single	117	UnprocessedPseudogene	13	175757
VASA own, 130 nt	single	117	lncRNA	19657	175757
VASA own, 130 nt	single	117	miRNA	626	175757
VASA own, 130 nt	single	117	rRNA	88	175757
VASA own, 130 nt	single	117	ribozyme	2910	175757
VASA own, 130 nt	single	117	scaRNA	227	175757
VASA own, 130 nt	single	117	snRNA	1997	175757
VASA own, 130 nt	single	117	snoRNA	12642	175757
VASA own, 130 nt	single	117	tRNA	41	175757
VASA own, 130 nt	single	118	MiscRna	3735	175484
VASA own, 130 nt	single	118	MtRrna	11	175484
VASA own, 130 nt	single	118	MtTrna	13	175484
VASA own, 130 nt	single	118	ProcessedPseudogene	479	175484
VASA own, 130 nt	single	118	ProteinCoding	155218	175484
VASA own, 130 nt	single	118	TEC	284	175484
VASA own, 130 nt	single	118	TranscribedProcessedPseudogene	143	175484
VASA own, 130 nt	single	118	TranscribedUnitaryPseudogene	23	175484
VASA own, 130 nt	single	118	TranscribedUnprocessedPseudogene	108	175484
VASA own, 130 nt	single	118	UnitaryPseudogene	18	175484
VASA own, 130 nt	single	118	UnprocessedPseudogene	10	175484
VASA own, 130 nt	single	118	lncRNA	17465	175484
VASA own, 130 nt	single	118	miRNA	984	175484
VASA own, 130 nt	single	118	rRNA	93	175484
VASA own, 130 nt	single	118	ribozyme	2954	175484
VASA own, 130 nt	single	118	scaRNA	431	175484
VASA own, 130 nt	single	118	snRNA	1729	175484
VASA own, 130 nt	single	118	snoRNA	9936	175484
VASA own, 130 nt	single	118	tRNA	77	175484
VASA own, 130 nt	single	119	MiscRna	2712	184259
VASA own, 130 nt	single	119	MtRrna	12	184259
VASA own, 130 nt	single	119	MtTrna	13	184259
VASA own, 130 nt	single	119	ProcessedPseudogene	494	184259
VASA own, 130 nt	single	119	ProteinCoding	165596	184259
VASA own, 130 nt	single	119	TEC	282	184259
VASA own, 130 nt	single	119	TranscribedProcessedPseudogene	176	184259
VASA own, 130 nt	single	119	TranscribedUnitaryPseudogene	35	184259
VASA own, 130 nt	single	119	TranscribedUnprocessedPseudogene	124	184259
VASA own, 130 nt	single	119	UnitaryPseudogene	42	184259
VASA own, 130 nt	single	119	UnprocessedPseudogene	17	184259
VASA own, 130 nt	single	119	lncRNA	16395	184259
VASA own, 130 nt	single	119	miRNA	1745	184259
VASA own, 130 nt	single	119	pseudogene	1	184259
VASA own, 130 nt	single	119	rRNA	77	184259
VASA own, 130 nt	single	119	ribozyme	2804	184259
VASA own, 130 nt	single	119	scaRNA	496	184259
VASA own, 130 nt	single	119	snRNA	1860	184259
VASA own, 130 nt	single	119	snoRNA	10150	184259
VASA own, 130 nt	single	119	tRNA	92	184259
VASA own, 130 nt	single	120	MiscRna	7035	302952
VASA own, 130 nt	single	120	MtRrna	22	302952
VASA own, 130 nt	single	120	MtTrna	8	302952
VASA own, 130 nt	single	120	ProcessedPseudogene	779	302952
VASA own, 130 nt	single	120	ProteinCoding	269962	302952
VASA own, 130 nt	single	120	TEC	557	302952
VASA own, 130 nt	single	120	TranscribedProcessedPseudogene	225	302952
VASA own, 130 nt	single	120	TranscribedUnitaryPseudogene	47	302952
VASA own, 130 nt	single	120	TranscribedUnprocessedPseudogene	177	302952
VASA own, 130 nt	single	120	UnitaryPseudogene	14	302952
VASA own, 130 nt	single	120	UnprocessedPseudogene	29	302952
VASA own, 130 nt	single	120	lncRNA	27313	302952
VASA own, 130 nt	single	120	miRNA	2127	302952
VASA own, 130 nt	single	120	rRNA	94	302952
VASA own, 130 nt	single	120	ribozyme	3320	302952
VASA own, 130 nt	single	120	scaRNA	739	302952
VASA own, 130 nt	single	120	snRNA	4029	302952
VASA own, 130 nt	single	120	snoRNA	15162	302952
VASA own, 130 nt	single	120	tRNA	99	302952
VASA own, 130 nt	single	121	MiscRna	287	32735
VASA own, 130 nt	single	121	MtRrna	4	32735
VASA own, 130 nt	single	121	ProcessedPseudogene	108	32735
VASA own, 130 nt	single	121	ProteinCoding	29694	32735
VASA own, 130 nt	single	121	TEC	68	32735
VASA own, 130 nt	single	121	TranscribedProcessedPseudogene	37	32735
VASA own, 130 nt	single	121	TranscribedUnitaryPseudogene	6	32735
VASA own, 130 nt	single	121	TranscribedUnprocessedPseudogene	16	32735
VASA own, 130 nt	single	121	UnitaryPseudogene	5	32735
VASA own, 130 nt	single	121	lncRNA	3059	32735
VASA own, 130 nt	single	121	miRNA	94	32735
VASA own, 130 nt	single	121	rRNA	63	32735
VASA own, 130 nt	single	121	ribozyme	142	32735
VASA own, 130 nt	single	121	scaRNA	36	32735
VASA own, 130 nt	single	121	snRNA	134	32735
VASA own, 130 nt	single	121	snoRNA	485	32735
VASA own, 130 nt	single	121	tRNA	6	32735
VASA own, 130 nt	single	122	MiscRna	2225	175158
VASA own, 130 nt	single	122	MtRrna	5	175158
VASA own, 130 nt	single	122	MtTrna	11	175158
VASA own, 130 nt	single	122	ProcessedPseudogene	524	175158
VASA own, 130 nt	single	122	ProteinCoding	158146	175158
VASA own, 130 nt	single	122	TEC	329	175158
VASA own, 130 nt	single	122	TranscribedProcessedPseudogene	143	175158
VASA own, 130 nt	single	122	TranscribedUnitaryPseudogene	47	175158
VASA own, 130 nt	single	122	TranscribedUnprocessedPseudogene	119	175158
VASA own, 130 nt	single	122	TranslatedUnprocessedPseudogene	1	175158
VASA own, 130 nt	single	122	UnitaryPseudogene	4	175158
VASA own, 130 nt	single	122	UnprocessedPseudogene	10	175158
VASA own, 130 nt	single	122	lncRNA	15870	175158
VASA own, 130 nt	single	122	miRNA	1101	175158
VASA own, 130 nt	single	122	rRNA	70	175158
VASA own, 130 nt	single	122	ribozyme	2665	175158
VASA own, 130 nt	single	122	scaRNA	312	175158
VASA own, 130 nt	single	122	snRNA	2330	175158
VASA own, 130 nt	single	122	snoRNA	8243	175158
VASA own, 130 nt	single	122	tRNA	41	175158
VASA own, 130 nt	single	123	MiscRna	2974	240890
VASA own, 130 nt	single	123	MtRrna	12	240890
VASA own, 130 nt	single	123	MtTrna	11	240890
VASA own, 130 nt	single	123	ProcessedPseudogene	535	240890
VASA own, 130 nt	single	123	ProteinCoding	218095	240890
VASA own, 130 nt	single	123	TEC	445	240890
VASA own, 130 nt	single	123	TranscribedProcessedPseudogene	212	240890
VASA own, 130 nt	single	123	TranscribedUnitaryPseudogene	30	240890
VASA own, 130 nt	single	123	TranscribedUnprocessedPseudogene	188	240890
VASA own, 130 nt	single	123	UnitaryPseudogene	11	240890
VASA own, 130 nt	single	123	UnprocessedPseudogene	14	240890
VASA own, 130 nt	single	123	lncRNA	20501	240890
VASA own, 130 nt	single	123	miRNA	1024	240890
VASA own, 130 nt	single	123	rRNA	84	240890
VASA own, 130 nt	single	123	ribozyme	1989	240890
VASA own, 130 nt	single	123	scaRNA	416	240890
VASA own, 130 nt	single	123	snRNA	3677	240890
VASA own, 130 nt	single	123	snoRNA	10207	240890
VASA own, 130 nt	single	123	tRNA	76	240890
VASA own, 130 nt	single	124	MiscRna	3382	339919
VASA own, 130 nt	single	124	MtRrna	18	339919
VASA own, 130 nt	single	124	MtTrna	11	339919
VASA own, 130 nt	single	124	ProcessedPseudogene	967	339919
VASA own, 130 nt	single	124	ProteinCoding	311468	339919
VASA own, 130 nt	single	124	TEC	672	339919
VASA own, 130 nt	single	124	TranscribedProcessedPseudogene	304	339919
VASA own, 130 nt	single	124	TranscribedUnitaryPseudogene	80	339919
VASA own, 130 nt	single	124	TranscribedUnprocessedPseudogene	248	339919
VASA own, 130 nt	single	124	UnitaryPseudogene	18	339919
VASA own, 130 nt	single	124	UnprocessedPseudogene	26	339919
VASA own, 130 nt	single	124	lncRNA	24868	339919
VASA own, 130 nt	single	124	miRNA	1175	339919
VASA own, 130 nt	single	124	rRNA	42	339919
VASA own, 130 nt	single	124	ribozyme	1935	339919
VASA own, 130 nt	single	124	scaRNA	440	339919
VASA own, 130 nt	single	124	snRNA	5272	339919
VASA own, 130 nt	single	124	snoRNA	11191	339919
VASA own, 130 nt	single	124	tRNA	66	339919
VASA own, 130 nt	single	125	MiscRna	4876	468709
VASA own, 130 nt	single	125	MtRrna	27	468709
VASA own, 130 nt	single	125	MtTrna	13	468709
VASA own, 130 nt	single	125	ProcessedPseudogene	1059	468709
VASA own, 130 nt	single	125	ProteinCoding	432082	468709
VASA own, 130 nt	single	125	TEC	873	468709
VASA own, 130 nt	single	125	TranscribedProcessedPseudogene	432	468709
VASA own, 130 nt	single	125	TranscribedUnitaryPseudogene	71	468709
VASA own, 130 nt	single	125	TranscribedUnprocessedPseudogene	308	468709
VASA own, 130 nt	single	125	UnitaryPseudogene	22	468709
VASA own, 130 nt	single	125	UnprocessedPseudogene	30	468709
VASA own, 130 nt	single	125	lncRNA	32567	468709
VASA own, 130 nt	single	125	miRNA	1527	468709
VASA own, 130 nt	single	125	rRNA	221	468709
VASA own, 130 nt	single	125	ribozyme	1981	468709
VASA own, 130 nt	single	125	scaRNA	508	468709
VASA own, 130 nt	single	125	snRNA	6184	468709
VASA own, 130 nt	single	125	snoRNA	11810	468709
VASA own, 130 nt	single	125	tRNA	97	468709
VASA own, 130 nt	single	126	MiscRna	5509	570798
VASA own, 130 nt	single	126	MtRrna	65	570798
VASA own, 130 nt	single	126	MtTrna	21	570798
